,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.195509,0.226,0.206,0.187832,0.192795
Net Income From Continuing Operation Net Minority Interest,2938000.0,4484000.0,7152000.0,8410000.0,7394000.0
Reconciled Depreciation,1505000.0,1365000.0,1332000.0,1323000.0,1228000.0
Net Interest Income,17618000.0,15930000.0,16476000.0,17034000.0,16548000.0
Interest Expense,5156000.0,5312000.0,5178000.0,4687000.0,4641000.0
Interest Income,22774000.0,21242000.0,21654000.0,21721000.0,21189000.0
Normalized Income,2938000.0,4484000.0,7152000.0,8410000.0,7394000.0
Net Income From Continuing And Discontinued Operation,2938000.0,4484000.0,7152000.0,8410000.0,7394000.0
Diluted Average Shares,13785997.0,13822076.0,13785277.0,13755000.0,13793000.0
Basic Average Shares,13504204.0,13538283.0,13530228.0,13467000.0,13501000.0
Diluted EPS,0.21,0.32,0.52,0.61,0.54
Basic EPS,0.22,0.33,0.53,0.62,0.55
Diluted NI Availto Com Stockholders,2938000.0,4484000.0,7152000.0,8410000.0,7394000.0
Net Income Common Stockholders,2938000.0,4484000.0,7152000.0,8410000.0,7394000.0
Net Income,2938000.0,4484000.0,7152000.0,8410000.0,7394000.0
Net Income Including Noncontrolling Interests,2938000.0,4484000.0,7152000.0,8410000.0,7394000.0
Net Income Continuous Operations,2938000.0,4484000.0,7152000.0,8410000.0,7394000.0
Tax Provision,714000.0,1313000.0,1855000.0,1945000.0,1766000.0
Pretax Income,3652000.0,5797000.0,9007000.0,10355000.0,9160000.0
Depreciation Amortization Depletion Income Statement,183000.0,182000.0,191000.0,195000.0,195000.0
Depreciation And Amortization In Income Statement,183000.0,182000.0,191000.0,195000.0,195000.0
Amortization,183000.0,182000.0,191000.0,195000.0,195000.0
Amortization Of Intangibles Income Statement,183000.0,182000.0,191000.0,195000.0,195000.0
Selling General And Administration,29867000.0,29857000.0,30607000.0,32852000.0,29636000.0
General And Administrative Expense,29867000.0,29857000.0,30607000.0,29600000.0,29636000.0
Salaries And Wages,29867000.0,29857000.0,30607000.0,29600000.0,29636000.0
Total Revenue,50410000.0,48990000.0,49773000.0,40894000.0,49348000.0
Operating Revenue,50410000.0,48990000.0,49773000.0,40894000.0,49348000.0
Occupancy And Equipment,2997000.0,2814000.0,2742000.0,2840000.0,2697000.0
Other Non Interest Expense,13851000.0,9940000.0,7131000.0,-5133000.0,7535000.0
