quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,0.81,0.72,0.09,0.125
2025-03-31,0.84,0.714,0.13,0.1765
2024-12-31,0.87,0.88,-0.01,-0.0114
2024-09-30,0.92,0.85286,0.07,0.0787
