GradeDate,Firm,ToGrade,FromGrade,Action
2024-07-31 15:16:39,Goldman Sachs,Neutral,Neutral,main
2024-07-17 09:21:46,Mizuho,Outperform,,init
2024-07-02 15:31:10,JP Morgan,Neutral,Neutral,main
2024-06-25 15:31:22,TD Cowen,Buy,Buy,main
2024-06-14 13:19:44,Piper Sandler,Overweight,Overweight,main
2024-05-14 15:35:56,Piper Sandler,Overweight,Overweight,main
2024-05-08 17:16:32,TD Cowen,Buy,Buy,main
2024-04-05 11:54:53,Piper Sandler,Overweight,Overweight,main
2023-11-13 15:05:54,UBS,Neutral,Neutral,main
2023-09-05 13:39:12,Goldman Sachs,Neutral,Neutral,main
2023-09-01 12:53:39,Goldman Sachs,Neutral,Neutral,main
2023-08-11 16:26:53,Piper Sandler,Overweight,Overweight,main
2023-07-13 16:24:57,Piper Sandler,Overweight,Overweight,main
2023-06-02 11:34:30,Piper Sandler,Overweight,Overweight,main
2023-05-18 12:54:18,Piper Sandler,Overweight,Overweight,main
2023-04-12 11:36:14,Piper Sandler,Overweight,Overweight,main
2023-03-28 10:23:56,JP Morgan,Neutral,,main
2023-03-09 10:24:02,UBS,Neutral,,init
2023-02-27 13:56:29,JP Morgan,Neutral,,main
2023-02-15 12:56:25,Goldman Sachs,Neutral,,main
2023-02-14 12:16:09,Goldman Sachs,Neutral,,main
2023-01-20 13:14:58,Piper Sandler,Overweight,Neutral,up
2022-12-19 12:03:01,Piper Sandler,Neutral,,main
2022-11-09 11:29:44,Piper Sandler,Neutral,,main
2022-10-24 12:42:18,Cowen & Co.,Outperform,,main
2022-10-18 12:44:51,JP Morgan,Neutral,,main
2022-09-12 11:33:10,Piper Sandler,Neutral,,main
2022-08-18 11:09:41,Goldman Sachs,Neutral,Buy,down
2022-07-19 11:17:32,Piper Sandler,Neutral,,main
2022-05-23 11:25:12,Piper Sandler,Neutral,,main
2022-05-17 14:34:29,JP Morgan,Neutral,,main
2021-04-06 11:17:08,Goldman Sachs,Buy,Neutral,up
2021-02-22 11:00:06,JP Morgan,Neutral,Underweight,up
2021-02-17 12:19:49,Credit Suisse,Neutral,Underperform,up
2021-01-14 13:08:40,Credit Suisse,Underperform,,main
2020-12-16 14:54:14,Goldman Sachs,Neutral,Buy,down
2020-09-28 09:04:12,Credit Suisse,Underperform,Neutral,down
2020-09-11 16:21:45,JP Morgan,Underweight,,init
2020-06-25 09:10:27,Credit Suisse,Neutral,,init
2020-05-08 13:22:48,RBC Capital,Sector Perform,,main
2020-05-05 15:11:57,Seaport Global,Buy,,main
2020-02-28 14:24:29,Piper Sandler,Neutral,,main
2019-11-15 11:43:11,Piper Sandler,Neutral,,init
2019-06-10 12:13:27,RBC Capital,Sector Perform,,init
2019-04-16 11:20:44,Goldman Sachs,Buy,,init
2018-12-07 13:39:25,Oppenheimer,Outperform,,init
2018-09-12 12:14:33,Cowen & Co.,Market Perform,Outperform,down
2017-09-11 14:14:10,Seaport Global,Buy,Neutral,up
2016-10-06 07:38:15,Mizuho,Buy,,init
2016-09-08 13:28:28,Seaport Global,Buy,,init
2016-08-03 13:04:09,Miller Tabak,Buy,Hold,up
2016-05-20 13:53:57,Sterne Agee,Buy,,init
2016-03-02 09:01:29,Imperial Capital,Outperform,,main
2016-01-28 13:17:59,Imperial Capital,Outperform,,init
2014-12-30 05:00:00,Miller Tabak,Buy,,init
