GradeDate,Firm,ToGrade,FromGrade,Action
2024-03-07 16:58:30,Truist Securities,Hold,Hold,main
2023-09-14 14:56:59,Truist Securities,Hold,Hold,main
2023-08-16 09:50:31,RBC Capital,Underperform,Sector Perform,down
2023-06-15 12:51:55,Truist Securities,Hold,Hold,main
2023-03-28 10:42:02,Compass Point,Buy,Neutral,up
2023-03-20 11:53:41,Truist Securities,Hold,,main
2022-12-16 11:22:08,BMO Capital,Underperform,Market Perform,down
2022-12-14 11:33:15,Citigroup,Neutral,Buy,down
2022-11-03 10:27:17,Compass Point,Neutral,Buy,down
2022-10-19 11:31:12,RBC Capital,Sector Perform,,main
2022-09-14 12:25:10,Truist Securities,Hold,,main
2022-08-29 11:02:24,RBC Capital,Sector Perform,,main
2022-06-30 14:08:25,Jefferies,Hold,,main
2022-06-30 12:08:57,Truist Securities,Hold,,main
2022-01-10 10:45:03,Raymond James,Market Perform,Outperform,down
2022-01-10 10:37:04,Jefferies,Hold,Buy,down
2022-01-07 12:56:51,BMO Capital,Market Perform,Outperform,down
2021-08-04 11:25:53,Raymond James,Outperform,,main
2021-05-06 11:52:53,Raymond James,Outperform,,main
2021-02-25 13:17:33,Raymond James,Outperform,,main
2021-01-12 10:29:47,Raymond James,Outperform,Market Perform,up
2020-12-23 11:22:33,BMO Capital,Outperform,,init
2020-11-11 11:05:56,RBC Capital,Sector Perform,Outperform,down
2020-08-24 10:52:01,Citigroup,Neutral,,main
2020-05-27 11:57:05,SunTrust Robinson Humphrey,Hold,,main
2020-04-16 13:20:12,Jefferies,Buy,,main
2020-04-07 14:29:41,Citigroup,Neutral,,main
2020-01-16 12:11:22,SunTrust Robinson Humphrey,Hold,Buy,down
2020-01-07 12:39:57,Raymond James,Market Perform,Outperform,down
2019-09-23 11:49:11,Compass Point,Buy,,init
2019-09-12 12:57:26,SunTrust Robinson Humphrey,Buy,,main
2019-08-06 11:29:39,Raymond James,Outperform,,main
2019-03-29 14:11:54,Citigroup,Neutral,Neutral,main
2019-01-08 15:10:57,Raymond James,Outperform,Market Perform,up
2018-12-14 13:23:29,RBC Capital,Outperform,Sector Perform,up
2017-11-13 17:14:00,Citigroup,Neutral,,main
2017-01-09 12:13:07,Raymond James,Market Perform,Outperform,down
2016-10-19 04:00:00,SunTrust Robinson Humphrey,Buy,,init
2016-10-05 09:57:07,Jefferies,Buy,,init
2016-07-07 16:43:01,Citigroup,Neutral,,main
2016-03-04 11:17:49,RBC Capital,Sector Perform,Outperform,down
2015-03-13 11:13:18,Raymond James,Outperform,,init
2015-03-04 12:39:21,Citigroup,Neutral,,init
2015-03-03 11:12:06,RBC Capital,Outperform,,init
