quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2024-09-30,-0.12,-0.02,-0.1,-5.0
2024-06-30,0.09,-0.21,0.3,1.4286
2024-03-31,-0.21,-0.12,-0.09,-0.75
2023-12-31,0.06,-0.34,0.4,1.1765
