,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.255364,0.257,0.257406,0.259,0.258158
Normalized EBITDA,260023000.0,218366000.0,255714000.0,281834000.0,256776000.0
Net Income From Continuing Operation Net Minority Interest,151602000.0,123385000.0,150538000.0,168960000.0,150723000.0
Reconciled Depreciation,35886000.0,35791000.0,35714000.0,35486000.0,35034000.0
Reconciled Cost Of Revenue,903360000.0,881805000.0,920173000.0,951455000.0,941690000.0
EBITDA,260023000.0,218366000.0,255714000.0,281834000.0,256776000.0
EBIT,224137000.0,182575000.0,220000000.0,246348000.0,221742000.0
Net Interest Income,-20545000.0,-16602000.0,-17281000.0,-18449000.0,-18568000.0
Interest Expense,20545000.0,16602000.0,17281000.0,18449000.0,18568000.0
Normalized Income,151602000.0,123385000.0,150538000.0,168960000.0,150723000.0
Net Income From Continuing And Discontinued Operation,151602000.0,123385000.0,150538000.0,168960000.0,150723000.0
Total Expenses,1077614000.0,1055789000.0,1094756000.0,1129275000.0,1155220000.0
Total Operating Income As Reported,219789000.0,177489000.0,217450000.0,243993000.0,210392000.0
Diluted Average Shares,28515554.0,29174892.0,29485271.0,29925400.0,31524063.0
Basic Average Shares,28371644.0,29028234.0,29319538.0,29751713.0,31324833.0
Diluted EPS,5.32,4.23,5.11,5.65,4.78
Basic EPS,5.34,4.25,5.13,5.68,4.81
Diluted NI Availto Com Stockholders,151602000.0,123385000.0,150538000.0,168960000.0,150723000.0
Net Income Common Stockholders,151602000.0,123385000.0,150538000.0,168960000.0,150723000.0
Net Income,151602000.0,123385000.0,150538000.0,168960000.0,150723000.0
Net Income Including Noncontrolling Interests,151602000.0,123385000.0,150538000.0,168960000.0,150723000.0
Net Income Continuous Operations,151602000.0,123385000.0,150538000.0,168960000.0,150723000.0
Tax Provision,51990000.0,42588000.0,52181000.0,58939000.0,52451000.0
Pretax Income,203592000.0,165973000.0,202719000.0,227899000.0,203174000.0
Other Income Expense,4348000.0,5086000.0,2550000.0,2355000.0,11350000.0
Other Non Operating Income Expenses,4348000.0,5086000.0,2550000.0,2355000.0,11350000.0
Net Non Operating Interest Income Expense,-20545000.0,-16602000.0,-17281000.0,-18449000.0,-18568000.0
Interest Expense Non Operating,20545000.0,16602000.0,17281000.0,18449000.0,18568000.0
Operating Income,219789000.0,177489000.0,217450000.0,243993000.0,210392000.0
Operating Expense,174254000.0,173984000.0,174583000.0,177820000.0,213530000.0
Selling General And Administration,174254000.0,173984000.0,174583000.0,177820000.0,213530000.0
Gross Profit,394043000.0,351473000.0,392033000.0,421813000.0,423922000.0
Cost Of Revenue,903360000.0,881805000.0,920173000.0,951455000.0,941690000.0
Total Revenue,1297403000.0,1233278000.0,1312206000.0,1373268000.0,1365612000.0
Operating Revenue,1297403000.0,1233278000.0,1312206000.0,1373268000.0,1365612000.0
