,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.21,
Normalized EBITDA,11708.0,199234.0,112465.0,212199.0,251343.0,
Net Income From Continuing Operation Net Minority Interest,54942.0,223651.0,122029.0,250596.0,283672.0,
EBITDA,11708.0,199234.0,112465.0,212199.0,251343.0,
EBIT,11708.0,199234.0,112465.0,212199.0,251343.0,
Net Interest Income,25887.0,24417.0,24228.0,23706.0,32329.0,
Interest Income,25887.0,24417.0,24228.0,23706.0,32329.0,
Normalized Income,54942.0,223651.0,122029.0,250596.0,283672.0,
Net Income From Continuing And Discontinued Operation,54942.0,223651.0,122029.0,250596.0,283672.0,
Total Expenses,52258.0,106138.0,71192.0,85364.0,106131.0,
Diluted Average Shares,1863590.0,1863590.0,1863590.0,,1863590.0,1863590.0
Basic Average Shares,1863590.0,1863590.0,1863590.0,,1863590.0,1863590.0
Diluted EPS,0.0295,0.12,0.0655,,0.1522,0.8575
Basic EPS,0.0295,0.12,0.0655,,0.1522,0.8575
Diluted NI Availto Com Stockholders,54942.0,223651.0,122029.0,250596.0,283672.0,
Net Income Common Stockholders,54942.0,223651.0,122029.0,250596.0,283672.0,
Net Income,54942.0,223651.0,122029.0,250596.0,283672.0,
Net Income Including Noncontrolling Interests,54942.0,223651.0,122029.0,250596.0,283672.0,
Net Income Continuous Operations,54942.0,223651.0,122029.0,250596.0,283672.0,
Pretax Income,54942.0,223651.0,122029.0,250596.0,283672.0,
Other Income Expense,17347.0,,-14664.0,,,
Other Non Operating Income Expenses,17347.0,,-14664.0,,,
Net Non Operating Interest Income Expense,25887.0,24417.0,24228.0,23706.0,32329.0,
Interest Income Non Operating,25887.0,24417.0,24228.0,23706.0,32329.0,
Operating Income,11708.0,199234.0,112465.0,212199.0,251343.0,
Operating Expense,52258.0,106138.0,71192.0,85364.0,106131.0,
Other Operating Expenses,,47000.0,25000.0,50000.0,75000.0,150000.0
Selling General And Administration,52258.0,59138.0,46192.0,35364.0,31131.0,
General And Administrative Expense,52258.0,59138.0,46192.0,35364.0,31131.0,
Other Gand A,52258.0,59138.0,46192.0,35364.0,31131.0,
Total Revenue,63966.0,305372.0,183657.0,297563.0,357474.0,
Operating Revenue,63966.0,305372.0,183657.0,297563.0,357474.0,
