,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.200848,0.218,0.16049,0.197,0.200224
Net Income From Continuing Operation Net Minority Interest,7727000.0,3036000.0,5210000.0,4728000.0,5712000.0
Reconciled Depreciation,560000.0,711000.0,593000.0,762000.0,633000.0
Net Interest Income,13708000.0,12576000.0,12835000.0,11517000.0,10679000.0
Interest Expense,14977000.0,15179000.0,16217000.0,17674000.0,17341000.0
Interest Income,28685000.0,27755000.0,29052000.0,29191000.0,28020000.0
Normalized Income,7727000.0,3036000.0,5210000.0,4728000.0,5712000.0
Net Income From Continuing And Discontinued Operation,7727000.0,3036000.0,5210000.0,4728000.0,5712000.0
Diluted Average Shares,18004000.0,18280000.0,18396000.0,18445000.0,18568000.0
Basic Average Shares,17989000.0,18267000.0,18335000.0,18350000.0,18524000.0
Diluted EPS,0.43,0.17,0.28,0.26,0.31
Basic EPS,0.43,0.17,0.28,0.26,0.31
Diluted NI Availto Com Stockholders,7727000.0,3036000.0,5210000.0,4728000.0,5712000.0
Net Income Common Stockholders,7727000.0,3036000.0,5210000.0,4728000.0,5712000.0
Net Income,7727000.0,3036000.0,5210000.0,4728000.0,5712000.0
Net Income Including Noncontrolling Interests,7727000.0,3036000.0,5210000.0,4728000.0,5712000.0
Net Income Continuous Operations,7727000.0,3036000.0,5210000.0,4728000.0,5712000.0
Tax Provision,1942000.0,845000.0,996000.0,1158000.0,1430000.0
Pretax Income,9669000.0,3881000.0,6206000.0,5886000.0,7142000.0
Selling General And Administration,21867000.0,17770000.0,19150000.0,21943000.0,22749000.0
Selling And Marketing Expense,746000.0,723000.0,727000.0,926000.0,987000.0
General And Administrative Expense,21121000.0,17047000.0,18423000.0,21017000.0,21762000.0
Salaries And Wages,21121000.0,17047000.0,18423000.0,21017000.0,21762000.0
Total Revenue,37220000.0,28753000.0,31354000.0,33372000.0,36315000.0
Operating Revenue,37220000.0,28753000.0,31354000.0,33372000.0,36315000.0
Occupancy And Equipment,1753000.0,1929000.0,1579000.0,1857000.0,2029000.0
Professional Expense And Contract Services Expense,500000.0,1736000.0,1114000.0,569000.0,758000.0
Other Non Interest Expense,3440000.0,3995000.0,2938000.0,3494000.0,3862000.0
