quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,-0.23,-0.24429,0.01,0.0585
2025-03-31,-0.18,-0.25,0.07,0.28
2024-12-31,-0.23,-0.284,0.05,0.1901
2024-09-30,-0.64,-0.338,-0.3,-0.8935
