,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.250814,0.248438,0.243,0.274,0.229021
Normalized EBITDA,89149000.0,66955000.0,115835000.0,56208000.0,65098000.0
Net Income From Continuing Operation Net Minority Interest,53408000.0,37539000.0,75066000.0,29428000.0,38909000.0
Reconciled Depreciation,17518000.0,16661000.0,16261000.0,15280000.0,14280000.0
Reconciled Cost Of Revenue,306846000.0,285187000.0,369301000.0,272941000.0,266637000.0
EBITDA,89149000.0,66955000.0,115835000.0,56208000.0,65098000.0
EBIT,71631000.0,50294000.0,99574000.0,40928000.0,50818000.0
Net Interest Income,-343000.0,-346000.0,-416000.0,-384000.0,-351000.0
Interest Expense,343000.0,346000.0,416000.0,384000.0,351000.0
Normalized Income,53408000.0,37539000.0,75066000.0,29428000.0,38909000.0
Net Income From Continuing And Discontinued Operation,53408000.0,37539000.0,75066000.0,29428000.0,38909000.0
Total Expenses,433347000.0,404062000.0,508706000.0,385820000.0,373164000.0
Total Operating Income As Reported,70720000.0,49687000.0,99464000.0,39979000.0,50222000.0
Diluted Average Shares,30750000.0,30771000.0,30898000.0,30899000.0,30815000.0
Basic Average Shares,30596000.0,30593000.0,30559000.0,30510000.0,30433000.0
Diluted EPS,1.74,1.22,2.43,0.95,1.26
Basic EPS,1.75,1.23,2.46,0.96,1.28
Diluted NI Availto Com Stockholders,53408000.0,37539000.0,75066000.0,29428000.0,38909000.0
Net Income Common Stockholders,53408000.0,37539000.0,75066000.0,29428000.0,38909000.0
Net Income,53408000.0,37539000.0,75066000.0,29428000.0,38909000.0
Net Income Including Noncontrolling Interests,53408000.0,37539000.0,75066000.0,29428000.0,38909000.0
Net Income Continuous Operations,53408000.0,37539000.0,75066000.0,29428000.0,38909000.0
Tax Provision,17880000.0,12409000.0,24092000.0,11116000.0,11558000.0
Pretax Income,71288000.0,49948000.0,99158000.0,40544000.0,50467000.0
Other Income Expense,911000.0,607000.0,110000.0,949000.0,596000.0
Other Non Operating Income Expenses,911000.0,607000.0,110000.0,949000.0,596000.0
Net Non Operating Interest Income Expense,-343000.0,-346000.0,-416000.0,-384000.0,-351000.0
Interest Expense Non Operating,343000.0,346000.0,416000.0,384000.0,351000.0
Operating Income,70720000.0,49687000.0,99464000.0,39979000.0,50222000.0
Operating Expense,126501000.0,118875000.0,139405000.0,112879000.0,106527000.0
Selling General And Administration,126501000.0,118875000.0,139405000.0,112879000.0,106527000.0
Gross Profit,197221000.0,168562000.0,238869000.0,152858000.0,156749000.0
Cost Of Revenue,306846000.0,285187000.0,369301000.0,272941000.0,266637000.0
Total Revenue,504067000.0,453749000.0,608170000.0,425799000.0,423386000.0
Operating Revenue,504067000.0,453749000.0,608170000.0,425799000.0,423386000.0
