Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-03-04 19:00:00-05:00,-0.36,-0.25,31.13
2023-11-06 19:00:00-05:00,-0.37,-0.31,15.42
2023-08-07 20:00:00-04:00,-0.27,-0.28,-4.48
2023-05-01 20:00:00-04:00,-0.23,-0.28,-19.49
2023-02-27 19:00:00-05:00,-0.17,-0.16,7.15
2022-10-31 20:00:00-04:00,-0.08,-0.13,-63.87
2022-08-01 20:00:00-04:00,-0.02,0.01,140.0
2022-05-04 20:00:00-04:00,-0.03,0.02,170.6
2022-03-02 19:00:00-05:00,0.04,0.13,191.02
