,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.017758,0.021408,0.21,0.033813,0.019337,
Net Income From Continuing Operation Net Minority Interest,137506000.0,242635000.0,154885000.0,135358000.0,122220000.0,
Net Interest Income,285499000.0,261106000.0,230958000.0,237210000.0,238260000.0,
Interest Expense,139775000.0,141355000.0,107497000.0,116548000.0,101240000.0,
Interest Income,425274000.0,402461000.0,338455000.0,353758000.0,339500000.0,
Normalized Income,137506000.0,242635000.0,154885000.0,135358000.0,122220000.0,
Net Income From Continuing And Discontinued Operation,137506000.0,242635000.0,154885000.0,135358000.0,122220000.0,
Diluted Average Shares,511048237.0,494825717.0,,390217304.0,390103640.0,389732868.0
Basic Average Shares,511048237.0,494825717.0,,390217304.0,390103640.0,389732868.0
Diluted EPS,0.27,0.49,,0.35,0.31,0.47
Basic EPS,0.27,0.49,,0.35,0.31,0.47
Diluted NI Availto Com Stockholders,137506000.0,242635000.0,154885000.0,135358000.0,122220000.0,
Net Income Common Stockholders,137506000.0,242635000.0,154885000.0,135358000.0,122220000.0,
Net Income,137506000.0,242635000.0,154885000.0,135358000.0,122220000.0,
Net Income Including Noncontrolling Interests,137506000.0,242635000.0,154885000.0,135358000.0,122220000.0,
Net Income Continuous Operations,137506000.0,242635000.0,154885000.0,135358000.0,122220000.0,
Tax Provision,2486000.0,5308000.0,-42000.0,4737000.0,2410000.0,
Pretax Income,139992000.0,247943000.0,154843000.0,140095000.0,124630000.0,
Gain On Sale Of Security,20834000.0,-151932000.0,-25989000.0,-55368000.0,153000.0,
Operating Expense,18839000.0,15056000.0,14072000.0,12522000.0,15852000.0,
Other Operating Expenses,11796000.0,7177000.0,7891000.0,4725000.0,7885000.0,
Selling General And Administration,7043000.0,7879000.0,6181000.0,7797000.0,7967000.0,
General And Administrative Expense,7043000.0,7879000.0,6181000.0,7797000.0,7967000.0,
Total Revenue,158831000.0,262999000.0,168915000.0,152617000.0,140482000.0,
Operating Revenue,158831000.0,262999000.0,168915000.0,152617000.0,140482000.0,
