quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,0.14,0.12417,0.02,0.1275
2025-03-31,0.1107,0.1125,-0.0,-0.016
2024-12-31,0.2473,0.22192,0.03,0.1144
2024-09-30,0.1586,0.16608,-0.01,-0.045
