,2025-05-31,2025-02-28,2024-11-30,2024-08-31,2024-05-31,2024-02-29
Tax Effect Of Unusual Items,400000.0,1020000.0,-2475138.121547,2160000.0,720000.0,
Tax Rate For Calcs,0.2,0.17,0.154696,0.18,0.18,
Normalized EBITDA,2376000000.0,2455000000.0,2275000000.0,2294000000.0,2181000000.0,
Total Unusual Items,2000000.0,6000000.0,-16000000.0,12000000.0,4000000.0,
Total Unusual Items Excluding Goodwill,2000000.0,6000000.0,-16000000.0,12000000.0,4000000.0,
Net Income From Continuing Operation Net Minority Interest,1691000000.0,1811000000.0,1683000000.0,1684000000.0,1573000000.0,
Reconciled Depreciation,209000000.0,217000000.0,218000000.0,213000000.0,214000000.0,
Reconciled Cost Of Revenue,470000000.0,446000000.0,440000000.0,384000000.0,426000000.0,
EBITDA,2378000000.0,2461000000.0,2259000000.0,2306000000.0,2185000000.0,
EBIT,2169000000.0,2244000000.0,2041000000.0,2093000000.0,1971000000.0,
Net Interest Income,-68000000.0,-62000000.0,291000000.0,-51000000.0,-41000000.0,
Interest Expense,68000000.0,62000000.0,50000000.0,51000000.0,41000000.0,
Normalized Income,1689400000.0,1806020000.0,1696524861.878453,1674160000.0,1569720000.0,
Net Income From Continuing And Discontinued Operation,1691000000.0,1811000000.0,1683000000.0,1684000000.0,1573000000.0,
Total Expenses,3764000000.0,3551000000.0,3649000000.0,3416000000.0,3424000000.0,
Total Operating Income As Reported,2109000000.0,2163000000.0,1957000000.0,1992000000.0,1885000000.0,
Diluted Average Shares,429000000.0,438000000.0,443000000.0,448000000.0,451000000.0,
Basic Average Shares,428000000.0,436000000.0,441000000.0,445000000.0,449000000.0,
Diluted EPS,3.94,4.14,3.79,3.76,3.49,
Basic EPS,3.95,4.15,3.81,3.78,3.5,
Diluted NI Availto Com Stockholders,1691000000.0,1811000000.0,1683000000.0,1684000000.0,1573000000.0,
Net Income Common Stockholders,1691000000.0,1811000000.0,1683000000.0,1684000000.0,1573000000.0,
Net Income,1691000000.0,1811000000.0,1683000000.0,1684000000.0,1573000000.0,
Net Income Including Noncontrolling Interests,1691000000.0,1811000000.0,1683000000.0,1684000000.0,1573000000.0,
Net Income Continuous Operations,1691000000.0,1811000000.0,1683000000.0,1684000000.0,1573000000.0,
Tax Provision,410000000.0,371000000.0,308000000.0,358000000.0,357000000.0,
Pretax Income,2101000000.0,2182000000.0,1991000000.0,2042000000.0,1930000000.0,
Other Income Expense,60000000.0,81000000.0,-257000000.0,101000000.0,86000000.0,
Other Non Operating Income Expenses,58000000.0,75000000.0,,89000000.0,82000000.0,70000000.0
Special Income Charges,0.0,0.0,0.0,0.0,0.0,
Other Special Charges,,,,,,1000000000.0
Restructuring And Mergern Acquisition,0.0,0.0,0.0,0.0,0.0,
Gain On Sale Of Security,2000000.0,6000000.0,-16000000.0,12000000.0,4000000.0,
Net Non Operating Interest Income Expense,-68000000.0,-62000000.0,291000000.0,-51000000.0,-41000000.0,
Interest Expense Non Operating,68000000.0,62000000.0,50000000.0,51000000.0,41000000.0,
Operating Income,2109000000.0,2163000000.0,1957000000.0,1992000000.0,1885000000.0,
Operating Expense,3126000000.0,2929000000.0,3033000000.0,2862000000.0,2826000000.0,
Depreciation Amortization Depletion Income Statement,41000000.0,41000000.0,42000000.0,43000000.0,42000000.0,
Depreciation And Amortization In Income Statement,41000000.0,41000000.0,42000000.0,43000000.0,42000000.0,
Amortization,41000000.0,41000000.0,42000000.0,43000000.0,42000000.0,
Amortization Of Intangibles Income Statement,41000000.0,41000000.0,42000000.0,43000000.0,42000000.0,
Research And Development,1082000000.0,1026000000.0,999000000.0,1022000000.0,984000000.0,
Selling General And Administration,2003000000.0,1862000000.0,1992000000.0,1797000000.0,1800000000.0,
Selling And Marketing Expense,1626000000.0,1495000000.0,1536000000.0,1431000000.0,1445000000.0,
General And Administrative Expense,377000000.0,367000000.0,456000000.0,366000000.0,355000000.0,
Other Gand A,377000000.0,367000000.0,456000000.0,366000000.0,355000000.0,
Gross Profit,5235000000.0,5092000000.0,4990000000.0,4854000000.0,4711000000.0,
Cost Of Revenue,638000000.0,622000000.0,616000000.0,554000000.0,598000000.0,
Total Revenue,5873000000.0,5714000000.0,5606000000.0,5408000000.0,5309000000.0,
Operating Revenue,5873000000.0,5714000000.0,5606000000.0,5408000000.0,5309000000.0,
