,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,-68738.623065,-11623080.0,-15178.363831,-2926140.0,21013.866773,
Tax Rate For Calcs,0.003531,0.21,0.001044,0.21,0.012175,
Normalized EBITDA,967183000.0,898655000.0,762872000.0,755840000.0,619195000.0,
Total Unusual Items,-19467000.0,-55348000.0,-14545000.0,-13934000.0,1726000.0,
Total Unusual Items Excluding Goodwill,-19467000.0,-55348000.0,-14545000.0,-13934000.0,1726000.0,
Net Income From Continuing Operation Net Minority Interest,301888000.0,257957000.0,119971000.0,449849000.0,254714000.0,
Reconciled Depreciation,508346000.0,499638000.0,484615000.0,418990000.0,397065000.0,
Reconciled Cost Of Revenue,1501401000.0,1448621000.0,1405091000.0,1197490000.0,1096277000.0,
EBITDA,947716000.0,843307000.0,748327000.0,741906000.0,620921000.0,
EBIT,439370000.0,343669000.0,263712000.0,322916000.0,223856000.0,
Net Interest Income,-141157000.0,-144962000.0,-154469000.0,-139050000.0,-133424000.0,
Interest Expense,141157000.0,144962000.0,154469000.0,139050000.0,133424000.0,
Normalized Income,321286261.376935,301681920.0,134500821.636169,460856860.0,253009013.866773,
Net Income From Continuing And Discontinued Operation,301888000.0,257957000.0,119971000.0,449849000.0,254714000.0,
Total Expenses,2072809000.0,2010010000.0,1938168000.0,1698574000.0,1554070000.0,
Diluted Average Shares,668140000.0,653795000.0,634259000.0,618306000.0,604563000.0,
Basic Average Shares,656593000.0,643393000.0,625675000.0,611290000.0,600545000.0,
Diluted EPS,0.45,0.4,0.19,0.73,0.42,
Basic EPS,0.46,0.4,0.19,0.74,0.42,
Diluted NI Availto Com Stockholders,302803000.0,258907000.0,120436000.0,451070000.0,255053000.0,
Average Dilution Earnings,915000.0,950000.0,465000.0,1221000.0,339000.0,
Net Income Common Stockholders,301888000.0,257957000.0,119971000.0,449849000.0,254714000.0,
Net Income,301888000.0,257957000.0,119971000.0,449849000.0,254714000.0,
Minority Interests,-2730000.0,691000.0,-3782000.0,-6951000.0,-5956000.0,
Net Income Including Noncontrolling Interests,304618000.0,257266000.0,123753000.0,456800000.0,260670000.0,
Net Income From Tax Loss Carryforward,,,,,166443000.0,
Net Income Continuous Operations,304618000.0,257266000.0,123753000.0,456800000.0,260670000.0,
Earnings From Equity Interest Net Of Tax,7458000.0,53040000.0,14624000.0,268228000.0,171339000.0,
Tax Provision,1053000.0,-5519000.0,114000.0,-4706000.0,1101000.0,
Pretax Income,298213000.0,198707000.0,109243000.0,183866000.0,90432000.0,
Other Income Expense,-3962000.0,-34908000.0,-17355000.0,10434000.0,-14811000.0,
Other Non Operating Income Expenses,15505000.0,20440000.0,-2810000.0,24368000.0,-16537000.0,
Special Income Charges,-19876000.0,-58558000.0,-23647000.0,-23840000.0,-4099000.0,
Other Special Charges,,6156000.0,0.0,419000.0,1705000.0,6000.0
Write Off,19876000.0,52402000.0,23647000.0,23421000.0,2394000.0,
Gain On Sale Of Security,409000.0,3210000.0,9102000.0,9906000.0,5825000.0,
Net Non Operating Interest Income Expense,-141157000.0,-144962000.0,-154469000.0,-139050000.0,-133424000.0,
Interest Expense Non Operating,141157000.0,144962000.0,154469000.0,139050000.0,133424000.0,
Operating Income,443332000.0,378577000.0,281067000.0,312482000.0,238667000.0,
Operating Expense,558098000.0,547620000.0,528868000.0,485873000.0,442773000.0,
Provision For Doubtful Accounts,-1113000.0,-2007000.0,-245000.0,4193000.0,5163000.0,
Depreciation Amortization Depletion Income Statement,495036000.0,485869000.0,480406000.0,403779000.0,382045000.0,
Depreciation And Amortization In Income Statement,495036000.0,485869000.0,480406000.0,403779000.0,382045000.0,
Selling General And Administration,64175000.0,63758000.0,48707000.0,77901000.0,55565000.0,
General And Administrative Expense,64175000.0,63758000.0,48707000.0,77901000.0,55565000.0,
Other Gand A,64175000.0,63758000.0,48707000.0,77901000.0,55565000.0,
Gross Profit,1001430000.0,926197000.0,809935000.0,798355000.0,681440000.0,
Cost Of Revenue,1514711000.0,1462390000.0,1409300000.0,1212701000.0,1111297000.0,
Total Revenue,2516141000.0,2388587000.0,2219235000.0,2011056000.0,1792737000.0,
Operating Revenue,2516141000.0,2388587000.0,2219235000.0,2011056000.0,1792737000.0,
