,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.21
Normalized EBITDA,-40342000.0,-41908000.0,-40290000.0,-32256000.0,-28920000.0
Net Income From Continuing Operation Net Minority Interest,-38853000.0,-39876000.0,-37670000.0,-29167000.0,-25551000.0
Reconciled Depreciation,625000.0,622000.0,620000.0,622000.0,632000.0
EBITDA,-40342000.0,-41908000.0,-40290000.0,-32256000.0,-28920000.0
EBIT,-40967000.0,-42530000.0,-40910000.0,-32878000.0,-29552000.0
Net Interest Income,1239000.0,1614000.0,1813000.0,1809000.0,2071000.0
Interest Income,1239000.0,1614000.0,1813000.0,1809000.0,2071000.0
Normalized Income,-38853000.0,-39876000.0,-37670000.0,-29167000.0,-25551000.0
Net Income From Continuing And Discontinued Operation,-38853000.0,-39876000.0,-37670000.0,-29167000.0,-25551000.0
Total Expenses,44148000.0,47922000.0,45027000.0,44485000.0,49427000.0
Total Operating Income As Reported,-40967000.0,-42530000.0,-40910000.0,-32878000.0,-29552000.0
Diluted Average Shares,110540836.0,110301256.0,108683920.0,108507390.0,108314279.0
Basic Average Shares,110540836.0,110301256.0,108683920.0,108507390.0,108314279.0
Diluted EPS,-0.35,-0.36,-0.35,-0.27,-0.24
Basic EPS,-0.35,-0.36,-0.35,-0.27,-0.24
Diluted NI Availto Com Stockholders,-38853000.0,-39876000.0,-37670000.0,-29167000.0,-25551000.0
Net Income Common Stockholders,-38853000.0,-39876000.0,-37670000.0,-29167000.0,-25551000.0
Net Income,-38853000.0,-39876000.0,-37670000.0,-29167000.0,-25551000.0
Net Income Including Noncontrolling Interests,-38853000.0,-39876000.0,-37670000.0,-29167000.0,-25551000.0
Net Income Continuous Operations,-38853000.0,-39876000.0,-37670000.0,-29167000.0,-25551000.0
Tax Provision,35000.0,34000.0,49000.0,54000.0,65000.0
Pretax Income,-38818000.0,-39842000.0,-37621000.0,-29113000.0,-25486000.0
Other Income Expense,910000.0,1074000.0,1476000.0,1956000.0,1995000.0
Other Non Operating Income Expenses,910000.0,1074000.0,1476000.0,1956000.0,1995000.0
Net Non Operating Interest Income Expense,1239000.0,1614000.0,1813000.0,1809000.0,2071000.0
Interest Income Non Operating,1239000.0,1614000.0,1813000.0,1809000.0,2071000.0
Operating Income,-40967000.0,-42530000.0,-40910000.0,-32878000.0,-29552000.0
Operating Expense,44148000.0,47922000.0,45027000.0,44485000.0,49427000.0
Research And Development,32807000.0,36442000.0,33937000.0,33263000.0,38654000.0
Selling General And Administration,11341000.0,11480000.0,11090000.0,11222000.0,10773000.0
General And Administrative Expense,11341000.0,11480000.0,11090000.0,11222000.0,10773000.0
Other Gand A,11341000.0,11480000.0,11090000.0,11222000.0,10773000.0
Total Revenue,3181000.0,5392000.0,4117000.0,11607000.0,19875000.0
Operating Revenue,3181000.0,5392000.0,4117000.0,11607000.0,19875000.0
