,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-2926829.268293,-7250000.0,-357497041.420118,-41720000.0,3981651.376147,,
Tax Rate For Calcs,0.365854,0.29,0.289941,0.28,0.284404,,
Normalized EBITDA,2958000000.0,3592000000.0,3368000000.0,3981000000.0,3648000000.0,,
Total Unusual Items,-8000000.0,-25000000.0,-1233000000.0,-149000000.0,14000000.0,,
Total Unusual Items Excluding Goodwill,-8000000.0,-25000000.0,-1233000000.0,-149000000.0,14000000.0,,
Net Income From Continuing Operation Net Minority Interest,458000000.0,936000000.0,-127000000.0,1133000000.0,1162000000.0,,
Reconciled Depreciation,1936000000.0,1917000000.0,1977000000.0,1926000000.0,1775000000.0,,
Reconciled Cost Of Revenue,4327000000.0,4348000000.0,4442000000.0,4429000000.0,4269000000.0,,
EBITDA,2950000000.0,3567000000.0,2135000000.0,3832000000.0,3662000000.0,,
EBIT,1014000000.0,1650000000.0,158000000.0,1906000000.0,1887000000.0,,
Net Interest Income,-232000000.0,-259000000.0,-286000000.0,-252000000.0,-218000000.0,,
Interest Expense,276000000.0,318000000.0,327000000.0,312000000.0,252000000.0,,
Interest Income,44000000.0,59000000.0,41000000.0,60000000.0,34000000.0,,
Normalized Income,463073170.731707,953750000.0,748502958.579882,1240280000.0,1151981651.376147,,
Net Income From Continuing And Discontinued Operation,458000000.0,936000000.0,-127000000.0,1133000000.0,1162000000.0,,
Total Expenses,5460000000.0,5326000000.0,5563000000.0,5344000000.0,5220000000.0,,
Diluted Average Shares,1010400000.0,982900000.0,940800000.0,975700000.0,958900000.0,,
Basic Average Shares,985100000.0,941300000.0,940800000.0,927500000.0,893800000.0,,
Diluted EPS,0.26,0.77,-0.32,0.98,1.03,,
Basic EPS,0.27,0.81,-0.32,1.03,1.1,,
Diluted NI Availto Com Stockholders,261000000.0,761000000.0,-296000000.0,960000000.0,985000000.0,,
Average Dilution Earnings,,,,-4000000.0,,,
Net Income Common Stockholders,261000000.0,761000000.0,-295000000.0,959000000.0,985000000.0,,
Otherunder Preferred Stock Dividend,27000000.0,5000000.0,-2000000.0,5000000.0,7000000.0,,
Preferred Stock Dividends,170000000.0,170000000.0,170000000.0,169000000.0,170000000.0,,
Net Income,458000000.0,936000000.0,-127000000.0,1133000000.0,1162000000.0,,
Minority Interests,-10000000.0,-9000000.0,-7000000.0,-7000000.0,-8000000.0,,
Net Income Including Noncontrolling Interests,468000000.0,945000000.0,-120000000.0,1140000000.0,1170000000.0,,
Net Income Discontinuous Operations,0.0,0.0,0.0,0.0,0.0,,
Net Income Continuous Operations,468000000.0,945000000.0,-120000000.0,1140000000.0,1170000000.0,,
Tax Provision,270000000.0,387000000.0,-49000000.0,454000000.0,465000000.0,,
Pretax Income,738000000.0,1332000000.0,-169000000.0,1594000000.0,1635000000.0,,
Other Income Expense,16000000.0,114000000.0,-1080000000.0,17000000.0,256000000.0,,
Other Non Operating Income Expenses,,,,-334000000.0,-344000000.0,-410000000.0,-438000000.0
Special Income Charges,-8000000.0,-25000000.0,-1233000000.0,-149000000.0,14000000.0,,
Gain On Sale Of Ppe,-2000000.0,-19000000.0,36000000.0,-79000000.0,28000000.0,,
Write Off,,,1260000000.0,21000000.0,0.0,,0.0
Restructuring And Mergern Acquisition,6000000.0,6000000.0,9000000.0,49000000.0,14000000.0,,
Earnings From Equity Interest,24000000.0,139000000.0,153000000.0,166000000.0,242000000.0,,
Net Non Operating Interest Income Expense,-232000000.0,-259000000.0,-286000000.0,-252000000.0,-218000000.0,,
Interest Expense Non Operating,276000000.0,318000000.0,327000000.0,312000000.0,252000000.0,,
Interest Income Non Operating,44000000.0,59000000.0,41000000.0,60000000.0,34000000.0,,
Operating Income,954000000.0,1477000000.0,1197000000.0,1829000000.0,1597000000.0,,
Operating Expense,1133000000.0,978000000.0,1121000000.0,915000000.0,951000000.0,,
Other Operating Expenses,580000000.0,447000000.0,562000000.0,391000000.0,427000000.0,,
Other Taxes,269000000.0,264000000.0,283000000.0,256000000.0,265000000.0,,
Selling General And Administration,284000000.0,267000000.0,276000000.0,268000000.0,259000000.0,,
Gross Profit,2087000000.0,2455000000.0,2318000000.0,2744000000.0,2548000000.0,,
Cost Of Revenue,4327000000.0,4348000000.0,4442000000.0,4429000000.0,4269000000.0,,
Total Revenue,6414000000.0,6803000000.0,6760000000.0,7173000000.0,6817000000.0,,
Operating Revenue,6318000000.0,6911000000.0,6860000000.0,7020000000.0,6802000000.0,,
