quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2024-09-30,0.74,0.229,0.51,2.2314
2024-06-30,0.16,0.132,0.03,0.21209998
2024-03-31,-0.13,0.121,-0.25,-2.0744
2023-12-31,0.16,0.057,0.1,1.8069999
