,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.076068,0.056099,0.043814,0.018018,0.164026
Net Income From Continuing Operation Net Minority Interest,8150000.0,9456000.0,16084000.0,18367000.0,3746000.0
Net Interest Income,13604000.0,14120000.0,16525000.0,17888000.0,16766000.0
Interest Expense,9196000.0,10318000.0,11741000.0,12282000.0,11482000.0
Interest Income,22800000.0,24438000.0,28266000.0,30170000.0,28248000.0
Normalized Income,8150000.0,9456000.0,16084000.0,18367000.0,3746000.0
Net Income From Continuing And Discontinued Operation,8150000.0,9456000.0,16084000.0,18367000.0,3746000.0
Diluted Average Shares,65296094.0,65296094.0,65296094.0,65440000.0,65238634.0
Basic Average Shares,65296094.0,65296094.0,65296094.0,65440000.0,65238634.0
Diluted EPS,0.12,0.14,0.25,-0.3,0.06
Basic EPS,0.12,0.14,0.25,-0.3,0.06
Diluted NI Availto Com Stockholders,8150000.0,9456000.0,16084000.0,18367000.0,3746000.0
Net Income Common Stockholders,8150000.0,9456000.0,16084000.0,18367000.0,3746000.0
Net Income,8150000.0,9456000.0,16084000.0,18367000.0,3746000.0
Net Income Including Noncontrolling Interests,8150000.0,9456000.0,16084000.0,18367000.0,3746000.0
Net Income Continuous Operations,8150000.0,9456000.0,16084000.0,18367000.0,3746000.0
Tax Provision,671000.0,562000.0,737000.0,337000.0,735000.0
Pretax Income,8821000.0,10018000.0,16821000.0,18704000.0,4481000.0
Gain On Sale Of Security,-475000.0,-27714000.0,-2560000.0,2085000.0,-6895000.0
Operating Expense,1500000.0,1924000.0,1750000.0,1751000.0,1480000.0
Other Operating Expenses,,324000.0,,,
Selling General And Administration,1500000.0,1600000.0,1750000.0,1751000.0,1480000.0
General And Administrative Expense,1500000.0,1600000.0,1750000.0,1751000.0,1480000.0
Total Revenue,10321000.0,11942000.0,18571000.0,20455000.0,5961000.0
Operating Revenue,10321000.0,11942000.0,18571000.0,20455000.0,5961000.0
