quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2022-06-30,-8.3,-6.00001,-2.3,-0.3833
2022-03-31,-10.50001,-10.50001,0.0,0.0
2021-12-31,-22.50002,-21.00002,-1.5,-0.0714
2021-09-30,-40.50004,-22.50002,-18.0,-0.8
