GradeDate,Firm,ToGrade,FromGrade,Action
2024-08-05 12:56:42,Wells Fargo,Overweight,Overweight,main
2024-08-05 11:16:43,Seaport Global,Neutral,Buy,down
2024-07-22 09:19:04,Goldman Sachs,Neutral,Buy,down
2024-07-15 15:00:16,Evercore ISI Group,Outperform,Outperform,main
2024-07-09 11:29:47,Wedbush,Neutral,Underperform,up
2024-07-02 17:03:58,Raymond James,Market Perform,Outperform,down
2024-07-02 11:45:35,Citigroup,Neutral,Buy,down
2024-06-27 17:45:06,Argus Research,Buy,Buy,main
2024-06-21 14:41:01,Citigroup,Buy,Buy,main
2024-06-20 15:38:32,BTIG,Buy,Buy,main
2024-06-20 15:05:16,JMP Securities,Market Outperform,Market Outperform,reit
2024-06-20 13:56:34,RBC Capital,Underperform,Underperform,reit
2024-06-20 13:10:57,JP Morgan,Neutral,Neutral,main
2024-06-20 09:48:59,Evercore ISI Group,Outperform,Outperform,main
2024-06-18 16:11:56,"Keefe, Bruyette & Woods",Outperform,Outperform,main
2024-06-18 12:02:01,Wedbush,Underperform,Underperform,reit
2024-06-07 12:17:40,Wedbush,Underperform,Underperform,reit
2024-04-05 15:48:02,Citigroup,Buy,Buy,main
2024-04-02 15:30:41,Wedbush,Underperform,Neutral,down
2024-03-20 12:54:14,"Keefe, Bruyette & Woods",Outperform,Outperform,main
2024-03-19 13:12:35,Wedbush,Neutral,Neutral,main
2024-03-18 14:29:00,JP Morgan,Neutral,Neutral,main
2024-03-18 13:11:29,Citigroup,Buy,Buy,main
2024-03-15 14:28:30,JMP Securities,Market Outperform,Market Outperform,reit
2024-03-15 12:55:00,UBS,Buy,Buy,main
2024-03-15 12:53:35,Evercore ISI Group,Outperform,Outperform,main
2024-03-15 12:24:16,Oppenheimer,Perform,Perform,main
2024-03-15 11:54:32,Wells Fargo,Overweight,Overweight,main
2024-03-15 10:13:44,Barclays,Overweight,Overweight,main
2024-03-05 13:34:35,Wedbush,Neutral,Neutral,reit
2023-12-19 17:11:38,JMP Securities,Market Outperform,Market Outperform,main
2023-12-19 12:36:11,Raymond James,Outperform,Outperform,main
2023-12-18 13:58:36,Goldman Sachs,Buy,Buy,main
