quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-07-31,0.22,0.13918,0.08,0.5807
2025-04-30,0.16,0.15717,0.0,0.018
2025-01-31,0.12,0.18431,-0.06,-0.3489
2024-10-31,0.21,0.1599,0.05,0.3133
