quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,0.74,0.72758,0.01,0.0171
2025-03-31,0.72,0.72886,-0.01,-0.012200001
2024-12-31,0.92,0.9019,0.02,0.0201
2024-09-30,0.89,0.88441,0.01,0.0063
