,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.222,0.195,0.084484,0.255
Normalized EBITDA,1520000.0,5280000.0,5095000.0,4645000.0,3322000.0
Net Income From Continuing Operation Net Minority Interest,258000.0,2969000.0,2891000.0,2873000.0,1330000.0
Reconciled Depreciation,994000.0,1016000.0,968000.0,966000.0,987000.0
Reconciled Cost Of Revenue,27012000.0,31420000.0,30457000.0,33146000.0,29714000.0
EBITDA,1520000.0,5280000.0,5095000.0,4645000.0,3322000.0
EBIT,526000.0,4264000.0,4127000.0,3679000.0,2335000.0
Net Interest Income,-173000.0,-418000.0,-520000.0,-566000.0,-586000.0
Interest Expense,173000.0,418000.0,520000.0,566000.0,586000.0
Normalized Income,258000.0,2969000.0,2891000.0,2873000.0,1330000.0
Net Income From Continuing And Discontinued Operation,258000.0,2969000.0,2891000.0,2873000.0,1330000.0
Total Expenses,35183000.0,39066000.0,37864000.0,40899000.0,37353000.0
Total Operating Income As Reported,511000.0,3917000.0,4063000.0,3649000.0,2135000.0
Diluted Average Shares,16874000.0,16825000.0,16518000.0,16479000.0,16303000.0
Basic Average Shares,16625000.0,16568000.0,16396000.0,16338000.0,16238000.0
Diluted EPS,0.02,0.18,0.18,0.17,0.08
Basic EPS,0.02,0.18,0.18,0.18,0.08
Diluted NI Availto Com Stockholders,258000.0,2969000.0,2891000.0,2873000.0,1330000.0
Net Income Common Stockholders,258000.0,2969000.0,2891000.0,2873000.0,1330000.0
Net Income,258000.0,2969000.0,2891000.0,2873000.0,1330000.0
Minority Interests,-21000.0,-24000.0,-13000.0,23000.0,27000.0
Net Income Including Noncontrolling Interests,279000.0,2993000.0,2904000.0,2850000.0,1303000.0
Net Income Continuous Operations,279000.0,2993000.0,2904000.0,2850000.0,1303000.0
Tax Provision,74000.0,853000.0,703000.0,263000.0,446000.0
Pretax Income,353000.0,3846000.0,3607000.0,3113000.0,1749000.0
Other Income Expense,15000.0,347000.0,64000.0,30000.0,200000.0
Other Non Operating Income Expenses,15000.0,347000.0,64000.0,30000.0,200000.0
Net Non Operating Interest Income Expense,-173000.0,-418000.0,-520000.0,-566000.0,-586000.0
Interest Expense Non Operating,173000.0,418000.0,520000.0,566000.0,586000.0
Operating Income,511000.0,3917000.0,4063000.0,3649000.0,2135000.0
Operating Expense,8171000.0,7646000.0,7407000.0,7753000.0,7639000.0
Research And Development,2101000.0,1997000.0,1756000.0,1852000.0,1869000.0
Selling General And Administration,6070000.0,5649000.0,5651000.0,5901000.0,5770000.0
Gross Profit,8682000.0,11563000.0,11470000.0,11402000.0,9774000.0
Cost Of Revenue,27012000.0,31420000.0,30457000.0,33146000.0,29714000.0
Total Revenue,35694000.0,42983000.0,41927000.0,44548000.0,39488000.0
Operating Revenue,35694000.0,42983000.0,41927000.0,44548000.0,39488000.0
