GradeDate,Firm,ToGrade,FromGrade,Action
2024-08-02 20:44:15,RBC Capital,Sector Perform,Sector Perform,main
2024-08-02 16:00:38,Keybanc,Overweight,Overweight,main
2024-08-02 09:46:56,Needham,Buy,Buy,reit
2024-07-23 11:30:56,RBC Capital,Sector Perform,Sector Perform,main
2024-06-25 12:29:15,Oppenheimer,Perform,Outperform,down
2024-06-24 14:28:42,Citigroup,Neutral,Buy,down
2024-06-24 11:23:09,Needham,Buy,Buy,reit
2024-04-26 17:54:23,Oppenheimer,Outperform,Outperform,main
2024-04-26 15:52:30,RBC Capital,Sector Perform,Sector Perform,main
2024-04-26 12:38:22,Keybanc,Overweight,Overweight,main
2024-04-26 10:21:22,Needham,Buy,Buy,main
2024-04-01 09:19:35,Needham,Buy,Buy,main
2024-03-27 17:14:41,Mizuho,Buy,Buy,main
2024-02-06 12:08:32,Keybanc,Overweight,,init
2024-01-30 18:15:18,Oppenheimer,Outperform,Outperform,main
2024-01-30 14:39:50,Mizuho,Buy,Buy,main
2024-01-26 19:41:00,Mizuho,Buy,Buy,main
2024-01-25 19:59:24,UBS,Neutral,Neutral,main
2024-01-25 16:48:16,RBC Capital,Sector Perform,Sector Perform,main
2024-01-25 11:10:37,Needham,Buy,Buy,main
2024-01-09 14:32:08,JP Morgan,Overweight,Overweight,main
2023-10-31 19:05:16,Mizuho,Buy,Buy,main
2023-10-27 12:40:38,Morgan Stanley,Overweight,Equal-Weight,up
2023-10-16 13:42:32,Oppenheimer,Outperform,Outperform,main
2023-10-12 11:53:22,RBC Capital,Sector Perform,Outperform,down
2023-09-29 10:22:54,Wolfe Research,Peer Perform,Outperform,down
2023-09-18 17:32:42,B of A Securities,Buy,Buy,main
2023-09-13 14:13:04,Mizuho,Buy,Buy,main
2023-09-06 10:51:54,Needham,Buy,Hold,up
2023-09-05 10:58:12,UBS,Neutral,Buy,down
2023-08-14 11:55:17,RBC Capital,Outperform,Outperform,main
2023-08-04 15:53:13,RBC Capital,Outperform,Outperform,reit
2023-08-04 15:26:36,B of A Securities,Buy,Buy,main
2023-08-04 10:09:36,Keybanc,Overweight,Overweight,main
2023-08-01 09:26:26,RBC Capital,Outperform,Sector Perform,up
2023-05-22 14:13:21,UBS,Buy,,init
2023-04-14 09:59:56,Mizuho,Buy,,init
2023-04-13 21:12:56,Mizuho,Buy,,init
2023-01-27 13:31:00,JP Morgan,Overweight,,main
2023-01-17 10:30:29,JP Morgan,Overweight,Neutral,up
2022-10-28 14:46:36,RBC Capital,Sector Perform,,main
2022-10-28 08:42:32,Keybanc,Overweight,,main
2022-10-20 12:45:15,B of A Securities,Buy,Neutral,up
2022-10-12 08:56:25,Jefferies,Hold,,init
2022-09-08 19:14:04,Citigroup,Buy,Neutral,up
2022-08-12 18:34:25,JP Morgan,Neutral,Overweight,down
2022-08-12 13:29:21,RBC Capital,Sector Perform,Outperform,down
2022-06-15 11:10:36,RBC Capital,Outperform,,main
2022-06-06 08:55:05,RBC Capital,Outperform,Sector Perform,up
2022-04-29 12:26:06,RBC Capital,Sector Perform,,main
2022-04-29 08:36:37,Keybanc,Overweight,,main
2022-04-06 09:23:35,Wolfe Research,Outperform,,init
2022-01-31 17:59:46,Citigroup,Buy,Neutral,up
2022-01-28 10:07:39,RBC Capital,Sector Perform,Underperform,up
2022-01-24 20:25:56,JP Morgan,Overweight,Neutral,up
2022-01-24 12:01:50,B of A Securities,Neutral,Underperform,up
2022-01-13 13:29:47,Baird,Outperform,Neutral,up
2022-01-13 12:03:31,RBC Capital,Underperform,,main
2022-01-13 11:34:30,CLSA,Buy,Outperform,up
2021-12-21 09:31:48,Keybanc,Overweight,Sector Weight,up
2021-12-06 11:42:51,Macquarie,Outperform,Neutral,up
2021-10-29 13:46:26,RBC Capital,Underperform,,main
2021-08-02 15:44:05,CLSA,Sell,Outperform,down
2021-08-02 10:14:09,Needham,Hold,Buy,down
