,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.04186,0.17,0.138613,0.07,0.134496
Net Income From Continuing Operation Net Minority Interest,88296000.0,30929000.0,-12968000.0,135643000.0,53746000.0
Net Interest Income,-33979000.0,-33880000.0,-33033000.0,-33259000.0,-34466000.0
Interest Expense,33979000.0,33880000.0,33033000.0,33259000.0,34466000.0
Interest Income,0.0,0.0,0.0,0.0,0.0
Normalized Income,88296000.0,30929000.0,-12968000.0,135643000.0,53746000.0
Net Income From Continuing And Discontinued Operation,88296000.0,30929000.0,-12968000.0,135643000.0,53746000.0
Diluted Average Shares,223983079.0,223102344.0,219421904.0,223563853.0,223343801.0
Basic Average Shares,218669697.0,219299857.0,219421904.0,219412841.0,219163767.0
Diluted EPS,0.39,0.14,0.063553,0.61,0.24
Basic EPS,0.4,0.14,0.063553,0.62,0.25
Diluted NI Availto Com Stockholders,88296000.0,30929000.0,-12968000.0,135643000.0,53746000.0
Net Income Common Stockholders,88296000.0,30929000.0,-12968000.0,135643000.0,53746000.0
Net Income,88296000.0,30929000.0,-12968000.0,135643000.0,53746000.0
Minority Interests,-16857000.0,-5981000.0,-26913000.0,-22221000.0,-21526000.0
Net Income Including Noncontrolling Interests,105153000.0,36910000.0,13945000.0,157864000.0,75272000.0
Net Income Continuous Operations,105153000.0,36910000.0,13945000.0,157864000.0,75272000.0
Tax Provision,4594000.0,7568000.0,2244000.0,11468000.0,11697000.0
Pretax Income,109747000.0,44478000.0,16189000.0,169332000.0,86969000.0
Gain On Sale Of Security,,,307956000.0,84357000.0,6278000.0
Operating Expense,31126000.0,29981000.0,16728000.0,24682000.0,20260000.0
Other Operating Expenses,,,1128000.0,1140000.0,1176000.0
Selling General And Administration,12112000.0,14787000.0,4270000.0,10265000.0,9154000.0
General And Administrative Expense,12112000.0,14787000.0,4270000.0,10265000.0,9154000.0
Total Revenue,140873000.0,74459000.0,32917000.0,194014000.0,107229000.0
Operating Revenue,140873000.0,74459000.0,32917000.0,194014000.0,107229000.0
