GradeDate,Firm,ToGrade,FromGrade,Action
2024-08-07 17:16:36,RBC Capital,Outperform,Outperform,reit
2024-08-07 16:26:53,Morgan Stanley,Overweight,Overweight,main
2024-08-07 16:25:22,UBS,Neutral,Neutral,main
2024-08-07 14:15:16,Wells Fargo,Equal-Weight,Equal-Weight,main
2024-08-07 12:16:27,Susquehanna,Neutral,Neutral,main
2024-07-17 14:07:51,Truist Securities,Buy,Buy,main
2024-07-01 13:04:36,UBS,Neutral,Neutral,main
2024-06-27 14:08:10,RBC Capital,Outperform,Outperform,reit
2024-06-20 12:53:20,Deutsche Bank,Buy,Buy,main
2024-06-07 17:05:29,Stifel,Hold,Hold,main
2024-05-29 11:42:45,B of A Securities,Buy,Buy,main
2024-05-28 09:39:51,Keybanc,Overweight,Overweight,main
2024-05-13 18:14:10,Barclays,Overweight,Overweight,main
2024-05-09 16:42:34,Morgan Stanley,Overweight,Overweight,main
2024-05-08 18:27:58,RBC Capital,Outperform,Outperform,main
2024-05-08 17:12:34,TD Cowen,Buy,Buy,main
2024-05-08 14:44:46,Wells Fargo,Equal-Weight,Equal-Weight,main
2024-05-08 13:09:53,UBS,Neutral,Neutral,main
2024-05-08 13:05:55,Truist Securities,Buy,Buy,main
2024-05-08 12:44:37,Susquehanna,Neutral,Neutral,main
2024-05-08 11:31:59,Baird,Outperform,Outperform,main
2024-04-22 14:13:21,Keybanc,Overweight,Overweight,main
2024-04-17 14:50:50,Stifel,Hold,Hold,main
2024-04-16 13:51:46,Goldman Sachs,Buy,Buy,main
2024-04-04 15:55:01,Citigroup,Buy,Buy,main
2024-03-27 14:37:12,JP Morgan,Neutral,Neutral,main
2024-02-15 19:14:25,Keybanc,Overweight,Overweight,main
2024-02-12 17:26:00,Barclays,Overweight,Overweight,main
2024-02-09 22:04:04,Truist Securities,Buy,Buy,main
2024-02-09 16:45:11,RBC Capital,Outperform,Outperform,main
2024-02-09 15:43:39,Goldman Sachs,Buy,Buy,main
2024-02-09 15:14:17,Susquehanna,Neutral,Neutral,main
2024-01-23 19:46:37,Stifel,Hold,Hold,main
2024-01-10 14:22:28,Truist Securities,Buy,Buy,main
2023-12-12 09:07:16,William Blair,Outperform,,init
2023-12-01 11:04:19,Stifel,Hold,,init
2023-11-16 19:13:06,Alembic Global,Neutral,Overweight,down
2023-11-15 16:24:43,Alembic Global,Neutral,Overweight,down
2023-11-10 19:28:18,RBC Capital,Outperform,Outperform,main
2023-11-10 14:21:24,Morgan Stanley,Overweight,Overweight,main
2023-11-10 13:32:45,Susquehanna,Neutral,Neutral,main
2023-10-20 18:27:06,Truist Securities,Buy,Buy,reit
2023-10-11 09:10:37,UBS,Neutral,,init
2023-09-28 09:07:01,Deutsche Bank,Buy,,init
2023-09-22 21:23:13,B of A Securities,Buy,Buy,main
2023-08-15 12:46:08,B of A Securities,Buy,Buy,main
2023-08-15 12:27:23,Wells Fargo,Equal-Weight,Equal-Weight,main
2023-08-14 11:26:40,Barclays,Overweight,Overweight,main
2023-08-10 15:16:54,Citigroup,Buy,Buy,main
2023-08-09 20:56:58,Baird,Outperform,Outperform,main
2023-08-09 17:13:58,Wolfe Research,Outperform,Outperform,main
2023-08-09 17:11:37,Susquehanna,Neutral,Neutral,main
2023-08-09 15:06:53,RBC Capital,Outperform,Outperform,main
2023-07-21 14:23:58,Truist Securities,Buy,Buy,main
