quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,0.01,0.03,-0.02,-0.6667
2025-03-31,0.02,0.04,-0.02,-0.5
2024-12-31,0.01,0.04667,-0.04,-0.7857
2024-09-30,0.02,0.01,0.01,1.0
