GradeDate,Firm,ToGrade,FromGrade,Action
2024-07-10 17:48:42,Oppenheimer,Outperform,Outperform,main
2024-07-09 17:59:00,B. Riley Securities,Neutral,Neutral,main
2024-06-17 10:51:27,HC Wainwright & Co.,Buy,Buy,reit
2024-06-03 10:52:51,HC Wainwright & Co.,Buy,Buy,reit
2024-05-24 11:02:04,HC Wainwright & Co.,Buy,Buy,reit
2024-05-03 13:08:51,Oppenheimer,Outperform,Outperform,main
2024-04-22 11:27:11,Oppenheimer,Outperform,,init
2024-03-01 13:33:00,Truist Securities,Buy,Buy,main
2024-02-27 15:26:47,Piper Sandler,Overweight,Overweight,main
2024-02-23 17:26:18,JP Morgan,Overweight,Overweight,main
2024-02-23 13:56:20,Stifel,Buy,Buy,main
2024-02-15 11:43:14,Wolfe Research,Peer Perform,,init
2024-01-03 14:22:26,B of A Securities,Neutral,Buy,down
2023-12-19 14:21:29,Wells Fargo,Equal-Weight,Overweight,down
2023-11-13 13:53:08,Morgan Stanley,Equal-Weight,Equal-Weight,main
2023-11-03 21:06:11,Piper Sandler,Overweight,Overweight,main
2023-11-03 12:03:57,HC Wainwright & Co.,Buy,Buy,main
2023-08-29 13:06:02,Morgan Stanley,Equal-Weight,Equal-Weight,main
2023-08-07 16:54:48,Stifel,Buy,Buy,main
2023-08-04 13:34:17,Credit Suisse,Neutral,Neutral,main
2023-08-04 10:15:27,HC Wainwright & Co.,Buy,Buy,reit
2023-06-30 10:41:14,Truist Securities,Buy,,init
2023-06-15 12:42:13,Stifel,Buy,Buy,reit
2023-06-05 11:51:29,Credit Suisse,Neutral,Neutral,reit
2023-05-09 11:42:57,Morgan Stanley,Equal-Weight,,main
2023-05-05 13:48:32,Credit Suisse,Neutral,,main
2023-05-05 12:53:07,Raymond James,Outperform,Market Perform,up
2023-02-24 12:43:48,Credit Suisse,Neutral,,main
2023-02-24 11:17:00,HC Wainwright & Co.,Buy,,reit
2023-01-03 14:08:02,Wells Fargo,Overweight,,main
2022-12-19 13:33:41,Morgan Stanley,Equal-Weight,,main
2022-12-16 15:51:40,Goldman Sachs,Buy,,main
2022-12-15 09:36:15,SVB Leerink,Market Perform,,main
2022-12-06 09:46:47,Credit Suisse,Neutral,Outperform,down
2022-11-08 12:19:00,Wells Fargo,Overweight,,main
2022-11-08 12:17:18,Raymond James,Market Perform,,init
2022-11-04 13:03:34,Morgan Stanley,Equal-Weight,,main
2022-11-04 12:05:18,Credit Suisse,Outperform,,main
2022-08-29 13:23:40,Morgan Stanley,Equal-Weight,,main
2022-08-15 12:29:31,Jefferies,Buy,,init
2022-08-10 13:58:15,Credit Suisse,Outperform,,main
2022-08-03 09:52:06,Goldman Sachs,Buy,,init
2022-07-20 11:14:22,SVB Leerink,Market Perform,,init
2022-06-01 11:00:05,Wells Fargo,Overweight,,main
2022-05-23 12:03:58,Piper Sandler,Overweight,,main
2022-05-04 14:52:35,Morgan Stanley,Equal-Weight,,main
2022-05-04 14:06:27,Credit Suisse,Outperform,,main
2022-04-28 10:11:58,Credit Suisse,Outperform,,init
2022-03-10 09:44:48,JP Morgan,Neutral,,init
2022-03-02 14:48:38,Morgan Stanley,Equal-Weight,,main
2022-02-10 09:53:29,Wells Fargo,Overweight,,init
2021-09-30 10:13:54,B. Riley Securities,Neutral,,init
2021-09-30 08:57:17,Stifel,Buy,,init
2021-09-10 15:50:55,B of A Securities,Buy,Neutral,up
2021-08-18 11:44:14,Morgan Stanley,Equal-Weight,,main
2021-07-16 12:55:17,Morgan Stanley,Equal-Weight,,main
2021-05-21 10:37:50,UBS,Buy,,init
2021-05-18 14:05:32,Morgan Stanley,Equal-Weight,,main
2021-04-14 11:46:34,Berenberg,Buy,,init
2021-03-23 11:52:59,Morgan Stanley,Equal-Weight,,main
2021-01-19 14:26:32,Morgan Stanley,Equal-Weight,,main
2020-12-04 11:10:28,HC Wainwright & Co.,Buy,,init
2020-11-24 13:46:48,Morgan Stanley,Equal-Weight,,main
2020-11-13 11:21:14,Piper Sandler,Overweight,,init
2020-09-15 11:15:46,B of A Securities,Neutral,,init
2020-09-15 11:13:57,Cowen & Co.,Outperform,,init
2020-09-15 10:06:18,Morgan Stanley,Equal-Weight,,init
