,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.14201,0.16,0.24544,0.21,0.172891
Normalized EBITDA,6400000.0,-227000.0,26223000.0,10018000.0,7351000.0
Net Income From Continuing Operation Net Minority Interest,-5208000.0,-9486000.0,13899000.0,-912000.0,1971000.0
Reconciled Depreciation,11861000.0,11676000.0,11421000.0,11383000.0,11336000.0
Reconciled Cost Of Revenue,26612000.0,25588000.0,24935000.0,25508000.0,25160000.0
EBITDA,6400000.0,-227000.0,26223000.0,10018000.0,7351000.0
EBIT,-5461000.0,-11903000.0,14802000.0,-1365000.0,-3985000.0
Net Interest Income,1379000.0,1593000.0,1604000.0,1969000.0,2340000.0
Interest Income,1379000.0,1593000.0,1604000.0,1969000.0,2340000.0
Normalized Income,-5208000.0,-9486000.0,13899000.0,-912000.0,1971000.0
Net Income From Continuing And Discontinued Operation,-5208000.0,-9486000.0,13899000.0,-912000.0,1971000.0
Total Expenses,76556000.0,75728000.0,70700000.0,73151000.0,71252000.0
Total Operating Income As Reported,-5461000.0,-11903000.0,14802000.0,-1365000.0,-3985000.0
Diluted Average Shares,47185000.0,48346000.0,52623000.0,49056000.0,55577000.0
Basic Average Shares,47185000.0,48346000.0,47993000.0,49056000.0,49780000.0
Diluted EPS,-0.11,-0.2,0.26,-0.02,0.04
Basic EPS,-0.11,-0.2,0.29,-0.02,0.04
Diluted NI Availto Com Stockholders,-5208000.0,-9486000.0,13899000.0,-912000.0,1971000.0
Net Income Common Stockholders,-5208000.0,-9486000.0,13899000.0,-912000.0,1971000.0
Net Income,-5208000.0,-9486000.0,13899000.0,-912000.0,1971000.0
Net Income Including Noncontrolling Interests,-5208000.0,-9486000.0,13899000.0,-912000.0,1971000.0
Net Income Continuous Operations,-5208000.0,-9486000.0,13899000.0,-912000.0,1971000.0
Tax Provision,-862000.0,-1838000.0,4521000.0,586000.0,412000.0
Pretax Income,-6070000.0,-11324000.0,18420000.0,-326000.0,2383000.0
Other Income Expense,-1988000.0,-1014000.0,2014000.0,-930000.0,4028000.0
Other Non Operating Income Expenses,-1988000.0,-1014000.0,2014000.0,-930000.0,4028000.0
Net Non Operating Interest Income Expense,1379000.0,1593000.0,1604000.0,1969000.0,2340000.0
Interest Income Non Operating,1379000.0,1593000.0,1604000.0,1969000.0,2340000.0
Operating Income,-5461000.0,-11903000.0,14802000.0,-1365000.0,-3985000.0
Operating Expense,49944000.0,50140000.0,45765000.0,47643000.0,46092000.0
Research And Development,9116000.0,8772000.0,7831000.0,8813000.0,8659000.0
Selling General And Administration,40828000.0,41368000.0,37934000.0,38830000.0,37433000.0
Selling And Marketing Expense,25200000.0,26799000.0,23763000.0,23696000.0,23095000.0
General And Administrative Expense,15628000.0,14569000.0,14171000.0,15134000.0,14338000.0
Other Gand A,15628000.0,14569000.0,14171000.0,15134000.0,14338000.0
Gross Profit,44483000.0,38237000.0,60567000.0,46278000.0,42107000.0
Cost Of Revenue,26612000.0,25588000.0,24935000.0,25508000.0,25160000.0
Total Revenue,71095000.0,63825000.0,85502000.0,71786000.0,67267000.0
Operating Revenue,71095000.0,63825000.0,85502000.0,71786000.0,67267000.0
