,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.239305,0.232,0.232,0.23975,0.240245
Normalized EBITDA,1290100000.0,1026100000.0,1056200000.0,1617600000.0,1740800000.0
Net Income From Continuing Operation Net Minority Interest,1024600000.0,810400000.0,844900000.0,1283400000.0,1353600000.0
Reconciled Depreciation,25200000.0,24600000.0,24100000.0,23600000.0,22400000.0
Reconciled Cost Of Revenue,7016500000.0,5833800000.0,5702800000.0,7448300000.0,7323700000.0
EBITDA,1290100000.0,1026100000.0,1056200000.0,1617600000.0,1740800000.0
EBIT,1264900000.0,1001500000.0,1032100000.0,1594000000.0,1718400000.0
Normalized Income,1024600000.0,810400000.0,844900000.0,1283400000.0,1353600000.0
Net Income From Continuing And Discontinued Operation,1024600000.0,810400000.0,844900000.0,1283400000.0,1353600000.0
Total Expenses,7960800000.0,6732500000.0,6580900000.0,8408600000.0,8247300000.0
Diluted Average Shares,304900000.0,314000000.0,323300000.0,327300000.0,330100000.0
Basic Average Shares,304100000.0,312500000.0,321500000.0,325200000.0,328400000.0
Diluted EPS,3.36,2.58,2.61,3.92,4.1
Basic EPS,3.37,2.59,2.63,3.95,4.12
Diluted NI Availto Com Stockholders,1024600000.0,810400000.0,844900000.0,1283400000.0,1353600000.0
Net Income Common Stockholders,1024600000.0,810400000.0,844900000.0,1283400000.0,1353600000.0
Net Income,1024600000.0,810400000.0,844900000.0,1283400000.0,1353600000.0
Minority Interests,-8500000.0,-8700000.0,-7000000.0,-16400000.0,-13200000.0
Net Income Including Noncontrolling Interests,1033100000.0,819100000.0,851900000.0,1299800000.0,1366800000.0
Net Income Continuous Operations,1033100000.0,819100000.0,851900000.0,1299800000.0,1366800000.0
Tax Provision,325000000.0,248000000.0,258000000.0,409900000.0,432200000.0
Pretax Income,1358100000.0,1067100000.0,1109900000.0,1709700000.0,1799000000.0
Other Income Expense,93200000.0,65600000.0,77800000.0,115700000.0,80600000.0
Other Non Operating Income Expenses,93200000.0,65600000.0,77800000.0,115700000.0,80600000.0
Operating Income,1264900000.0,1001500000.0,1032100000.0,1594000000.0,1718400000.0
Operating Expense,944300000.0,898700000.0,878100000.0,960300000.0,923600000.0
Selling General And Administration,944300000.0,898700000.0,878100000.0,960300000.0,923600000.0
Gross Profit,2209200000.0,1900200000.0,1910200000.0,2554300000.0,2642000000.0
Cost Of Revenue,7016500000.0,5833800000.0,5702800000.0,7448300000.0,7323700000.0
Total Revenue,9225700000.0,7734000000.0,7613000000.0,10002600000.0,9965700000.0
Operating Revenue,9225700000.0,7734000000.0,7613000000.0,10002600000.0,9965700000.0
