,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.026992,0.0,0.0
Normalized EBITDA,-22661000.0,-29996000.0,-23028000.0,-21855000.0,-28046000.0
Net Income From Continuing Operation Net Minority Interest,-23087000.0,-30202000.0,-22242000.0,-21384000.0,-28335000.0
Reconciled Depreciation,1271000.0,1325000.0,1317000.0,1316000.0,2379000.0
EBITDA,-22661000.0,-29996000.0,-23028000.0,-21855000.0,-28046000.0
EBIT,-23932000.0,-31321000.0,-24345000.0,-23171000.0,-30425000.0
Net Interest Income,842000.0,1122000.0,1460000.0,1826000.0,2121000.0
Interest Income,842000.0,1122000.0,1460000.0,1826000.0,2121000.0
Normalized Income,-23087000.0,-30202000.0,-22242000.0,-21384000.0,-28335000.0
Net Income From Continuing And Discontinued Operation,-23087000.0,-30202000.0,-22242000.0,-21384000.0,-28335000.0
Total Expenses,23932000.0,31321000.0,24345000.0,23171000.0,30425000.0
Total Operating Income As Reported,-23932000.0,-31321000.0,-24345000.0,-23171000.0,-30425000.0
Diluted Average Shares,32748646.0,32674720.0,32602981.0,32581542.0,32469187.0
Basic Average Shares,32748646.0,32674720.0,32602981.0,32581542.0,32469187.0
Diluted EPS,-0.7,-0.92,-0.68,-0.66,-0.87
Basic EPS,-0.7,-0.92,-0.68,-0.66,-0.87
Diluted NI Availto Com Stockholders,-23087000.0,-30202000.0,-22242000.0,-21384000.0,-28335000.0
Net Income Common Stockholders,-23087000.0,-30202000.0,-22242000.0,-21384000.0,-28335000.0
Net Income,-23087000.0,-30202000.0,-22242000.0,-21384000.0,-28335000.0
Net Income Including Noncontrolling Interests,-23087000.0,-30202000.0,-22242000.0,-21384000.0,-28335000.0
Net Income Continuous Operations,-23087000.0,-30202000.0,-22242000.0,-21384000.0,-28335000.0
Tax Provision,0.0,0.0,-617000.0,0.0,0.0
Pretax Income,-23087000.0,-30202000.0,-22859000.0,-21384000.0,-28335000.0
Other Income Expense,3000.0,-3000.0,26000.0,-39000.0,-31000.0
Other Non Operating Income Expenses,3000.0,-3000.0,26000.0,-39000.0,-31000.0
Net Non Operating Interest Income Expense,842000.0,1122000.0,1460000.0,1826000.0,2121000.0
Interest Income Non Operating,842000.0,1122000.0,1460000.0,1826000.0,2121000.0
Operating Income,-23932000.0,-31321000.0,-24345000.0,-23171000.0,-30425000.0
Operating Expense,23932000.0,31321000.0,24345000.0,23171000.0,30425000.0
Research And Development,18391000.0,25378000.0,18961000.0,17722000.0,25063000.0
Selling General And Administration,5541000.0,5943000.0,5384000.0,5449000.0,5362000.0
General And Administrative Expense,5541000.0,5943000.0,5384000.0,5449000.0,5362000.0
Other Gand A,5541000.0,5943000.0,5384000.0,5449000.0,5362000.0
Total Revenue,0.0,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0,0.0
