GradeDate,Firm,ToGrade,FromGrade,Action
2024-08-08 20:28:03,RBC Capital,Outperform,Outperform,main
2024-08-08 12:46:56,Wells Fargo,Overweight,Overweight,main
2024-07-19 20:06:55,Citigroup,Neutral,Neutral,main
2024-06-12 09:40:41,Piper Sandler,Overweight,,init
2024-06-07 14:50:07,RBC Capital,Outperform,Outperform,reit
2024-03-19 12:10:21,Mizuho,Buy,,init
2024-03-13 21:08:43,Citigroup,Neutral,Neutral,main
2024-02-07 17:46:19,RBC Capital,Outperform,Outperform,main
2024-01-16 10:58:37,Morgan Stanley,Overweight,Equal-Weight,up
2023-11-10 14:24:49,Morgan Stanley,Equal-Weight,Equal-Weight,main
2023-09-07 15:41:05,Wells Fargo,Overweight,,init
2023-08-22 12:04:13,Morgan Stanley,Equal-Weight,Equal-Weight,main
2023-08-21 12:53:34,Morgan Stanley,Equal-Weight,Equal-Weight,main
2023-08-10 16:54:22,JP Morgan,Neutral,Neutral,main
2023-08-10 15:14:07,Citigroup,Neutral,Neutral,main
2023-06-23 12:33:56,Stephens & Co.,Overweight,,init
2023-06-12 11:05:54,Seaport Global,Neutral,Buy,down
2023-06-02 09:31:45,JP Morgan,Neutral,Overweight,down
2023-05-11 11:18:21,RBC Capital,Outperform,Outperform,main
2023-05-11 09:22:47,Citigroup,Buy,Buy,main
2023-03-08 12:52:11,RBC Capital,Outperform,,main
2023-02-08 13:48:22,RBC Capital,Outperform,,reit
2023-02-08 13:18:05,JP Morgan,Overweight,,main
2022-12-06 11:05:08,RBC Capital,Outperform,,init
2022-08-09 11:36:56,Citigroup,Buy,,main
2022-06-16 13:35:04,Jefferies,Buy,,main
2022-05-12 09:15:43,JP Morgan,Overweight,Neutral,up
2022-05-11 10:39:56,Citigroup,Buy,,main
2022-03-09 09:56:39,JP Morgan,Neutral,Overweight,down
2021-10-13 11:18:56,Seaport Global,Buy,Neutral,up
2021-08-09 15:01:16,Morgan Stanley,Equal-Weight,,main
2021-04-30 13:11:05,Morgan Stanley,Equal-Weight,,main
2021-04-19 10:28:10,Jefferies,Buy,Hold,up
2021-02-04 14:10:58,Morgan Stanley,Equal-Weight,,main
2021-01-11 13:55:43,Seaport Global,Neutral,Buy,down
2020-10-29 12:28:31,Morgan Stanley,Equal-Weight,,main
2020-08-05 14:51:02,Morgan Stanley,Equal-Weight,,main
2020-08-05 10:34:45,JP Morgan,Overweight,Neutral,up
2020-06-04 11:20:59,SunTrust Robinson Humphrey,Buy,Hold,up
2020-05-08 13:04:11,Morgan Stanley,Equal-Weight,,main
2020-04-20 17:45:48,SunTrust Robinson Humphrey,Hold,,main
2020-04-02 13:26:47,Morgan Stanley,Equal-Weight,,main
2020-03-17 14:56:25,Morgan Stanley,Equal-Weight,,main
2020-03-13 09:21:59,Goldman Sachs,Buy,Neutral,up
2020-02-05 10:02:49,JP Morgan,Neutral,Underweight,up
2019-08-02 14:53:10,Citigroup,Buy,,main
2019-07-01 12:07:36,Buckingham Research,Buy,Neutral,up
2019-03-15 12:10:56,Buckingham Research,Neutral,,init
2018-11-06 15:16:31,B of A Securities,Underperform,Buy,down
2018-10-03 12:35:16,Jefferies,Buy,,init
2018-09-14 11:35:04,JP Morgan,Underweight,Neutral,down
2018-08-02 11:19:02,Morgan Stanley,Equal-Weight,Equal-Weight,main
2018-05-04 12:28:37,JP Morgan,Neutral,Underweight,up
2018-05-03 13:38:50,Morgan Stanley,Equal-Weight,Equal-Weight,main
2018-04-19 12:29:11,Longbow Research,Neutral,Buy,down
2018-03-16 13:35:14,JP Morgan,Underweight,Underweight,main
2018-03-16 12:15:10,JP Morgan,Underweight,Neutral,down
2018-02-12 12:40:50,JP Morgan,Neutral,Neutral,main
2018-02-09 16:11:38,Morgan Stanley,Equal-Weight,Equal-Weight,main
2017-11-22 13:26:50,Seaport Global,Neutral,Buy,down
2017-11-10 13:20:18,Morgan Stanley,Equal-Weight,,main
2017-06-07 11:37:53,Seaport Global,Buy,Neutral,up
2017-01-31 13:41:09,Seaport Global,Neutral,Buy,down
2016-12-02 13:47:35,Longbow Research,Buy,Neutral,up
2016-11-10 13:55:42,Gabelli & Co.,Hold,Buy,down
2016-10-21 04:00:00,Longbow Research,Neutral,,init
2016-10-18 04:00:00,Goldman Sachs,Neutral,,init
