,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,932257.441937,-7139273.633282,8876516.584767,-140723.358191,114091.469325,
Tax Rate For Calcs,0.11351,0.196193,0.183661,0.127351,0.14442,
Normalized EBITDA,51840000.0,70651000.0,24464000.0,21803000.0,-15576000.0,
Total Unusual Items,8213000.0,-36389000.0,48331000.0,-1105000.0,790000.0,
Total Unusual Items Excluding Goodwill,8213000.0,-36389000.0,48331000.0,-1105000.0,790000.0,
Net Income From Continuing Operation Net Minority Interest,-2710000.0,-27745000.0,1329000.0,-36276000.0,-71500000.0,
Reconciled Depreciation,50121000.0,53716000.0,57526000.0,50648000.0,50406000.0,
EBITDA,60053000.0,34262000.0,72795000.0,20698000.0,-14786000.0,
EBIT,9932000.0,-19454000.0,15269000.0,-29950000.0,-65192000.0,
Net Interest Income,-12364000.0,-14872000.0,-12821000.0,-11184000.0,-17320000.0,
Interest Expense,12989000.0,15063000.0,13641000.0,11620000.0,18377000.0,
Interest Income,1071000.0,696000.0,1003000.0,860000.0,1057000.0,
Normalized Income,-9990742.558063,1504726.366718,-38125483.415233,-35311723.358191,-72175908.530675,
Net Income From Continuing And Discontinued Operation,-2710000.0,-27745000.0,1329000.0,-36276000.0,-71500000.0,
Total Expenses,159470000.0,181956000.0,176947000.0,171491000.0,203732000.0,
Total Operating Income As Reported,707000.0,3046000.0,-6968000.0,-32413000.0,-66249000.0,
Diluted Average Shares,172353000.0,169746000.0,169317000.0,169220000.0,165823000.0,
Basic Average Shares,172353000.0,169746000.0,169317000.0,169220000.0,165823000.0,
Diluted EPS,-0.0157,-0.1635,0.0078,-0.2144,-0.4312,
Basic EPS,-0.0157,-0.1635,0.0078,-0.2144,-0.4312,
Diluted NI Availto Com Stockholders,-2710000.0,-27745000.0,1329000.0,-36276000.0,-71500000.0,
Net Income Common Stockholders,-2710000.0,-27745000.0,1329000.0,-36276000.0,-71500000.0,
Net Income,-2710000.0,-27745000.0,1329000.0,-36276000.0,-71500000.0,
Net Income Including Noncontrolling Interests,-2710000.0,-27745000.0,1329000.0,-36276000.0,-71500000.0,
Net Income Continuous Operations,-2710000.0,-27745000.0,1329000.0,-36276000.0,-71500000.0,
Tax Provision,-347000.0,-6772000.0,299000.0,-5294000.0,-12069000.0,
Pretax Income,-3057000.0,-34517000.0,1628000.0,-41570000.0,-83569000.0,
Other Income Expense,8213000.0,-36389000.0,48331000.0,-1105000.0,790000.0,
Special Income Charges,-387000.0,-13698000.0,26914000.0,-1091000.0,790000.0,
Gain On Sale Of Ppe,2271000.0,839000.0,35552000.0,6752000.0,790000.0,
Other Special Charges,2644000.0,14537000.0,,7843000.0,30340000.0,9595000.0
Restructuring And Mergern Acquisition,14000.0,,8638000.0,,,
Gain On Sale Of Security,8600000.0,-22691000.0,21417000.0,-14000.0,-3586000.0,
Net Non Operating Interest Income Expense,-12364000.0,-14872000.0,-12821000.0,-11184000.0,-17320000.0,
Total Other Finance Cost,446000.0,505000.0,183000.0,424000.0,374000.0,
Interest Expense Non Operating,12989000.0,15063000.0,13641000.0,11620000.0,18377000.0,
Interest Income Non Operating,1071000.0,696000.0,1003000.0,860000.0,1057000.0,
Operating Income,1094000.0,16744000.0,-33882000.0,-29281000.0,-67039000.0,
Operating Expense,159470000.0,181956000.0,176947000.0,171491000.0,203732000.0,
Other Operating Expenses,28260000.0,29812000.0,39180000.0,12046000.0,26574000.0,
Depreciation Amortization Depletion Income Statement,50121000.0,53716000.0,57526000.0,50648000.0,50406000.0,
Depreciation And Amortization In Income Statement,50121000.0,53716000.0,57526000.0,50648000.0,50406000.0,
Amortization,45867000.0,49423000.0,53270000.0,46521000.0,46262000.0,
Amortization Of Intangibles Income Statement,45867000.0,49423000.0,53270000.0,46521000.0,46262000.0,
Depreciation Income Statement,4254000.0,4293000.0,4256000.0,4127000.0,4144000.0,
Selling General And Administration,81089000.0,98428000.0,80241000.0,108797000.0,96412000.0,
Selling And Marketing Expense,9836000.0,15937000.0,,3781000.0,5244000.0,6186000.0
General And Administrative Expense,71253000.0,82491000.0,80241000.0,105016000.0,91168000.0,
Salaries And Wages,71253000.0,82491000.0,80241000.0,88169000.0,91168000.0,
Total Revenue,160564000.0,198700000.0,143065000.0,142210000.0,136693000.0,
Operating Revenue,160564000.0,198700000.0,143065000.0,142210000.0,136693000.0,
