quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,-0.8,-0.71829,-0.08,-0.113800004
2025-03-31,-0.88,-0.84333,-0.04,-0.0435
2024-12-31,-0.76,-0.87073,0.11,0.1272
2024-09-30,-1.56,-1.08353,-0.48,-0.4397
