quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,2.45,2.52098,-0.07,-0.028199999
2025-03-31,1.0,0.75972,0.24,0.3163
2024-12-31,2.17,1.75487,0.42,0.2366
2024-09-30,2.22,2.31393,-0.09,-0.040599998
