quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2015-03-31,0.1451,0.176,-0.03,-0.17559999
2014-12-31,0.2656,0.302,-0.04,-0.1205
2014-09-30,0.33669,0.329,0.01,0.0234
2014-06-30,0.38002,0.423,-0.04,-0.1016
