quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,0.09,0.1,-0.01,-0.1
2025-03-31,0.7,0.06,0.64,10.6667
2024-12-31,0.15,0.11,0.04,0.36360002
2024-09-30,0.28,0.29,-0.01,-0.0345
