GradeDate,Firm,ToGrade,FromGrade,Action
2024-05-13 12:27:39,Oppenheimer,Outperform,Outperform,main
2024-04-17 14:12:51,JonesTrading,Buy,,init
2024-04-01 13:14:03,Oppenheimer,Outperform,Outperform,reit
2024-03-05 13:50:35,Lake Street,Buy,Buy,main
2023-12-12 11:30:00,Oppenheimer,Outperform,Outperform,main
2023-05-31 13:29:06,Lake Street,Buy,Buy,main
2023-05-10 20:38:51,Lake Street,Buy,Buy,main
2023-03-17 12:00:25,Oppenheimer,Outperform,,reit
2022-11-16 13:59:54,Maxim Group,Buy,,main
2021-10-04 14:19:48,Alliance Global Partners,Buy,,init
2021-06-23 12:58:47,Oppenheimer,Outperform,,init
2020-09-17 14:35:20,Lake Street,Buy,,init
2020-02-25 12:18:12,HC Wainwright & Co.,Buy,,init
2019-06-14 12:17:43,Maxim Group,Buy,,init
