quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,-0.37,-0.354,-0.02,-0.0452
2025-03-31,-0.37,-0.36571,-0.0,-0.0117
2024-12-31,-0.36,-0.36,0.0,0.0
2024-09-30,-0.36,-0.288,-0.07,-0.25
