GradeDate,Firm,ToGrade,FromGrade,Action
2024-05-10 18:03:39,TD Cowen,Buy,Buy,main
2024-05-10 17:27:43,Keybanc,Overweight,Overweight,main
2024-05-10 15:56:02,Wells Fargo,Equal-Weight,Equal-Weight,main
2024-05-10 11:15:48,Needham,Buy,Buy,main
2024-02-09 20:14:09,Keybanc,Overweight,Overweight,main
2024-02-09 16:53:33,Craig-Hallum,Hold,Buy,down
2024-02-09 15:54:04,Mizuho,Buy,Buy,main
2024-02-09 15:13:25,Susquehanna,Positive,Positive,main
2024-02-09 13:25:05,Rosenblatt,Buy,Buy,main
2024-02-09 11:38:42,Needham,Buy,Buy,main
2023-12-08 12:31:08,JP Morgan,Overweight,,init
2023-11-10 17:22:27,Mizuho,Buy,Buy,main
2023-11-10 15:28:55,Rosenblatt,Buy,Buy,main
2023-11-10 13:30:07,Susquehanna,Positive,Positive,main
2023-11-10 13:02:45,Needham,Buy,Buy,main
2023-11-10 12:20:45,Keybanc,Overweight,Overweight,main
2023-10-03 09:43:57,Keybanc,Overweight,Overweight,main
2023-09-19 14:24:40,Mizuho,Buy,Buy,main
2023-09-08 14:12:59,Needham,Buy,Buy,reit
2023-09-08 11:02:30,Rosenblatt,Buy,Buy,reit
2023-09-06 12:18:20,Rosenblatt,Buy,Buy,reit
2023-08-04 16:54:35,Susquehanna,Positive,Positive,main
2023-08-04 16:29:29,TD Cowen,Outperform,Outperform,main
2023-08-04 15:16:23,Wells Fargo,Equal-Weight,Equal-Weight,main
2023-08-04 13:17:22,Mizuho,Buy,Buy,main
2023-08-04 13:11:34,Rosenblatt,Buy,Buy,reit
2023-08-04 10:42:32,Needham,Buy,Buy,reit
2023-07-26 13:22:06,Wells Fargo,Equal-Weight,Equal-Weight,main
2023-06-06 10:06:47,Needham,Buy,Buy,reit
2023-05-04 15:34:26,BMO Capital,Market Perform,,main
2023-05-04 13:35:18,Craig-Hallum,Buy,,main
2023-05-04 12:56:40,Needham,Buy,,main
2023-05-04 11:47:45,Rosenblatt,Buy,,main
2023-05-04 11:31:04,Wells Fargo,Equal-Weight,,main
2023-05-04 11:12:34,Mizuho,Buy,,main
2023-05-04 08:38:30,Keybanc,Overweight,,main
2023-04-25 14:07:07,Susquehanna,Positive,,main
2023-04-24 11:03:58,Oppenheimer,Outperform,,main
2023-04-24 09:12:55,Keybanc,Overweight,,main
2023-04-11 12:37:18,Wells Fargo,Equal-Weight,,main
2023-02-03 15:27:07,Susquehanna,Positive,,main
2023-02-03 14:35:57,Craig-Hallum,Buy,,main
2023-02-03 13:44:14,Cowen & Co.,Outperform,,main
2023-02-03 13:37:05,BMO Capital,Market Perform,,main
2023-02-03 12:58:28,Oppenheimer,Perform,Outperform,down
2023-02-03 10:46:15,Keybanc,Overweight,,main
2023-01-27 13:04:49,Wells Fargo,Equal-Weight,,main
2022-11-04 16:37:28,Wells Fargo,Equal-Weight,,main
2022-11-04 14:23:10,BMO Capital,Market Perform,,main
2022-11-04 11:48:51,Mizuho,Buy,,main
2022-11-04 11:06:04,Needham,Buy,,main
2022-11-04 09:04:53,Keybanc,Overweight,,main
2022-10-31 13:30:27,Cowen & Co.,Outperform,,main
2022-10-11 11:59:52,Wells Fargo,Equal-Weight,,main
2022-09-12 09:51:08,Needham,Buy,,main
2022-08-08 10:58:23,Oppenheimer,Outperform,,main
2022-08-05 13:22:10,Keybanc,Overweight,,main
2022-08-05 11:19:26,Mizuho,Buy,,main
2022-07-12 09:01:09,Keybanc,Overweight,,main
2022-07-11 12:44:14,Wells Fargo,Equal-Weight,,main
2022-05-06 14:08:31,Mizuho,Buy,,main
2022-05-06 13:56:54,Rosenblatt,Buy,,main
2022-05-06 11:19:57,Needham,Buy,,main
2022-04-18 11:29:18,Mizuho,Buy,,main
2022-04-12 07:55:07,Keybanc,Overweight,,main
2022-04-07 10:14:10,Wells Fargo,Equal-Weight,,init
2022-02-04 12:36:12,Needham,Buy,,main
2021-12-31 11:57:28,Rosenblatt,Buy,,main
2021-12-15 11:37:11,Needham,Buy,,main
2021-12-14 13:55:10,Susquehanna,Positive,,main
2021-11-30 09:28:41,Keybanc,Overweight,,main
2021-11-08 12:22:01,Oppenheimer,Outperform,,main
2021-11-05 15:50:50,Summit Insights Group,Buy,Hold,up
2021-11-05 14:46:30,Needham,Buy,,main
2021-11-05 13:40:17,Mizuho,Buy,,main
2021-11-05 08:47:55,Keybanc,Overweight,,main
