GradeDate,Firm,ToGrade,FromGrade,Action
2024-08-02 21:44:41,Wolfe Research,Peer Perform,Outperform,down
2024-08-02 19:17:56,Scotiabank,Sector Outperform,Sector Outperform,main
2024-08-02 18:17:49,Wells Fargo,Equal-Weight,Equal-Weight,main
2024-08-02 17:29:16,BMO Capital,Outperform,Outperform,main
2024-08-02 16:55:34,Goldman Sachs,Buy,Buy,main
2024-07-09 14:45:31,Barclays,Equal-Weight,Equal-Weight,main
2024-06-24 16:19:34,Morgan Stanley,Equal-Weight,Equal-Weight,main
2024-05-31 17:01:50,B of A Securities,Neutral,Neutral,main
2024-05-28 17:35:18,Morgan Stanley,Equal-Weight,Equal-Weight,main
2024-05-15 16:54:01,Argus Research,Buy,Buy,main
2024-05-03 17:56:18,Wells Fargo,Equal-Weight,Equal-Weight,main
2024-04-23 16:02:40,B of A Securities,Neutral,Neutral,main
2024-04-22 18:30:04,Scotiabank,Sector Outperform,Sector Outperform,main
2024-04-15 12:46:33,Barclays,Equal-Weight,Equal-Weight,main
2024-04-04 14:51:40,UBS,Neutral,Buy,down
2024-04-02 11:54:44,Mizuho,Buy,Buy,main
2024-04-01 15:57:01,BMO Capital,Outperform,Outperform,reit
2024-02-21 15:51:59,RBC Capital,Outperform,Outperform,reit
2024-02-16 18:38:22,Wells Fargo,Equal-Weight,Equal-Weight,main
2024-02-16 16:53:24,BMO Capital,Outperform,Outperform,main
2024-01-17 11:38:58,Barclays,Equal-Weight,Equal-Weight,main
2024-01-11 11:34:04,BMO Capital,Outperform,Market Perform,up
2023-12-08 11:10:38,Citigroup,Buy,,init
2023-11-29 19:39:13,JP Morgan,Underweight,Underweight,main
2023-11-21 15:24:16,Morgan Stanley,Equal-Weight,Equal-Weight,main
2023-11-21 12:18:52,Mizuho,Buy,Buy,main
2023-10-25 12:53:41,Morgan Stanley,Equal-Weight,Equal-Weight,main
2023-10-16 14:01:29,Scotiabank,Sector Outperform,Sector Perform,up
2023-09-21 13:12:55,Morgan Stanley,Equal-Weight,Equal-Weight,main
2023-09-13 13:55:32,B of A Securities,Neutral,Underperform,up
2023-09-06 14:56:40,RBC Capital,Outperform,Outperform,main
2023-08-31 12:16:51,BMO Capital,Market Perform,Market Perform,main
2023-08-23 15:08:16,Morgan Stanley,Equal-Weight,Equal-Weight,main
2023-08-23 12:51:27,RBC Capital,Outperform,Outperform,reit
2023-08-23 09:33:34,Barclays,Equal-Weight,,init
2023-08-10 09:21:58,Morgan Stanley,Equal-Weight,Underweight,up
2023-08-09 12:43:25,Ladenburg Thalmann,Buy,,init
2023-07-21 15:06:57,Morgan Stanley,Underweight,Underweight,reit
2023-06-23 14:16:13,Morgan Stanley,Underweight,Underweight,main
2023-06-08 15:14:49,JP Morgan,Underweight,,main
2023-06-08 08:54:56,Goldman Sachs,Buy,,init
2023-05-22 12:18:13,Morgan Stanley,Underweight,Underweight,main
2023-05-16 10:47:07,Mizuho,Buy,Buy,main
2023-04-28 14:46:52,BMO Capital,Market Perform,,main
2023-04-28 12:20:54,Wells Fargo,Equal-Weight,,main
2023-04-20 12:58:45,Morgan Stanley,Underweight,,main
2023-04-20 09:39:35,Mizuho,Buy,Neutral,up
2023-03-21 12:19:09,Morgan Stanley,Underweight,,main
2023-03-02 12:38:42,RBC Capital,Outperform,,main
2023-02-22 17:25:45,Morgan Stanley,Underweight,,main
2023-02-17 14:57:48,Wells Fargo,Equal-Weight,,main
2023-01-30 12:44:26,Wells Fargo,Equal-Weight,,main
2023-01-23 14:40:17,Morgan Stanley,Underweight,,main
2023-01-18 12:18:48,Credit Suisse,Underperform,,main
2023-01-17 10:56:33,Keybanc,Sector Weight,Overweight,down
2023-01-12 13:05:26,Mizuho,Neutral,,main
2022-12-16 13:09:01,BMO Capital,Market Perform,,main
2022-12-15 15:13:55,Morgan Stanley,Underweight,,main
2022-12-12 13:55:57,Wolfe Research,Outperform,Peer Perform,up
2022-11-11 15:17:37,Morgan Stanley,Underweight,,main
2022-10-24 13:27:13,B of A Securities,Underperform,Neutral,down
2022-10-21 14:01:26,Morgan Stanley,Underweight,,main
2022-10-20 08:57:05,Keybanc,Overweight,Sector Weight,up
2022-10-19 14:26:34,Wells Fargo,Equal-Weight,,main
2022-10-06 11:40:04,Wells Fargo,Equal-Weight,,main
2022-09-22 14:52:20,Morgan Stanley,Underweight,,main
2022-09-14 12:51:04,Argus Research,Buy,,main
2022-08-23 12:39:26,Morgan Stanley,Underweight,,main
2022-08-22 11:48:42,Goldman Sachs,Sell,,main
2022-08-04 12:36:52,UBS,Buy,Neutral,up
2022-07-21 13:29:51,Morgan Stanley,Underweight,,main
2022-07-18 12:51:29,Barclays,Overweight,,main
2022-06-30 11:45:57,UBS,Neutral,,main
2022-06-22 13:16:43,BMO Capital,Market Perform,,main
2022-05-23 13:36:55,Morgan Stanley,Underweight,,main
2022-04-26 12:34:53,Morgan Stanley,Underweight,,main
2022-04-26 10:09:47,Credit Suisse,Underperform,,init
2022-04-21 11:37:00,Mizuho,Neutral,,main
2022-04-20 14:08:43,Morgan Stanley,Underweight,,main
2022-04-19 11:20:58,Wells Fargo,Equal-Weight,,main
2022-04-07 08:37:43,Keybanc,Sector Weight,Overweight,down
2022-03-22 14:02:09,Morgan Stanley,Underweight,,main
2022-02-22 13:54:57,Morgan Stanley,Underweight,,main
2022-02-18 15:28:41,Morgan Stanley,Underweight,,main
2022-02-07 15:02:51,B of A Securities,Neutral,Buy,down
2022-02-07 15:00:43,Wells Fargo,Equal-Weight,Overweight,down
2022-01-25 15:36:55,Evercore ISI Group,In-Line,Underperform,up
2022-01-13 11:22:29,Keybanc,Overweight,,main
2021-12-21 14:34:02,Morgan Stanley,Underweight,,main
2021-12-15 12:48:25,Scotiabank,Sector Perform,Sector Outperform,down
2021-12-06 13:26:47,Mizuho,Neutral,Underperform,up
2021-10-19 09:52:05,Keybanc,Overweight,,main
2021-10-04 12:15:16,Mizuho,Underperform,,main
2021-09-17 12:41:58,Morgan Stanley,Underweight,,main
2021-09-07 12:26:34,Guggenheim,Buy,Neutral,up
2021-08-30 10:56:31,Mizuho,Underperform,,main
2021-08-19 13:35:10,Morgan Stanley,Underweight,,main
2021-07-20 14:27:44,Morgan Stanley,Underweight,,main
2021-06-21 12:11:17,Morgan Stanley,Underweight,,main
2021-06-09 12:20:23,Mizuho,Underperform,,main
2021-05-18 14:33:21,Morgan Stanley,Underweight,,main
2021-04-30 14:52:34,Credit Suisse,Outperform,,main
2021-04-21 10:26:54,Keybanc,Overweight,,main
2021-04-20 14:07:35,Morgan Stanley,Underweight,,main
2021-04-14 12:09:02,Credit Suisse,Outperform,,main
2021-03-31 11:32:07,Wells Fargo,Overweight,,main
2021-03-19 14:07:07,Morgan Stanley,Underweight,,main
2021-02-22 12:18:12,Credit Suisse,Outperform,Neutral,up
2021-02-18 13:56:29,Morgan Stanley,Underweight,,main
2021-01-21 15:38:34,Evercore ISI Group,Underperform,In-Line,down
2021-01-20 16:24:46,Morgan Stanley,Underweight,,main
2021-01-19 15:31:06,B of A Securities,Buy,Neutral,up
2021-01-12 10:06:22,KeyBanc,Overweight,,main
2020-12-15 18:01:53,Morgan Stanley,Underweight,,main
2020-12-01 11:28:38,Wells Fargo,Overweight,Equal-Weight,up
2020-11-24 14:08:09,BMO Capital,Market Perform,,init
2020-11-17 14:54:44,Morgan Stanley,Underweight,,main
2020-10-20 14:03:20,Morgan Stanley,Underweight,,main
2020-10-19 08:50:11,Keybanc,Overweight,,main
2020-10-05 14:57:15,Morgan Stanley,Underweight,,main
2020-09-21 11:57:37,Barclays,Overweight,Equal-Weight,up
2020-09-18 13:07:29,Morgan Stanley,Underweight,,main
2020-09-10 10:43:42,Mizuho,Underperform,Neutral,down
2020-09-01 12:55:52,UBS,Neutral,,main
2020-07-22 11:44:58,Mizuho,Neutral,,main
2020-07-21 09:00:24,Keybanc,Overweight,,main
2020-07-17 15:00:15,Morgan Stanley,Underweight,,main
2020-06-17 14:00:55,Morgan Stanley,Underweight,,main
2020-06-15 11:21:28,Mizuho,Neutral,,main
2020-05-21 15:26:28,UBS,Sell,Neutral,down
2020-05-20 11:27:50,Seaport Global,Buy,,init
2020-05-15 13:13:45,Morgan Stanley,Underweight,,main
2020-05-04 09:28:31,Credit Suisse,Neutral,Underperform,up
