,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.299956,0.3,0.3,0.269911,0.27001
Net Income From Continuing Operation Net Minority Interest,4796000.0,4672000.0,4590000.0,7187000.0,10379000.0
Reconciled Depreciation,214000.0,221000.0,215000.0,205000.0,200000.0
Net Interest Income,48602000.0,47157000.0,47320000.0,48982000.0,51372000.0
Interest Expense,50056000.0,46710000.0,41968000.0,40277000.0,37889000.0
Interest Income,98658000.0,93867000.0,89288000.0,89259000.0,89261000.0
Normalized Income,4796000.0,4672000.0,4590000.0,7187000.0,10379000.0
Net Income From Continuing And Discontinued Operation,4796000.0,4672000.0,4590000.0,7187000.0,10379000.0
Diluted Average Shares,24153000.0,24263000.0,24602000.0,24879000.0,25218000.0
Basic Average Shares,21343000.0,21263000.0,21143000.0,21136000.0,21154000.0
Diluted EPS,0.2,0.19,0.19,0.29,0.41
Basic EPS,0.22,0.22,0.22,0.34,0.49
Diluted NI Availto Com Stockholders,4796000.0,4672000.0,4590000.0,7187000.0,10379000.0
Net Income Common Stockholders,4796000.0,4672000.0,4590000.0,7187000.0,10379000.0
Net Income,4796000.0,4672000.0,4590000.0,7187000.0,10379000.0
Net Income Including Noncontrolling Interests,4796000.0,4672000.0,4590000.0,7187000.0,10379000.0
Net Income Continuous Operations,4796000.0,4672000.0,4590000.0,7187000.0,10379000.0
Tax Provision,2055000.0,2000000.0,1967000.0,2657000.0,3839000.0
Pretax Income,6851000.0,6672000.0,6557000.0,9844000.0,14218000.0
Depreciation Amortization Depletion Income Statement,214000.0,221000.0,215000.0,205000.0,199000.0
Depreciation And Amortization In Income Statement,214000.0,221000.0,215000.0,205000.0,199000.0
Selling General And Administration,43161000.0,42868000.0,43039000.0,41633000.0,40187000.0
Selling And Marketing Expense,5723000.0,5883000.0,4870000.0,4699000.0,5330000.0
General And Administrative Expense,37438000.0,36985000.0,38169000.0,36934000.0,34857000.0
Other Gand A,13276000.0,13260000.0,13753000.0,13777000.0,13045000.0
Salaries And Wages,24162000.0,23725000.0,24416000.0,23157000.0,21812000.0
Total Revenue,50524000.0,49170000.0,49776000.0,51700000.0,54190000.0
Operating Revenue,50524000.0,49170000.0,49776000.0,51700000.0,54190000.0
Occupancy And Equipment,1292000.0,1359000.0,1600000.0,1618000.0,1586000.0
