,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.228672,0.258,0.176236,0.232,0.209176
Net Income From Continuing Operation Net Minority Interest,310253000.0,290270000.0,293115000.0,299166000.0,288230000.0
Reconciled Depreciation,81338000.0,49440000.0,58711000.0,33310000.0,54780000.0
Net Interest Income,617074000.0,600201000.0,587626000.0,572722000.0,553229000.0
Interest Expense,441925000.0,431601000.0,471640000.0,503177000.0,481185000.0
Interest Income,1058999000.0,1031802000.0,1059266000.0,1075899000.0,1034414000.0
Normalized Income,310253000.0,290270000.0,293115000.0,299166000.0,288230000.0
Net Income From Continuing And Discontinued Operation,310253000.0,290270000.0,293115000.0,299166000.0,288230000.0
Diluted Average Shares,138789000.0,139291000.0,139883000.0,139648000.0,139801000.0
Basic Average Shares,137818000.0,138201000.0,138604000.0,138606000.0,138980000.0
Diluted EPS,2.24,2.08,2.1,2.14,2.06
Basic EPS,2.25,2.1,2.11,2.16,2.07
Diluted NI Availto Com Stockholders,310253000.0,290270000.0,293115000.0,299166000.0,288230000.0
Net Income Common Stockholders,310253000.0,290270000.0,293115000.0,299166000.0,288230000.0
Net Income,310253000.0,290270000.0,293115000.0,299166000.0,288230000.0
Net Income Including Noncontrolling Interests,310253000.0,290270000.0,293115000.0,299166000.0,288230000.0
Net Income Continuous Operations,310253000.0,290270000.0,293115000.0,299166000.0,288230000.0
Tax Provision,91979000.0,100885000.0,62709000.0,90151000.0,76238000.0
Pretax Income,402232000.0,391155000.0,355824000.0,389317000.0,364468000.0
Securities Amortization,26236000.0,15742000.0,19383000.0,5600000.0,16052000.0
Gain On Sale Of Security,3625000.0,6462000.0,7093000.0,2239000.0,8135000.0
Selling General And Administration,153974000.0,156820000.0,146071000.0,144642000.0,144296000.0
General And Administrative Expense,153974000.0,156820000.0,146071000.0,144642000.0,144296000.0
Insurance And Claims,9133000.0,10385000.0,6201000.0,9178000.0,10708000.0
Salaries And Wages,144841000.0,146435000.0,139870000.0,135464000.0,133588000.0
Total Revenue,693904000.0,683261000.0,663499000.0,645254000.0,625350000.0
Operating Revenue,693904000.0,683261000.0,663499000.0,645254000.0,625350000.0
Occupancy And Equipment,16289000.0,15689000.0,17900000.0,16238000.0,15299000.0
Other Non Interest Expense,50173000.0,54855000.0,54321000.0,47457000.0,48235000.0
