,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.21,0.21,0.0,0.0
Normalized EBITDA,-12105000.0,-18667000.0,-4456000.0,-33118000.0,-44831000.0
Net Income From Continuing Operation Net Minority Interest,-15886000.0,-25060000.0,-10788000.0,-41537000.0,-52332000.0
Reconciled Depreciation,410000.0,3132000.0,458000.0,1766000.0,17000.0
Reconciled Cost Of Revenue,7492000.0,8830000.0,6905000.0,5503000.0,3464000.0
EBITDA,-12105000.0,-18667000.0,-4456000.0,-33118000.0,-44831000.0
EBIT,-12515000.0,-21799000.0,-4914000.0,-34884000.0,-44848000.0
Net Interest Income,-3029000.0,-2982000.0,-5551000.0,-6653000.0,-7484000.0
Interest Expense,3029000.0,2982000.0,5551000.0,6653000.0,7484000.0
Normalized Income,-15886000.0,-25060000.0,-10788000.0,-41537000.0,-52332000.0
Net Income From Continuing And Discontinued Operation,-15886000.0,-25060000.0,-10788000.0,-41537000.0,-52332000.0
Total Expenses,96115000.0,90375000.0,78992000.0,83821000.0,80935000.0
Total Operating Income As Reported,-14611000.0,-24529000.0,-7632000.0,-39066000.0,-50077000.0
Diluted Average Shares,126997000.0,126036862.0,124918560.0,124302317.0,123481000.0
Basic Average Shares,126997000.0,126036862.0,124918560.0,124302317.0,123481000.0
Diluted EPS,-0.13,-0.2,-0.09,-0.33,-0.42
Basic EPS,-0.13,-0.2,-0.09,-0.33,-0.42
Diluted NI Availto Com Stockholders,-15886000.0,-25060000.0,-10788000.0,-41537000.0,-52332000.0
Net Income Common Stockholders,-15886000.0,-25060000.0,-10788000.0,-41537000.0,-52332000.0
Net Income,-15886000.0,-25060000.0,-10788000.0,-41537000.0,-52332000.0
Net Income Including Noncontrolling Interests,-15886000.0,-25060000.0,-10788000.0,-41537000.0,-52332000.0
Net Income Continuous Operations,-15886000.0,-25060000.0,-10788000.0,-41537000.0,-52332000.0
Tax Provision,342000.0,279000.0,323000.0,0.0,0.0
Pretax Income,-15544000.0,-24781000.0,-10465000.0,-41537000.0,-52332000.0
Other Income Expense,2096000.0,2730000.0,2718000.0,4182000.0,5229000.0
Other Non Operating Income Expenses,2096000.0,2730000.0,2718000.0,4182000.0,5229000.0
Net Non Operating Interest Income Expense,-3029000.0,-2982000.0,-5551000.0,-6653000.0,-7484000.0
Interest Expense Non Operating,3029000.0,2982000.0,5551000.0,6653000.0,7484000.0
Operating Income,-14611000.0,-24529000.0,-7632000.0,-39066000.0,-50077000.0
Operating Expense,88623000.0,81545000.0,72087000.0,78318000.0,77471000.0
Research And Development,19453000.0,17543000.0,14480000.0,19501000.0,19298000.0
Selling General And Administration,69170000.0,64002000.0,57607000.0,58817000.0,58173000.0
Gross Profit,74012000.0,57016000.0,64455000.0,39252000.0,27394000.0
Cost Of Revenue,7492000.0,8830000.0,6905000.0,5503000.0,3464000.0
Total Revenue,81504000.0,65846000.0,71360000.0,44755000.0,30858000.0
Operating Revenue,81504000.0,63846000.0,69360000.0,44755000.0,30858000.0
