,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.21
Normalized EBITDA,-109606000.0,-69861000.0,-116897000.0,-146499000.0,-46951000.0
Net Income From Continuing Operation Net Minority Interest,-111504000.0,-71275000.0,-118354000.0,-149073000.0,-47971000.0
Reconciled Depreciation,8000.0,10000.0,9000.0,8000.0,12000.0
EBITDA,-109606000.0,-69861000.0,-116897000.0,-146499000.0,-46951000.0
EBIT,-109614000.0,-69871000.0,-116906000.0,-146507000.0,-46963000.0
Net Interest Income,5073000.0,4771000.0,3908000.0,3069000.0,5599000.0
Interest Expense,1137000.0,1267000.0,1191000.0,2362000.0,874000.0
Interest Income,6210000.0,6038000.0,5099000.0,5431000.0,6473000.0
Normalized Income,-111504000.0,-71275000.0,-118354000.0,-149073000.0,-47971000.0
Net Income From Continuing And Discontinued Operation,-111504000.0,-71275000.0,-118354000.0,-149073000.0,-47971000.0
Total Expenses,115824000.0,75909000.0,122005000.0,151938000.0,53436000.0
Total Operating Income As Reported,-115824000.0,-75909000.0,-122005000.0,-151938000.0,-53436000.0
Diluted Average Shares,157880203.0,146365115.0,115955933.0,107075197.0,99831111.0
Basic Average Shares,157880203.0,146365115.0,115955933.0,107075197.0,99831111.0
Diluted EPS,-0.71,-0.49,-1.02,-1.39,-0.48
Basic EPS,-0.71,-0.49,-1.02,-1.39,-0.48
Diluted NI Availto Com Stockholders,-111504000.0,-71275000.0,-118354000.0,-149073000.0,-47971000.0
Net Income Common Stockholders,-111504000.0,-71275000.0,-118354000.0,-149073000.0,-47971000.0
Net Income,-111504000.0,-71275000.0,-118354000.0,-149073000.0,-47971000.0
Net Income Including Noncontrolling Interests,-111504000.0,-71275000.0,-118354000.0,-149073000.0,-47971000.0
Net Income Continuous Operations,-111504000.0,-71275000.0,-118354000.0,-149073000.0,-47971000.0
Tax Provision,753000.0,137000.0,257000.0,204000.0,134000.0
Pretax Income,-110751000.0,-71138000.0,-118097000.0,-148869000.0,-47837000.0
Net Non Operating Interest Income Expense,5073000.0,4771000.0,3908000.0,3069000.0,5599000.0
Interest Expense Non Operating,1137000.0,1267000.0,1191000.0,2362000.0,874000.0
Interest Income Non Operating,6210000.0,6038000.0,5099000.0,5431000.0,6473000.0
Operating Income,-115824000.0,-75909000.0,-122005000.0,-151938000.0,-53436000.0
Operating Expense,115824000.0,75909000.0,122005000.0,151938000.0,53436000.0
Research And Development,103902000.0,64394000.0,111303000.0,141441000.0,44865000.0
Selling General And Administration,11922000.0,11515000.0,10702000.0,10497000.0,8571000.0
General And Administrative Expense,11922000.0,11515000.0,10702000.0,10497000.0,8571000.0
Other Gand A,11922000.0,11515000.0,10702000.0,10497000.0,8571000.0
Total Revenue,0.0,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0,0.0
