,2025-04-30,2025-01-31,2024-10-31,2024-07-31,2024-04-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.234,0.021078,0.21,0.234,0.19
Normalized EBITDA,-3390000.0,-17912000.0,1942000.0,-281000.0,2860000.0
Net Income From Continuing Operation Net Minority Interest,-3913000.0,-18438000.0,86000.0,-1376000.0,1653000.0
Reconciled Depreciation,1138000.0,305000.0,1219000.0,1145000.0,647000.0
Reconciled Cost Of Revenue,31102000.0,27934000.0,27201000.0,23277000.0,20125000.0
EBITDA,-3390000.0,-17912000.0,1942000.0,-281000.0,2860000.0
EBIT,-4528000.0,-18217000.0,723000.0,-1426000.0,2213000.0
Net Interest Income,-583000.0,-618000.0,-490000.0,-370000.0,-172000.0
Interest Expense,583000.0,618000.0,490000.0,370000.0,172000.0
Normalized Income,-3913000.0,-18438000.0,86000.0,-1376000.0,1653000.0
Net Income From Continuing And Discontinued Operation,-3913000.0,-18438000.0,86000.0,-1376000.0,1653000.0
Total Expenses,51380000.0,46773000.0,44954000.0,40103000.0,34107000.0
Total Operating Income As Reported,-4634000.0,-10683000.0,807000.0,-1591000.0,2202000.0
Diluted Average Shares,9498604.0,,7664532.0,7390873.0,7582449.0
Basic Average Shares,9498604.0,,7428451.0,7390873.0,7364757.0
Diluted EPS,-0.41,,0.01,-0.19,0.22
Basic EPS,-0.41,,0.01,-0.19,0.22
Diluted NI Availto Com Stockholders,-3913000.0,-18438000.0,86000.0,-1376000.0,1653000.0
Net Income Common Stockholders,-3913000.0,-18438000.0,86000.0,-1376000.0,1653000.0
Net Income,-3913000.0,-18438000.0,86000.0,-1376000.0,1653000.0
Net Income Including Noncontrolling Interests,-3913000.0,-18438000.0,86000.0,-1376000.0,1653000.0
Net Income Continuous Operations,-3913000.0,-18438000.0,86000.0,-1376000.0,1653000.0
Tax Provision,-1198000.0,-397000.0,147000.0,-420000.0,388000.0
Pretax Income,-5111000.0,-18835000.0,233000.0,-1796000.0,2041000.0
Other Income Expense,106000.0,-18072000.0,-84000.0,165000.0,11000.0
Other Non Operating Income Expenses,106000.0,105000.0,-84000.0,165000.0,11000.0
Net Non Operating Interest Income Expense,-583000.0,-618000.0,-490000.0,-370000.0,-172000.0
Interest Expense Non Operating,583000.0,618000.0,490000.0,370000.0,172000.0
Operating Income,-4634000.0,-145000.0,807000.0,-1591000.0,2202000.0
Operating Expense,20278000.0,18839000.0,17753000.0,16826000.0,13982000.0
Other Operating Expenses,20278000.0,,17753000.0,16826000.0,13982000.0
Gross Profit,15644000.0,18694000.0,18560000.0,15235000.0,16184000.0
Cost Of Revenue,31102000.0,27934000.0,27201000.0,23277000.0,20125000.0
Total Revenue,46746000.0,46628000.0,45761000.0,38512000.0,36309000.0
Operating Revenue,46746000.0,46628000.0,45761000.0,38512000.0,36309000.0
