quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-04-30,-0.1804,0.22,-0.4,-1.82
2025-01-31,-0.0349,0.285,-0.32,-1.1225
2024-10-31,0.096,0.4,-0.3,-0.76
2024-07-31,-0.19,0.42,-0.61,-1.4524001
