quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,-0.17,-0.238,0.07,0.2857
2025-03-31,-0.2,-0.31,0.11,0.3548
2024-12-31,-0.2276,-0.24,0.01,0.0517
2024-09-30,-0.2161,-0.26958,0.05,0.1984
