,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,4165625.0,2240000.0,9240000.0,2550583.657588,2086956.521739,,
Tax Rate For Calcs,0.134375,0.14,0.21,0.110895,0.130435,,
Normalized EBITDA,874000000.0,914000000.0,743000000.0,1067000000.0,849000000.0,,
Total Unusual Items,31000000.0,16000000.0,44000000.0,23000000.0,16000000.0,,
Total Unusual Items Excluding Goodwill,31000000.0,16000000.0,44000000.0,23000000.0,16000000.0,,
Net Income From Continuing Operation Net Minority Interest,275000000.0,289000000.0,207000000.0,456000000.0,258000000.0,,
Reconciled Depreciation,398000000.0,415000000.0,404000000.0,403000000.0,401000000.0,,
Reconciled Cost Of Revenue,1281000000.0,1108000000.0,1208000000.0,1034000000.0,800000000.0,,
EBITDA,905000000.0,930000000.0,787000000.0,1090000000.0,865000000.0,,
EBIT,507000000.0,515000000.0,322000000.0,687000000.0,464000000.0,,
Net Interest Income,-177000000.0,-164000000.0,-159000000.0,-165000000.0,-152000000.0,,
Interest Expense,187000000.0,175000000.0,171000000.0,173000000.0,165000000.0,,
Interest Income,10000000.0,11000000.0,12000000.0,8000000.0,13000000.0,,
Normalized Income,248165625.0,275240000.0,172240000.0,435550583.657588,244086956.521739,,
Net Income From Continuing And Discontinued Operation,275000000.0,289000000.0,207000000.0,456000000.0,258000000.0,,
Total Expenses,1810000000.0,1667000000.0,1743000000.0,1587000000.0,1332000000.0,,
Total Operating Income As Reported,411000000.0,430000000.0,198000000.0,586000000.0,361000000.0,,
Diluted Average Shares,271600000.0,271400000.0,268900000.0,267300000.0,266800000.0,,
Basic Average Shares,270300000.0,270000000.0,267400000.0,266800000.0,266700000.0,,
Diluted EPS,1.01,1.07,0.77,1.7,0.97,,
Basic EPS,1.02,1.07,0.77,1.71,0.97,,
Diluted NI Availto Com Stockholders,275000000.0,289000000.0,207000000.0,456000000.0,258000000.0,,
Net Income Common Stockholders,275000000.0,289000000.0,207000000.0,456000000.0,258000000.0,,
Net Income,275000000.0,289000000.0,207000000.0,456000000.0,258000000.0,,
Minority Interests,-2000000.0,-1000000.0,-1000000.0,-1000000.0,-2000000.0,,
Net Income Including Noncontrolling Interests,277000000.0,290000000.0,208000000.0,457000000.0,260000000.0,,
Net Income Continuous Operations,277000000.0,290000000.0,208000000.0,457000000.0,260000000.0,,
Tax Provision,43000000.0,50000000.0,-57000000.0,57000000.0,39000000.0,,
Pretax Income,320000000.0,340000000.0,151000000.0,514000000.0,299000000.0,,
Other Income Expense,86000000.0,74000000.0,112000000.0,93000000.0,90000000.0,,
Other Non Operating Income Expenses,61000000.0,62000000.0,71000000.0,72000000.0,73000000.0,,
Special Income Charges,31000000.0,16000000.0,44000000.0,23000000.0,16000000.0,,
Other Special Charges,-31000000.0,-16000000.0,-44000000.0,-23000000.0,-16000000.0,,
Earnings From Equity Interest,-6000000.0,-4000000.0,-3000000.0,-2000000.0,1000000.0,,
Net Non Operating Interest Income Expense,-177000000.0,-164000000.0,-159000000.0,-165000000.0,-152000000.0,,
Interest Expense Non Operating,187000000.0,175000000.0,171000000.0,173000000.0,165000000.0,,
Interest Income Non Operating,10000000.0,11000000.0,12000000.0,8000000.0,13000000.0,,
Operating Income,411000000.0,430000000.0,198000000.0,586000000.0,361000000.0,,
Operating Expense,517000000.0,511000000.0,596000000.0,538000000.0,507000000.0,,
Other Taxes,131000000.0,144000000.0,131000000.0,150000000.0,131000000.0,,
Depreciation Amortization Depletion Income Statement,386000000.0,367000000.0,465000000.0,388000000.0,376000000.0,,
Depreciation And Amortization In Income Statement,386000000.0,367000000.0,465000000.0,388000000.0,376000000.0,,
Selling General And Administration,,,,-76000000.0,-76000000.0,-76000000.0,-84000000.0
General And Administrative Expense,,,,-76000000.0,-76000000.0,-76000000.0,-84000000.0
Salaries And Wages,,,,-76000000.0,-76000000.0,-76000000.0,-84000000.0
Gross Profit,928000000.0,941000000.0,794000000.0,1124000000.0,868000000.0,,
Cost Of Revenue,1293000000.0,1156000000.0,1147000000.0,1049000000.0,825000000.0,,
Total Revenue,2221000000.0,2097000000.0,1941000000.0,2173000000.0,1693000000.0,,
Operating Revenue,2221000000.0,2097000000.0,1941000000.0,2173000000.0,1693000000.0,,
