quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,1.01,0.99582,0.01,0.014199999
2025-03-31,1.07,1.04136,0.03,0.0275
2024-12-31,0.77,0.79556,-0.03,-0.0321
2024-09-30,1.7,1.92067,-0.22,-0.1149
