GradeDate,Firm,ToGrade,FromGrade,Action
2024-08-08 00:33:16,Jefferies,Buy,Buy,main
2024-07-24 12:22:33,Stifel,Buy,Buy,main
2024-06-20 13:20:56,Stifel,Buy,Buy,main
2024-05-09 16:10:35,Deutsche Bank,Buy,Buy,main
2024-05-09 13:59:51,Stifel,Buy,Buy,main
2024-04-19 18:06:39,Stifel,Buy,Buy,main
2024-02-29 19:49:56,Jefferies,Buy,Buy,reit
2023-09-28 16:24:40,BTIG,Buy,Buy,main
2023-07-19 16:25:57,Stifel,Buy,Buy,main
2023-05-05 17:40:10,Jefferies,Buy,,main
2023-04-25 11:07:24,Stifel,Buy,,main
2023-03-21 14:31:20,Jefferies,Buy,,reit
2023-03-06 15:07:11,Deutsche Bank,Buy,,main
2023-02-28 14:49:39,Jefferies,Buy,,main
2022-11-29 10:10:33,Jefferies,Buy,,main
2022-11-08 14:28:06,Jefferies,Buy,,main
2022-10-18 13:41:07,B. Riley Securities,Buy,,main
2022-10-14 13:36:18,Stifel,Buy,,main
2022-10-11 09:28:13,Deutsche Bank,Buy,,init
2022-09-06 08:34:43,Jefferies,Buy,,main
2022-08-09 15:16:52,Jefferies,Buy,,main
2022-07-27 08:59:22,BTIG,Buy,Neutral,up
2022-07-19 13:31:49,Stifel,Buy,,main
2021-03-29 12:14:16,HC Wainwright & Co.,Buy,,init
2021-03-12 16:12:47,Jefferies,Buy,,main
2021-01-29 12:01:27,Jefferies,Buy,,main
2020-10-23 08:51:52,Jefferies,Buy,,main
2020-10-21 15:30:19,BTIG,Neutral,Buy,down
2020-10-19 13:17:49,Stifel,Buy,,main
2020-06-04 11:19:57,Pareto Securities,Hold,Buy,down
2020-05-08 13:45:23,B. Riley Securities,Buy,,main
2020-03-04 12:00:40,B. Riley Securities,Buy,Neutral,up
2020-03-04 10:03:56,B. Riley Securities,Buy,Neutral,up
2020-01-16 13:10:22,Stifel,Buy,,main
2019-10-24 12:58:19,B. Riley Securities,Neutral,,main
2019-10-11 11:02:27,BTIG,Buy,,init
2018-10-01 14:01:35,Jefferies,Buy,,init
2018-09-25 10:34:03,Stifel,Buy,,init
2018-03-23 11:52:08,JP Morgan,Overweight,Overweight,main
2017-06-13 17:38:24,JP Morgan,Overweight,,init
2017-01-17 14:18:15,Seaport Global,Buy,,init
