Date,Close,High,Low,Open,Volume,"('Close', 'CISS')","('High', 'CISS')","('Low', 'CISS')","('Open', 'CISS')","('Volume', 'CISS')"
2024-06-03,27.149999618530277,28.049999237060547,24.899999618530277,27.600000381469727,166613.0,,,,,
2024-06-04,26.700000762939453,27.299999237060547,25.049999237060547,26.25,89033.0,,,,,
2024-06-05,25.5,26.399999618530277,25.200000762939453,26.25,66193.0,,,,,
2024-06-06,24.149999618530277,25.350000381469727,23.399999618530277,25.049999237060547,90893.0,,,,,
2024-06-07,24.75,24.75,23.100000381469727,23.399999618530277,45467.0,,,,,
2024-06-10,23.850000381469727,24.75,23.399999618530277,24.75,30553.0,,,,,
2024-06-11,23.549999237060547,24.299999237060547,22.799999237060547,23.700000762939453,57907.0,,,,,
2024-06-12,23.549999237060547,24.299999237060547,23.100000381469727,23.700000762939453,50233.0,,,,,
2024-06-13,22.5,23.399999618530277,21.75,23.25,49647.0,,,,,
2024-06-14,20.399999618530277,22.274999618530277,20.25,22.049999237060547,110527.0,,,,,
2024-06-17,21.0,21.899999618530277,20.399999618530277,20.549999237060547,37207.0,,,,,
2024-06-18,19.649999618530277,21.149999618530277,19.5,20.700000762939453,55440.0,,,,,
2024-06-20,18.75,19.799999237060547,18.450000762939453,19.5,99167.0,,,,,
2024-06-21,19.350000381469727,19.799999237060547,18.450000762939453,18.899999618530277,44833.0,,,,,
2024-06-24,21.0,22.649999618530277,19.5,19.5,60133.0,,,,,
2024-06-25,22.049999237060547,22.049999237060547,20.700000762939453,21.450000762939453,38533.0,,,,,
2024-06-26,21.299999237060547,21.75,20.850000381469727,21.75,14100.0,,,,,
2024-06-27,21.299999237060547,21.450000762939453,20.549999237060547,21.450000762939453,15720.0,,,,,
2024-06-28,20.850000381469727,21.450000762939453,20.25,21.450000762939453,28393.0,,,,,
2024-07-01,20.549999237060547,21.299999237060547,20.100000381469727,21.0,15167.0,,,,,
2024-07-02,20.549999237060547,20.700000762939453,19.649999618530277,20.25,14347.0,,,,,
2024-07-03,20.25,20.924999237060547,20.25,20.399999618530277,9233.0,,,,,
2024-07-05,20.399999618530277,20.700000762939453,19.799999237060547,20.549999237060547,14047.0,,,,,
2024-07-08,19.649999618530277,20.549999237060547,19.350000381469727,20.399999618530277,28913.0,,,,,
2024-07-09,19.350000381469727,19.68000030517578,18.75,19.5,38133.0,,,,,
2024-07-10,20.850000381469727,21.149999618530277,19.049999237060547,19.049999237060547,35427.0,,,,,
2024-07-11,21.600000381469727,22.049999237060547,20.549999237060547,21.149999618530277,33753.0,,,,,
2024-07-12,20.700000762939453,21.450000762939453,20.549999237060547,20.700000762939453,18447.0,,,,,
2024-07-15,20.700000762939453,21.0,20.25,20.700000762939453,9953.0,,,,,
2024-07-16,21.450000762939453,21.600000381469727,20.399999618530277,20.399999618530277,17553.0,,,,,
2024-07-17,22.049999237060547,22.440000534057617,21.0,21.450000762939453,19753.0,,,,,
2024-07-18,21.899999618530277,23.25,21.600000381469727,22.049999237060547,19727.0,,,,,
2024-07-19,21.0,22.049999237060547,20.399999618530277,22.049999237060547,16487.0,,,,,
2024-07-22,20.25,20.850000381469727,19.950000762939453,20.700000762939453,14007.0,,,,,
2024-07-23,20.25,20.399999618530277,19.649999618530277,20.25,10907.0,,,,,
2024-07-24,19.5,20.100000381469727,19.200000762939453,19.799999237060547,20847.0,,,,,
2024-07-25,20.100000381469727,20.700000762939453,19.530000686645508,19.649999618530277,13587.0,,,,,
2024-07-26,20.25,20.850000381469727,19.799999237060547,19.950000762939453,13240.0,,,,,
2024-07-29,20.549999237060547,20.700000762939453,20.325000762939453,20.399999618530277,8300.0,,,,,
2024-07-30,20.25,20.850000381469727,20.100000381469727,20.700000762939453,10673.0,,,,,
2024-07-31,19.799999237060547,20.549999237060547,19.5,20.549999237060547,12647.0,,,,,
2024-08-01,19.5,19.950000762939453,19.049999237060547,19.920000076293945,17013.0,,,,,
2024-08-02,18.899999618530277,19.5,18.375,19.5,19820.0,,,,,
2024-08-05,18.899999618530277,19.049999237060547,16.950000762939453,18.450000762939453,27180.0,,,,,
2024-08-06,18.299999237060547,19.350000381469727,18.149999618530277,19.049999237060547,13560.0,,,,,
2024-08-07,18.149999618530277,18.600000381469727,18.0,18.600000381469727,11673.0,,,,,
2024-08-08,18.600000381469727,18.600000381469727,18.299999237060547,18.450000762939453,5007.0,,,,,
2024-08-09,18.600000381469727,18.899999618530277,18.0,18.600000381469727,7420.0,,,,,
2024-08-12,18.899999618530277,19.049999237060547,18.450000762939453,18.450000762939453,7393.0,,,,,
2024-08-13,19.200000762939453,19.200000762939453,18.600000381469727,19.049999237060547,11847.0,,,,,
2024-08-14,18.600000381469727,19.649999618530277,18.450000762939453,19.350000381469727,9300.0,,,,,
2024-08-15,18.600000381469727,18.899999618530277,18.450000762939453,18.75,7640.0,,,,,
2024-08-16,19.950000762939453,19.950000762939453,18.600000381469727,18.600000381469727,12007.0,,,,,
2024-08-19,20.399999618530277,20.850000381469727,19.799999237060547,19.950000762939453,16167.0,,,,,
2024-08-20,22.049999237060547,22.049999237060547,20.549999237060547,20.565000534057617,24233.0,,,,,
2024-08-21,22.049999237060547,22.350000381469727,21.149999618530277,22.049999237060547,26933.0,,,,,
2024-08-22,20.549999237060547,22.799999237060547,20.100000381469727,22.5,46027.0,,,,,
2024-08-23,20.475000381469727,20.700000762939453,19.5,20.399999618530277,20853.0,,,,,
2024-08-26,19.5,20.700000762939453,19.049999237060547,20.700000762939453,21840.0,,,,,
2024-08-27,18.600000381469727,19.649999618530277,17.700000762939453,19.049999237060547,28533.0,,,,,
2024-08-28,18.0,19.049999237060547,18.0,18.899999618530277,10000.0,,,,,
2024-08-29,19.200000762939453,19.5,18.0,18.149999618530277,11933.0,,,,,
2024-08-30,18.600000381469727,19.5,18.600000381469727,19.200000762939453,13280.0,,,,,
2024-09-03,17.399999618530273,18.88500022888184,16.350000381469727,18.600000381469727,47500.0,,,,,
2024-09-04,16.950000762939453,17.399999618530273,16.5,17.399999618530273,11987.0,,,,,
2024-09-05,16.799999237060547,17.219999313354492,16.5,16.950000762939453,6773.0,,,,,
2024-09-06,16.350000381469727,16.799999237060547,16.350000381469727,16.799999237060547,17280.0,,,,,
2024-09-09,17.399999618530273,17.549999237060547,16.350000381469727,16.350000381469727,16553.0,,,,,
2024-09-10,17.399999618530273,17.700000762939453,16.799999237060547,17.399999618530273,7213.0,,,,,
2024-09-11,18.450000762939453,18.450000762939453,17.399999618530273,17.399999618530273,10760.0,,,,,
2024-09-12,17.850000381469727,18.600000381469727,17.700000762939453,18.600000381469727,5300.0,,,,,
2024-09-13,17.399999618530273,18.299999237060547,17.25,18.299999237060547,5840.0,,,,,
2024-09-16,17.399999618530273,17.700000762939453,17.25,17.25,4820.0,,,,,
2024-09-17,17.100000381469727,17.549999237060547,16.950000762939453,17.549999237060547,10113.0,,,,,
2024-09-18,16.799999237060547,17.25,16.799999237060547,17.25,6260.0,,,,,
2024-09-19,16.950000762939453,17.100000381469727,16.799999237060547,16.950000762939453,3340.0,,,,,
2024-09-20,17.25,17.399999618530273,16.799999237060547,17.100000381469727,3293.0,,,,,
2024-09-23,17.399999618530273,17.549999237060547,17.100000381469727,17.549999237060547,4073.0,,,,,
2024-09-24,17.100000381469727,17.700000762939453,16.950000762939453,17.25,7240.0,,,,,
2024-09-25,16.799999237060547,17.549999237060547,16.350000381469727,16.950000762939453,11107.0,,,,,
2024-09-26,16.5,16.950000762939453,16.350000381469727,16.950000762939453,12913.0,,,,,
2024-09-27,16.799999237060547,16.799999237060547,16.200000762939453,16.649999618530273,18667.0,,,,,
2024-09-30,17.100000381469727,17.25,16.5,16.5,6560.0,,,,,
2024-10-01,16.649999618530273,17.25,16.649999618530273,16.934999465942383,9160.0,,,,,
2024-10-02,17.700000762939453,17.700000762939453,16.350000381469727,16.799999237060547,11933.0,,,,,
2024-10-03,17.399999618530273,17.549999237060547,17.100000381469727,17.25,3847.0,,,,,
2024-10-04,17.25,17.549999237060547,16.799999237060547,17.549999237060547,6827.0,,,,,
2024-10-07,16.649999618530273,17.100000381469727,16.5,17.100000381469727,9247.0,,,,,
2024-10-08,16.5,16.950000762939453,16.350000381469727,16.799999237060547,7280.0,,,,,
2024-10-09,16.649999618530273,16.799999237060547,16.5,16.799999237060547,5287.0,,,,,
2024-10-10,16.5,17.100000381469727,16.350000381469727,16.950000762939453,7507.0,,,,,
2024-10-11,16.649999618530273,16.649999618530273,16.200000762939453,16.649999618530273,7627.0,,,,,
2024-10-14,17.399999618530273,17.549999237060547,16.350000381469727,16.5,16833.0,,,,,
2024-10-15,17.549999237060547,18.0,17.25,17.25,17780.0,,,,,
2024-10-16,18.299999237060547,18.450000762939453,17.399999618530273,17.700000762939453,12633.0,,,,,
2024-10-17,18.299999237060547,18.75,17.700000762939453,18.299999237060547,11720.0,,,,,
2024-10-18,18.0,18.600000381469727,18.0,18.0,7040.0,,,,,
2024-10-21,17.399999618530273,18.299999237060547,17.100000381469727,18.149999618530277,6947.0,,,,,
2024-10-22,17.850000381469727,17.850000381469727,17.100000381469727,17.399999618530273,5300.0,,,,,
2024-10-23,17.399999618530273,17.700000762939453,17.100000381469727,17.549999237060547,5260.0,,,,,
2024-10-24,18.600000381469727,18.600000381469727,17.100000381469727,17.549999237060547,9747.0,,,,,
2024-10-25,17.850000381469727,18.600000381469727,17.549999237060547,18.600000381469727,7380.0,,,,,
2024-10-28,18.0,18.450000762939453,17.549999237060547,18.149999618530277,8600.0,,,,,
2024-10-29,17.475000381469727,18.299999237060547,17.415000915527344,17.850000381469727,6973.0,,,,,
2024-10-30,17.549999237060547,17.549999237060547,17.25,17.415000915527344,5127.0,,,,,
2024-10-31,17.700000762939453,18.0,17.399999618530273,17.399999618530273,8313.0,,,,,
2024-11-01,17.850000381469727,17.850000381469727,17.399999618530273,17.549999237060547,3073.0,,,,,
2024-11-04,17.475000381469727,18.149999618530277,16.950000762939453,18.149999618530277,5293.0,,,,,
2024-11-05,17.399999618530273,17.700000762939453,17.06999969482422,17.399999618530273,4647.0,,,,,
