Date,Close,High,Low,Open,Volume,"('Close', 'TDIC')","('High', 'TDIC')","('Low', 'TDIC')","('Open', 'TDIC')","('Volume', 'TDIC')"
2025-08-22,3.950000047683716,3.950000047683716,3.7690000534057617,3.859999895095825,4800.0,,,,,
2025-08-25,3.990000009536743,4.019999980926514,3.920000076293945,3.9700000286102295,4500.0,,,,,
2025-08-26,3.9600000381469727,3.9800000190734863,3.759999990463257,3.950000047683716,10800.0,,,,,
2025-08-27,3.799999952316284,3.950000047683716,3.7899999618530273,3.910000085830689,45400.0,,,,,
2025-08-28,3.806999921798706,3.809999942779541,3.75,3.759999990463257,16800.0,,,,,
2025-08-29,3.829999923706055,3.829999923706055,3.660000085830689,3.660000085830689,6500.0,,,,,
2025-09-02,3.799999952316284,3.849999904632568,3.75,3.759999990463257,11700.0,,,,,
2025-09-03,3.9800000190734863,3.990000009536743,3.4600000381469727,3.490000009536743,26800.0,,,,,
2025-09-04,3.75,3.9600000381469727,3.75,3.809999942779541,2600.0,,,,,
2025-09-05,3.7300000190734863,3.799999952316284,3.4800000190734863,3.75,1900.0,,,,,
2025-09-08,3.799999952316284,3.950000047683716,3.4800000190734863,3.4800000190734863,27800.0,,,,,
2025-09-09,3.760999917984009,3.799999952316284,3.624000072479248,3.799999952316284,7300.0,,,,,
2025-09-10,3.819999933242798,3.940000057220459,3.6480000019073486,3.734999895095825,3400.0,,,,,
2025-09-11,3.849999904632568,3.880000114440918,3.6050000190734863,3.7200000286102295,24500.0,,,,,
2025-09-12,3.848000049591065,3.900000095367432,3.690000057220459,3.690000057220459,2500.0,,,,,
2025-09-15,3.9700000286102295,3.9700000286102295,3.799999952316284,3.872999906539917,16900.0,,,,,
2025-09-16,3.913000106811523,3.9800000190734863,3.7100000381469727,3.75,8400.0,,,,,
2025-09-17,3.910000085830689,3.9700000286102295,3.650000095367432,3.670000076293945,7200.0,,,,,
2025-09-18,3.900000095367432,3.930000066757202,3.680000066757202,3.680000066757202,13800.0,,,,,
2025-09-19,3.7699999809265137,3.930000066757202,3.7699999809265137,3.890000104904175,63400.0,,,,,
2025-09-22,3.900000095367432,4.0,3.5199999809265137,3.900000095367432,29200.0,,,,,
2025-09-23,4.460000038146973,4.590000152587891,3.950000047683716,3.950000047683716,23100.0,,,,,
2025-09-24,5.159999847412109,5.425000190734863,4.099999904632568,4.150000095367432,23000.0,,,,,
2025-09-25,5.488999843597412,5.882999897003174,5.013000011444092,5.169000148773193,22200.0,,,,,
2025-09-26,5.664000034332275,6.75,4.829999923706055,5.679999828338623,1070400.0,,,,,
2025-09-29,5.599999904632568,5.849999904632568,5.599999904632568,5.710000038146973,97200.0,,,,,
2025-09-30,5.71999979019165,5.800000190734863,5.400000095367432,5.550000190734863,158800.0,,,,,
2025-10-01,5.65399980545044,5.71999979019165,5.599999904632568,5.619999885559082,7500.0,,,,,
2025-10-02,6.710000038146973,6.710000038146973,5.650000095367432,5.75,2861800.0,,,,,
2025-10-03,6.980000019073486,7.389999866485596,6.010000228881836,6.699999809265137,7278100.0,,,,,
2025-10-06,7.159999847412109,7.300000190734863,6.199999809265137,6.860000133514404,3586700.0,,,,,
2025-10-07,7.269999980926514,7.900000095367432,6.800000190734863,7.099999904632568,5837200.0,,,,,
2025-10-08,6.309999942779541,6.650000095367432,4.5,6.559999942779541,2373900.0,,,,,
2025-10-09,6.099999904632568,6.550000190734863,5.53000020980835,5.53000020980835,1230900.0,,,,,
2025-10-10,1.159999966621399,6.110000133514404,0.843999981880188,6.079999923706055,19433900.0,,,,,
2025-10-13,1.0099999904632568,1.1200000047683716,0.6019999980926514,0.8220000267028809,12980300.0,,,,,
2025-10-14,0.75,0.9300000071525574,0.6669999957084656,0.8700000047683716,2716600.0,,,,,
2025-10-15,0.7099999785423279,0.8199999928474426,0.6909999847412109,0.75,988900.0,,,,,
2025-10-16,0.5350000262260437,0.699999988079071,0.5230000019073486,0.6940000057220459,1409800.0,,,,,
2025-10-17,0.6299999952316284,0.6710000038146973,0.5649999976158142,0.6690000295639038,16529800.0,,,,,
2025-10-20,,,,,,0.6000000238418579,0.6600000262260437,0.5799999833106995,0.6119999885559082,789000.0
2025-10-21,,,,,,0.5929999947547913,0.6000000238418579,0.5509999990463257,0.5600000023841858,536600.0
2025-10-22,,,,,,0.593999981880188,0.6179999709129333,0.5659999847412109,0.5799999833106995,676400.0
2025-10-23,,,,,,0.5199999809265137,0.5559999942779541,0.4950000047683716,0.5360000133514404,1171700.0
2025-10-24,,,,,,0.4300000071525574,0.5099999904632568,0.421999990940094,0.47999998927116394,2209100.0
2025-10-27,,,,,,0.41999998688697815,0.4339999854564667,0.4099999964237213,0.4099999964237213,801200.0
2025-10-28,,,,,,0.5099999904632568,0.75,0.4000000059604645,0.4000000059604645,34764000.0
2025-10-29,,,,,,0.49300000071525574,0.5879999995231628,0.49000000953674316,0.515999972820282,1817600.0
2025-10-30,,,,,,0.47999998927116394,0.49000000953674316,0.4300000071525574,0.44699999690055847,423300.0
2025-10-31,,,,,,0.5,0.5199999809265137,0.47999998927116394,0.5199999809265137,345600.0
2025-11-03,,,,,,0.49000000953674316,0.5,0.46000000834465027,0.47099998593330383,332800.0
2025-11-04,,,,,,0.5170000195503235,0.5249999761581421,0.47200000286102295,0.49000000953674316,474300.0
2025-11-05,,,,,,0.5199999809265137,0.5249999761581421,0.47999998927116394,0.4869999885559082,340200.0
2025-11-06,,,,,,0.48100000619888306,0.5090000033378601,0.4749999940395355,0.47999998927116394,91800.0
2025-11-07,,,,,,0.49000000953674316,0.49000000953674316,0.460999995470047,0.48100000619888306,184400.0
2025-11-10,,,,,,0.48500001430511475,0.4880000054836273,0.44999998807907104,0.44999998807907104,146300.0
2025-11-11,,,,,,0.48899999260902405,0.49000000953674316,0.46000000834465027,0.47099998593330383,203600.0
2025-11-12,,,,,,0.47699999809265137,0.5009999871253967,0.46399998664855957,0.4650000035762787,241400.0
2025-11-13,,,,,,0.4699999988079071,0.4699999988079071,0.41200000047683716,0.4650000035762787,228500.0
2025-11-14,,,,,,0.42399999499320984,0.44699999690055847,0.41600000858306885,0.4449999928474426,226900.0
2025-11-17,,,,,,0.34299999475479126,0.4320000112056732,0.32100000977516174,0.42399999499320984,487300.0
2025-11-18,,,,,,0.32600000500679016,0.3709999918937683,0.28999999165534973,0.34299999475479126,798300.0
2025-11-19,,,,,,0.2800000011920929,0.3089999854564667,0.2770000100135803,0.30799999833106995,401800.0
2025-11-20,,,,,,0.25200000405311584,0.30000001192092896,0.25,0.29600000381469727,431700.0
2025-11-21,,,,,,0.2809999883174896,0.30000001192092896,0.23000000417232513,0.2619999945163727,951700.0
2025-11-24,,,,,,0.28600001335144043,0.3100000023841858,0.2809999883174896,0.2840000092983246,133900.0
2025-11-25,,,,,,0.30000001192092896,0.3100000023841858,0.2849999964237213,0.2849999964237213,73700.0
2025-11-26,,,,,,0.3240000009536743,0.335999995470047,0.30000001192092896,0.3100000023841858,197200.0
2025-11-28,,,,,,0.35600000619888306,0.35600000619888306,0.3240000009536743,0.3240000009536743,340500.0
2025-12-01,,,,,,0.32499998807907104,0.35100001096725464,0.3199999928474426,0.3479999899864197,241700.0
2025-12-02,,,,,,0.32600000500679016,0.3440000116825104,0.29499998688697815,0.3149999976158142,46200.0
2025-12-03,,,,,,0.2759999930858612,0.33399999141693115,0.27000001072883606,0.33399999141693115,189300.0
2025-12-04,,,,,,0.2809999883174896,0.296999990940094,0.2800000011920929,0.2800000011920929,107100.0
2025-12-05,,,,,,0.39399999380111694,0.46399998664855957,0.34299999475479126,0.4059999883174896,107227700.0
2025-12-08,,,,,,0.38999998569488525,0.42800000309944153,0.35199999809265137,0.4189999997615814,3462600.0
2025-12-09,,,,,,0.39800000190734863,0.41100001335144043,0.37299999594688416,0.37299999594688416,1218100.0
2025-12-10,,,,,,0.36399999260902405,0.39800000190734863,0.3610000014305115,0.3790000081062317,579900.0
2025-12-11,,,,,,0.2939999997615814,0.3479999899864197,0.2809999883174896,0.3449999988079071,713000.0
2025-12-12,,,,,,0.2939999997615814,0.31700000166893005,0.2879999876022339,0.3070000112056732,236300.0
2025-12-15,,,,,,0.26899999380111694,0.289000004529953,0.2630000114440918,0.2849999964237213,251000.0
2025-12-16,,,,,,0.2540000081062317,0.2669999897480011,0.25200000405311584,0.26100000739097595,96200.0
2025-12-17,,,,,,0.25699999928474426,0.2669999897480011,0.25099998712539673,0.2590000033378601,76800.0
2025-12-18,,,,,,0.2409999966621399,0.25,0.23600000143051147,0.25,198200.0
2025-12-19,,,,,,0.23199999332427979,0.23999999463558197,0.22599999606609344,0.22599999606609344,249400.0
2025-12-22,,,,,,0.23399999737739563,0.23899999260902405,0.22100000083446503,0.23000000417232513,200800.0
2025-12-23,,,,,,0.22010000050067902,0.2289000004529953,0.2076999992132187,0.2076999992132187,89454.0
