Date,Close,High,Low,Open,Volume,"('Close', 'CALM')","('High', 'CALM')","('Low', 'CALM')","('Open', 'CALM')","('Volume', 'CALM')"
2024-06-03,55.62655258178711,56.42745942967653,55.27160621506153,56.30004314129643,612900.0,,,,,
2024-06-04,55.34442138671875,55.9177947246275,54.99857467127352,55.18059944107805,591600.0,,,,,
2024-06-05,52.85978698730469,55.280706768427805,52.75057005510367,55.280706768427805,517600.0,,,,,
2024-06-06,53.405860900878906,53.87002073860613,52.50484025232974,52.62315686658708,494000.0,,,,,
2024-06-07,52.88709259033203,53.33304960492596,52.51394339631458,53.21473646250999,265800.0,,,,,
2024-06-10,52.759674072265625,52.996303818937584,52.26820828475461,52.48663520909282,471800.0,,,,,
2024-06-11,53.30574417114258,53.52417456451215,52.39562389713047,52.46843518553143,329400.0,,,,,
2024-06-12,53.29664611816406,54.0156385179238,53.07821571814627,53.84271691045839,255100.0,,,,,
2024-06-13,53.55147552490234,53.83361405160916,53.05091008292779,53.2147320052952,306900.0,,,,,
2024-06-14,53.3603515625,53.58788162641944,52.90529143466112,53.287540275565824,331000.0,,,,,
2024-06-17,53.41495513916016,54.279570053488776,52.98720099118341,53.41495513916016,528600.0,,,,,
2024-06-18,53.63338851928711,54.08844866048464,53.22383369784266,53.34215030666736,549400.0,,,,,
2024-06-20,52.94169616699219,54.35238540899188,52.82338302775142,53.38765664145125,511300.0,,,,,
2024-06-21,53.032711029052734,53.43316271671578,52.386526440380514,52.877988770565416,2373100.0,,,,,
2024-06-24,55.39902114868164,55.59924872371589,53.32394799590272,53.32394799590272,546500.0,,,,,
2024-06-25,55.33531188964844,56.03610491629626,55.0531768270651,55.67205541845757,532400.0,,,,,
2024-06-26,55.15328979492188,55.7630722123718,54.607218993718085,54.78924375139718,553500.0,,,,,
2024-06-27,55.044071197509766,55.98149392518972,54.74373332639703,55.289804076692825,411600.0,,,,,
2024-06-28,55.617454528808594,55.88139026062927,55.26250815172804,55.32621629777667,1998000.0,,,,,
2024-07-01,57.13734817504883,57.23746195802644,55.69025683890254,55.94509286970915,508400.0,,,,,
2024-07-02,56.26364135742188,57.16466205712216,56.05431408759597,57.04634543614796,358100.0,,,,,
