Date,Close,High,Low,Open,Volume,"('Close', 'FCX')","('High', 'FCX')","('Low', 'FCX')","('Open', 'FCX')","('Volume', 'FCX')"
2024-06-03,50.95161819458008,52.03840386520656,50.43270025960231,52.03840386520656,10249400.0,,,,,
2024-06-04,48.66054916381836,49.98231306950495,47.39752799665981,49.96273091169071,24814600.0,,,,,
2024-06-05,49.43402862548828,49.551517839919214,48.62138586629693,48.95427508628024,12639500.0,,,,,
2024-06-06,50.17813491821289,50.20750628982148,48.85637090701621,49.61026350101343,11009100.0,,,,,
2024-06-07,48.23954391479492,48.758458044105645,47.8087476314912,48.61159745737055,16056400.0,,,,,
2024-06-10,48.95428466796875,49.16968471568078,48.36683474591933,48.47453103485983,11051100.0,,,,,
2024-06-11,48.30807876586914,48.40598582199742,47.27024679030142,47.88707170167095,10672900.0,,,,,
2024-06-12,48.171016693115234,50.197723772543405,47.896870160183326,49.79629878905559,10109900.0,,,,,
2024-06-13,46.98632049560547,48.08289534302595,46.61426691463745,48.08289534302595,12397800.0,,,,,
2024-06-14,47.10380935668945,48.16121987472543,46.38907730863847,46.71217361820786,8370200.0,,,,,
2024-06-17,46.271583557128906,46.49677653061075,45.5960158414288,46.36949435753735,11361400.0,,,,,
2024-06-18,46.69258499145508,46.917774202675794,45.89952814648532,46.17367088450799,9008900.0,,,,,
2024-06-20,48.32766342163086,48.503899119701366,47.21150649046096,47.475860037566726,14675800.0,,,,,
2024-06-21,48.52348327636719,48.77804388688402,47.20171548642846,48.06331185302758,18825000.0,,,,,
2024-06-24,49.32633590698242,49.65922517612517,48.32766809955419,48.43536811823498,11347400.0,,,,,
2024-06-25,48.8367919921875,48.98365259490237,48.4353670355691,48.91511689998571,7944700.0,,,,,
2024-06-26,48.43536758422852,48.944492562887504,47.97519614036235,48.81721038449393,8416200.0,,,,,
2024-06-27,47.309417724609375,48.65076400275821,47.16255338495802,48.61160341577778,8987900.0,,,,,
2024-06-28,47.58356094360352,48.45495030664098,47.32900031878173,48.17101457267086,12546100.0,,,,,
2024-07-01,47.39752960205078,48.65075786529268,47.22129391066804,48.0926794208856,6817200.0,,,,,
2024-07-02,47.69125747680664,47.7695861155904,46.70238268910956,46.87861839145796,8470200.0,,,,,
2024-07-03,49.5906867980957,50.090018807351136,48.376619018955736,48.376619018955736,8913700.0,,,,,
2024-07-05,50.44248962402344,50.75579671141553,49.96273604556456,50.04106468487012,8300600.0,,,,,
2024-07-08,50.060646057128906,50.30541744873537,49.47319247632439,50.04106389761059,9030800.0,,,,,
2024-07-09,49.737548828125,50.716634449682246,49.59068822584056,49.99211318128242,9349900.0,,,,,
2024-07-10,50.511024475097656,50.88307803577533,49.68859245065572,49.87461736353704,9197100.0,,,,,
2024-07-11,50.43269348144531,50.85370055375175,49.8746150339535,50.55997564479525,8219400.0,,,,,
2024-07-12,50.20751190185547,50.88308340368632,50.04106913091567,50.86350124212009,8004100.0,,,,,
2024-07-15,49.51031494140625,50.109309852745966,48.80330780886134,49.6968893375841,9112900.0,,,,,
2024-07-16,49.1666374206543,49.26483172362408,47.76243716212563,48.57746411109051,11035800.0,,,,,
2024-07-17,47.62495803833008,49.176453314710784,47.49730246278521,49.05861566995916,12056600.0,,,,,
2024-07-18,45.09150314331055,47.16343482771549,44.70854017716403,47.04560093333317,17498900.0,,,,,
2024-07-19,45.071868896484375,45.4646498071148,44.6496267017994,44.85583696082078,9671000.0,,,,,
2024-07-22,45.17987823486328,45.30753380195987,44.63980217604644,45.02276513146435,12381400.0,,,,,
2024-07-23,44.4532356262207,44.67908549901877,42.7544488688396,44.18810653749109,18792700.0,,,,,
2024-07-24,43.38290023803711,44.93439176919268,43.32398141563673,44.7674607245331,18534000.0,,,,,
2024-07-25,43.72658157348633,44.4434103497549,42.489316338828544,43.225784721472245,16904600.0,,,,,
2024-07-26,44.18810272216797,44.67908164130317,43.56946823521349,44.62016282249306,10390500.0,,,,,
2024-07-29,43.57929611206055,44.00153834226624,43.333806617562935,43.68731208897909,9192600.0,,,,,
2024-07-30,43.0588493347168,43.43199435885316,42.70534766255123,43.0981285469147,11608700.0,,,,,
2024-07-31,44.59070587158203,45.533384509691466,44.30593719573483,45.17987908393245,13050800.0,,,,,
2024-08-01,42.84282302856445,44.62016438053696,42.4009412367388,44.30593816098805,12260100.0,,,,,
2024-08-02,41.21277618408203,42.49913869572729,40.878910332673705,42.49913869572729,17152400.0,,,,,
2024-08-05,40.13262176513672,40.240637742737576,38.37491982029373,39.27831936773281,26149100.0,,,,,
