Date,Close,High,Low,Open,Volume,"('Close', 'DCGO')","('High', 'DCGO')","('Low', 'DCGO')","('Open', 'DCGO')","('Volume', 'DCGO')"
2024-06-03,2.930000066757202,3.039999961853028,2.9100000858306885,2.9600000381469727,537500.0,,,,,
2024-06-04,2.869999885559082,2.950000047683716,2.859999895095825,2.950000047683716,811300.0,,,,,
2024-06-05,3.0299999713897705,3.0299999713897705,2.7850000858306885,2.890000104904175,1262500.0,,,,,
2024-06-06,3.220000028610229,3.220000028610229,3.009999990463257,3.009999990463257,678600.0,,,,,
2024-06-07,3.109999895095825,3.1600000858306885,3.009999990463257,3.1600000858306885,923000.0,,,,,
2024-06-10,3.200000047683716,3.2249999046325684,3.039999961853028,3.059999942779541,509500.0,,,,,
2024-06-11,3.2300000190734863,3.240000009536743,3.065000057220459,3.150000095367432,813700.0,,,,,
2024-06-12,3.150000095367432,3.319999933242798,3.150000095367432,3.2799999713897705,922100.0,,,,,
2024-06-13,2.950000047683716,3.1700000762939453,2.9100000858306885,3.150000095367432,557700.0,,,,,
2024-06-14,2.890000104904175,3.002000093460083,2.815000057220459,2.940000057220459,918600.0,,,,,
2024-06-17,3.130000114440918,3.180000066757202,2.859999895095825,2.890000104904175,945600.0,,,,,
2024-06-18,3.130000114440918,3.240000009536743,3.049999952316284,3.0799999237060547,741200.0,,,,,
2024-06-20,3.0799999237060547,3.140000104904175,2.950000047683716,3.0799999237060547,924900.0,,,,,
2024-06-21,3.0899999141693115,3.180000066757202,3.059999942779541,3.0999999046325684,1624400.0,,,,,
2024-06-24,3.049999952316284,3.299999952316284,3.0299999713897705,3.140000104904175,658200.0,,,,,
2024-06-25,3.0,3.095000028610229,2.970000028610229,3.049999952316284,571200.0,,,,,
2024-06-26,3.069999933242798,3.109999895095825,2.940000057220459,2.990000009536743,845700.0,,,,,
2024-06-27,3.2100000381469727,3.2799999713897705,3.055000066757202,3.0899999141693115,981600.0,,,,,
2024-06-28,3.0899999141693115,3.2100000381469727,3.0450000762939453,3.2100000381469727,6255900.0,,,,,
2024-07-01,2.930000066757202,3.180000066757202,2.9200000762939453,3.0999999046325684,808000.0,,,,,
2024-07-02,2.990000009536743,2.990000009536743,2.884999990463257,2.9800000190734863,816500.0,,,,,
2024-07-03,2.940000057220459,2.997999906539917,2.9049999713897705,2.9800000190734863,239700.0,,,,,
2024-07-05,2.9200000762939453,2.940000057220459,2.869999885559082,2.940000057220459,575400.0,,,,,
2024-07-08,2.950000047683716,3.059999942779541,2.940000057220459,2.950000047683716,642700.0,,,,,
2024-07-09,2.8399999141693115,2.9600000381469727,2.819999933242798,2.9600000381469727,961100.0,,,,,
2024-07-10,2.8399999141693115,2.880000114440918,2.75,2.8499999046325684,633400.0,,,,,
2024-07-11,3.039999961853028,3.069999933242798,2.869999885559082,2.900000095367432,1403400.0,,,,,
2024-07-12,3.109999895095825,3.1449999809265137,3.069999933242798,3.069999933242798,1085400.0,,,,,
2024-07-15,3.109999895095825,3.2100000381469727,3.109999895095825,3.109999895095825,760400.0,,,,,
2024-07-16,3.400000095367432,3.4200000762939453,3.150000095367432,3.150000095367432,1066100.0,,,,,
2024-07-17,3.4600000381469727,3.4800000190734863,3.3399999141693115,3.3399999141693115,768300.0,,,,,
2024-07-18,3.2100000381469727,3.5299999713897705,3.2100000381469727,3.470000028610229,526900.0,,,,,
2024-07-19,3.0899999141693115,3.2300000190734863,3.0799999237060547,3.220000028610229,310400.0,,,,,
2024-07-22,3.2300000190734863,3.25,3.0299999713897705,3.109999895095825,381100.0,,,,,
2024-07-23,3.319999933242798,3.390000104904175,3.1700000762939453,3.200000047683716,345600.0,,,,,
2024-07-24,3.25,3.345000028610229,3.234999895095825,3.289999961853028,377500.0,,,,,
2024-07-25,3.549999952316284,3.5999999046325684,3.2300000190734863,3.25,800700.0,,,,,
2024-07-26,3.740000009536743,3.740000009536743,3.569999933242798,3.660000085830689,1280300.0,,,,,
2024-07-29,3.650000095367432,3.7899999618530273,3.5999999046325684,3.7300000190734863,533600.0,,,,,
2024-07-30,3.670000076293945,3.740999937057495,3.5999999046325684,3.650000095367432,320700.0,,,,,
2024-07-31,3.630000114440918,3.7699999809265137,3.5450000762939453,3.7100000381469727,567600.0,,,,,
2024-08-01,3.4800000190734863,3.670000076293945,3.390000104904175,3.640000104904175,700000.0,,,,,
2024-08-02,3.25,3.470000028610229,3.2100000381469727,3.3399999141693115,533200.0,,,,,
2024-08-05,3.0999999046325684,3.119999885559082,2.984999895095825,3.0199999809265137,574000.0,,,,,
2024-08-06,3.069999933242798,3.259999990463257,2.990000009536743,3.0899999141693115,1036500.0,,,,,
2024-08-07,2.990000009536743,3.180000066757202,2.9600000381469727,3.180000066757202,389300.0,,,,,
2024-08-08,3.630000114440918,3.920000076293945,3.244999885559082,3.2799999713897705,1503400.0,,,,,
2024-08-09,3.539999961853028,3.7699999809265137,3.4200000762939453,3.630000114440918,458200.0,,,,,
2024-08-12,3.309999942779541,3.630000114440918,3.289999961853028,3.609999895095825,397300.0,,,,,
2024-08-13,3.3499999046325684,3.440000057220459,3.2699999809265137,3.319999933242798,284200.0,,,,,
2024-08-14,3.25,3.414999961853028,3.150000095367432,3.3499999046325684,790100.0,,,,,
2024-08-15,3.640000104904175,3.680000066757202,3.3299999237060547,3.390000104904175,750200.0,,,,,
2024-08-16,3.5,3.7100000381469727,3.484999895095825,3.630000114440918,644000.0,,,,,
2024-08-19,3.5199999809265137,3.5799999237060547,3.450000047683716,3.450000047683716,621300.0,,,,,
2024-08-20,3.5199999809265137,3.5799999237060547,3.345000028610229,3.490000009536743,427700.0,,,,,
2024-08-21,3.619999885559082,3.619999885559082,3.440000057220459,3.5999999046325684,341500.0,,,,,
2024-08-22,3.4600000381469727,3.609999895095825,3.444999933242798,3.609999895095825,353100.0,,,,,
2024-08-23,3.7200000286102295,3.786999940872192,3.4600000381469727,3.509999990463257,457700.0,,,,,
2024-08-26,3.740000009536743,3.7699999809265137,3.640000104904175,3.75,381800.0,,,,,
