Date,Close,High,Low,Open,Volume,"('Close', 'AEO')","('High', 'AEO')","('Low', 'AEO')","('Open', 'AEO')","('Volume', 'AEO')"
2024-06-03,21.08133316040039,21.65084277136537,20.853529678098628,21.03387478049545,6825400.0,,,,,
2024-06-04,20.50233268737793,20.967431675654893,20.50233268737793,20.891497183903983,4767100.0,,,,,
2024-06-05,20.58776092529297,20.97692545411228,20.35995743113688,20.64471134622668,5213300.0,,,,,
2024-06-06,20.44538307189941,20.796579431093832,20.132151244435672,20.454873299621504,4418500.0,,,,,
2024-06-07,20.30300521850586,20.549792790007864,20.170120299397567,20.36944767806001,3225300.0,,,,,
2024-06-10,19.695528030395508,20.132150915320203,19.61959353691203,20.07520049781288,6179500.0,,,,,
2024-06-11,19.74298667907715,20.122660962091874,19.629085842509657,19.73349645138082,5269400.0,,,,,
2024-06-12,19.856889724731445,20.597252418968992,19.83790564811533,20.17961178552054,5357300.0,,,,,
2024-06-13,19.828413009643555,20.037234225257805,19.686036060174565,19.81892097162281,3693300.0,,,,,
2024-06-14,19.50568962097168,19.8189196124914,19.38229675600616,19.58162410950916,4570400.0,,,,,
2024-06-17,19.809431076049805,19.913839875185797,19.239921458207128,19.448740866900277,5216300.0,,,,,
2024-06-18,19.6480712890625,19.999267671797156,19.63857925028301,19.72400578887712,4082300.0,,,,,
2024-06-20,18.812788009643555,19.65755945787625,18.442607588134145,19.629085154942352,8673700.0,,,,,
2024-06-21,19.23992156982422,19.34433036956592,18.70837829119611,18.803296863124068,22438000.0,,,,,
2024-06-24,19.619592666625977,19.65755900647304,19.163985725934943,19.42026349856049,4548300.0,,,,,
2024-06-25,19.6480712890625,20.027743788135616,19.46772617309479,19.61959517272404,5421600.0,,,,,
2024-06-26,19.553152084350582,19.63857862020389,19.31585655374056,19.553152084350582,3523300.0,,,,,
2024-06-27,19.07855987548828,19.391789884634782,18.841264359152408,19.23992089901352,4552200.0,,,,,
2024-06-28,18.945674896240234,19.18297043438205,18.651428935862345,18.95516693501646,8944100.0,,,,,
2024-07-01,18.41413307189941,19.22093824939017,18.40464103329114,19.163987828161773,3691100.0,,,,,
2024-07-02,18.376163482666016,18.65142531200984,18.2812449237671,18.442605930768977,4096200.0,,,,,
2024-07-03,18.319211959838867,18.651426023446515,18.24327747190749,18.404638485064293,2211800.0,,,,,
2024-07-05,18.23378562927246,18.509049282475463,18.11988480136992,18.36667234238678,3600600.0,,,,,
2024-07-08,18.812788009643555,18.88872250150244,18.39514739920916,18.40463943699416,5592100.0,,,,,
2024-07-09,19.145002365112305,19.42026422314209,18.755837862449457,18.76532990037064,6249800.0,,,,,
2024-07-10,19.145002365112305,19.29687135100897,18.97414930337328,19.28737931308779,3408100.0,,,,,
2024-07-11,20.132152557373047,20.15113663489761,19.458234099042567,19.657561481786644,5909000.0,,,,,
2024-07-12,20.21331214904785,20.413821219910503,20.06054281282274,20.28014850600207,3125300.0,,,,,
2024-07-15,19.478107452392575,20.24195591044278,19.449464341730245,19.98415698755756,3790900.0,,,,,
2024-07-16,20.413820266723636,20.46156182028611,19.564040646006124,19.70726166438545,4083100.0,,,,,
2024-07-17,19.57358932495117,20.49020531674614,19.506752969860383,20.1560235412922,4124800.0,,,,,
2024-07-18,19.02934837341309,19.76455192254034,18.95296370734493,19.487656369821988,4061700.0,,,,,
2024-07-19,18.93386650085449,19.07708751766529,18.5232982504839,19.048444406995557,3431800.0,,,,,
