Date,Close,High,Low,Open,Volume
2023-11-22 00:00:00,72.0,75.0,69.0,75.0,6381.0
2023-11-24 00:00:00,66.0,75.0,66.0,75.0,7246.0
2023-11-27 00:00:00,60.0,66.0,60.0,66.0,10745.0
2023-11-28 00:00:00,54.0,57.0,54.0,57.0,10670.0
2023-11-29 00:00:00,63.0,63.0,54.0,54.0,15329.0
2023-11-30 00:00:00,63.0,105.0,54.0,81.0,14202.0
2023-12-01 00:00:00,63.0,69.0,57.0,63.0,14487.0
2023-12-04 00:00:00,81.0,90.0,69.0,75.0,67363.0
2023-12-05 00:00:00,78.0,114.0,66.0,102.0,90705.0
2023-12-06 00:00:00,69.0,72.0,63.0,63.0,17841.0
2023-12-07 00:00:00,66.0,69.0,60.0,60.0,16660.0
2023-12-08 00:00:00,57.0,63.0,57.0,63.0,15520.0
2023-12-11 00:00:00,57.0,60.0,57.0,60.0,7443.0
2023-12-12 00:00:00,60.0,60.0,57.0,60.0,8224.0
2023-12-13 00:00:00,60.0,63.0,54.0,63.0,46775.0
2023-12-14 00:00:00,69.0,93.0,63.0,90.0,136267.0
2023-12-15 00:00:00,60.0,66.0,57.0,60.0,27903.0
2023-12-18 00:00:00,60.0,63.0,57.0,63.0,37266.0
2023-12-19 00:00:00,60.0,69.0,60.0,63.0,56351.0
2023-12-20 00:00:00,60.0,63.0,60.0,63.0,16403.0
2023-12-21 00:00:00,57.0,60.0,57.0,60.0,11414.0
2023-12-22 00:00:00,63.0,66.0,57.0,60.0,32842.0
2023-12-26 00:00:00,63.0,69.0,60.0,63.0,42042.0
2023-12-27 00:00:00,53.20000076293945,99.0,53.20000076293945,68.0,284980.0
2023-12-28 00:00:00,54.20000076293945,62.599998474121094,51.599998474121094,61.599998474121094,136400.0
2023-12-29 00:00:00,46.0,52.400001525878906,37.20000076293945,51.79999923706055,51420.0
2024-01-02 00:00:00,41.20000076293945,44.79999923706055,38.400001525878906,43.79999923706055,35820.0
2024-01-03 00:00:00,35.20000076293945,39.79999923706055,34.220001220703125,36.599998474121094,35765.0
2024-01-04 00:00:00,32.20000076293945,35.0,32.0,34.0,25860.0
2024-01-05 00:00:00,38.79999923706055,42.20000076293945,32.0,32.400001525878906,78455.0
2024-01-08 00:00:00,34.400001525878906,37.97999954223633,34.0,37.400001525878906,28395.0
2024-01-09 00:00:00,35.599998474121094,37.400001525878906,33.400001525878906,35.0,16125.0
2024-01-10 00:00:00,34.599998474121094,34.79999923706055,33.0,34.400001525878906,17870.0
2024-01-11 00:00:00,35.20000076293945,37.20000076293945,32.20000076293945,34.79999923706055,19545.0
2024-01-12 00:00:00,33.79999923706055,36.08000183105469,32.79999923706055,36.0,19685.0
2024-01-16 00:00:00,33.599998474121094,34.5,32.599998474121094,33.599998474121094,12440.0
2024-01-17 00:00:00,31.0,33.400001525878906,30.0,33.20000076293945,12335.0
2024-01-18 00:00:00,26.200000762939453,31.0,26.200000762939453,30.399999618530273,17530.0
2024-01-19 00:00:00,25.200000762939453,26.799999237060547,25.0,26.799999237060547,11150.0
2024-01-22 00:00:00,23.0,24.600000381469727,22.600000381469727,24.399999618530273,15060.0
2024-01-23 00:00:00,25.399999618530273,27.0,23.799999237060547,23.799999237060547,12075.0
2024-01-24 00:00:00,23.799999237060547,34.400001525878906,23.200000762939453,33.79999923706055,1481720.0
2024-01-25 00:00:00,26.399999618530273,26.799999237060547,18.8799991607666,21.0,208430.0
2024-01-26 00:00:00,23.0,25.399999618530273,22.399999618530273,23.200000762939453,61725.0
2024-01-29 00:00:00,21.799999237060547,22.0,20.399999618530273,21.0,31745.0
2024-01-30 00:00:00,20.399999618530273,21.399999618530273,20.0,21.200000762939453,17915.0
2024-01-31 00:00:00,18.799999237060547,20.799999237060547,18.399999618530273,20.799999237060547,28965.0
2024-02-01 00:00:00,18.34000015258789,19.15999984741211,17.700000762939453,18.0,23010.0
2024-02-02 00:00:00,21.200000762939453,22.0,17.200000762939453,17.360000610351562,64385.0
2024-02-05 00:00:00,20.399999618530273,21.600000381469727,18.200000762939453,21.399999618530273,16355.0
2024-02-06 00:00:00,19.780000686645508,20.600000381469727,19.68000030517578,19.719999313354492,6695.0
2024-02-07 00:00:00,20.200000762939453,20.799999237060547,19.799999237060547,19.899999618530273,13130.0
2024-02-08 00:00:00,19.299999237060547,20.0,18.799999237060547,20.0,17180.0
2024-02-09 00:00:00,19.139999389648438,19.200000762939453,18.200000762939453,19.18000030517578,13730.0
2024-02-12 00:00:00,19.0,19.700000762939453,18.200000762939453,18.219999313354492,10795.0
2024-02-13 00:00:00,17.84000015258789,19.0,17.780000686645508,18.399999618530273,9280.0
2024-02-14 00:00:00,18.299999237060547,18.600000381469727,17.600000381469727,17.799999237060547,28935.0
2024-02-15 00:00:00,21.0,23.0,18.399999618530273,18.600000381469727,40245.0
2024-02-16 00:00:00,19.420000076293945,20.600000381469727,19.219999313354492,19.959999084472656,20900.0
2024-02-20 00:00:00,18.399999618530273,19.600000381469727,18.200000762939453,19.420000076293945,15915.0
2024-02-21 00:00:00,18.260000228881836,19.0,17.68000030517578,18.34000015258789,20245.0
2024-02-22 00:00:00,17.600000381469727,18.579999923706055,17.540000915527344,18.200000762939453,10240.0
2024-02-23 00:00:00,19.799999237060547,23.0,17.0,17.520000457763672,116925.0
2024-02-26 00:00:00,18.600000381469727,19.700000762939453,18.399999618530273,19.0,10370.0
2024-02-27 00:00:00,16.3799991607666,19.0,16.200000762939453,18.639999389648438,62865.0
2024-02-28 00:00:00,14.199999809265137,17.280000686645508,14.140000343322754,16.899999618530273,102230.0
2024-02-29 00:00:00,15.979999542236328,16.600000381469727,14.779999732971191,15.880000114440918,1037090.0
2024-03-01 00:00:00,20.0,27.399999618530273,18.0,24.399999618530273,2831095.0
2024-03-04 00:00:00,17.540000915527344,19.399999618530273,17.040000915527344,19.15999984741211,232925.0
2024-03-05 00:00:00,17.0,17.399999618530273,16.0,16.799999237060547,130210.0
2024-03-06 00:00:00,15.34000015258789,16.940000534057617,15.0,16.940000534057617,88460.0
2024-03-07 00:00:00,19.68000030517578,21.0,15.0,15.380000114440918,277830.0
2024-03-08 00:00:00,16.459999084472656,17.520000457763672,16.0,17.200000762939453,92755.0
2024-03-11 00:00:00,16.959999084472656,18.979999542236328,15.600000381469727,16.260000228881836,141610.0
2024-03-12 00:00:00,16.139999389648438,16.739999771118164,16.020000457763672,16.739999771118164,39725.0
2024-03-13 00:00:00,15.600000381469727,16.6200008392334,15.399999618530273,16.079999923706055,31440.0
2024-03-14 00:00:00,15.300000190734863,15.800000190734863,14.899999618530273,15.399999618530273,40695.0
2024-03-15 00:00:00,15.300000190734863,15.859999656677246,15.300000190734863,15.399999618530273,16700.0
2024-03-18 00:00:00,15.640000343322754,15.65999984741211,15.0,15.5,21200.0
2024-03-19 00:00:00,14.699999809265137,15.300000190734863,14.600000381469727,15.0600004196167,24380.0
2024-03-20 00:00:00,14.239999771118164,15.0,14.0,14.640000343322754,31035.0
2024-03-21 00:00:00,14.399999618530273,14.619999885559082,14.039999961853027,14.5,20670.0
2024-03-22 00:00:00,13.9399995803833,14.600000381469727,13.0,14.399999618530273,28900.0
2024-03-25 00:00:00,13.020000457763672,14.0,13.0,14.0,28920.0
2024-03-26 00:00:00,14.140000343322754,14.920000076293945,13.399999618530273,13.600000381469727,52785.0
2024-03-27 00:00:00,13.960000038146973,14.199999809265137,13.420000076293945,14.199999809265137,20350.0
2024-03-28 00:00:00,13.640000343322754,13.979999542236328,13.399999618530273,13.779999732971191,14450.0
2024-04-01 00:00:00,13.760000228881836,14.239999771118164,13.239999771118164,13.65999984741211,15035.0
2024-04-02 00:00:00,13.699999809265137,14.199999809265137,13.260000228881836,13.800000190734863,18400.0
2024-04-03 00:00:00,13.359999656677246,13.600000381469727,13.0600004196167,13.260000228881836,22700.0
2024-04-04 00:00:00,13.0,13.779999732971191,13.0,13.300000190734863,19545.0
2024-04-05 00:00:00,12.600000381469727,13.34000015258789,12.4399995803833,13.100000381469727,23345.0
2024-04-08 00:00:00,12.0,13.039999961853027,11.680000305175781,12.399999618530273,25635.0
2024-04-09 00:00:00,11.819999694824219,12.5,11.800000190734863,12.0600004196167,14155.0
2024-04-10 00:00:00,11.640000343322754,12.5,11.600000381469727,12.079999923706055,22290.0
2024-04-11 00:00:00,11.380000114440918,11.800000190734863,11.199999809265137,11.800000190734863,14385.0
2024-04-12 00:00:00,10.220000267028809,11.399999618530273,10.199999809265137,11.399999618530273,24945.0
2024-04-15 00:00:00,10.020000457763672,10.399999618530273,10.0,10.319999694824219,11435.0
2024-04-16 00:00:00,8.779999732971191,10.199999809265137,8.399999618530273,10.0,41140.0
2024-04-17 00:00:00,8.239999771118164,8.739999771118164,8.0600004196167,8.579999923706055,25870.0
2024-04-18 00:00:00,7.699999809265137,8.15999984741211,7.019999980926514,8.100000381469727,46070.0
2024-04-19 00:00:00,7.360000133514404,7.519999980926514,7.239999771118164,7.519999980926514,21535.0
2024-04-22 00:00:00,7.619999885559082,8.020000457763672,6.800000190734863,7.760000228881836,38540.0
2024-04-23 00:00:00,7.440000057220459,7.800000190734863,7.320000171661377,7.800000190734863,9285.0
2024-04-24 00:00:00,7.21999979019165,7.599999904632568,7.079999923706055,7.420000076293945,11270.0
