Date,Close,High,Low,Open,Volume,"('Close', 'EOSE')","('High', 'EOSE')","('Low', 'EOSE')","('Open', 'EOSE')","('Volume', 'EOSE')"
2024-06-03,0.7369999885559082,0.7670000195503235,0.699999988079071,0.7310000061988831,5239000.0,,,,,
2024-06-04,0.7039999961853027,0.7300000190734863,0.6949999928474426,0.7300000190734863,5107200.0,,,,,
2024-06-05,0.7020000219345093,0.7110000252723694,0.6909999847412109,0.7099999785423279,2593300.0,,,,,
2024-06-06,0.6899999976158142,0.7049999833106995,0.6579999923706055,0.6859999895095825,3529800.0,,,,,
2024-06-07,0.6850000023841858,0.7009999752044678,0.675000011920929,0.6899999976158142,2059400.0,,,,,
2024-06-10,0.7919999957084656,0.800000011920929,0.6850000023841858,0.699999988079071,7045000.0,,,,,
2024-06-11,0.8899999856948853,0.9190000295639038,0.7609999775886536,0.7900000214576721,7352700.0,,,,,
2024-06-12,0.9200000166893004,0.9900000095367432,0.8700000047683716,0.9200000166893004,9837600.0,,,,,
2024-06-13,0.9390000104904176,0.9480000138282776,0.8899999856948853,0.9399999976158142,2790300.0,,,,,
2024-06-14,0.8140000104904175,0.9380000233650208,0.8009999990463257,0.9380000233650208,5231500.0,,,,,
2024-06-17,0.7639999985694885,0.828000009059906,0.7400000095367432,0.8159999847412109,8609600.0,,,,,
2024-06-18,0.7879999876022339,0.8190000057220459,0.7599999904632568,0.7900000214576721,4449600.0,,,,,
2024-06-20,0.915000021457672,0.9300000071525574,0.7720000147819519,0.7900000214576721,6164100.0,,,,,
2024-06-21,0.8560000061988831,0.9539999961853028,0.8510000109672546,0.915000021457672,11271000.0,,,,,
2024-06-24,1.0499999523162842,1.159999966621399,0.959999978542328,0.9800000190734864,43377600.0,,,,,
2024-06-25,1.3200000524520874,1.340000033378601,1.0,1.0499999523162842,17596400.0,,,,,
2024-06-26,1.2799999713897705,1.4900000095367432,1.2799999713897705,1.340000033378601,13357200.0,,,,,
2024-06-27,1.3600000143051147,1.3700000047683716,1.149999976158142,1.2899999618530271,16326100.0,,,,,
2024-06-28,1.2699999809265137,1.409999966621399,1.2699999809265137,1.368000030517578,20424000.0,,,,,
2024-07-01,1.4600000381469729,1.5399999618530271,1.3700000047683716,1.3700000047683716,14133900.0,,,,,
