Date,Close,High,Low,Open,Volume,"('Close', 'XEL')","('High', 'XEL')","('Low', 'XEL')","('Open', 'XEL')","('Volume', 'XEL')"
2024-06-03,52.50911331176758,52.8415718907975,52.10066658153672,52.54710919911167,3195100.0,,,,,
2024-06-04,53.221527099609375,53.7059656701181,52.22415847445717,52.22415847445717,3460000.0,,,,,
2024-06-05,52.39513397216797,53.23102545126687,52.347640920472166,53.06954472731606,2474900.0,,,,,
2024-06-06,52.072174072265625,52.83207373957317,51.92969129936971,52.24315195034575,2395000.0,,,,,
2024-06-07,51.99618911743164,52.17666416718486,51.16029762020392,51.49275261277239,3824500.0,,,,,
2024-06-10,52.47112274169922,52.73708671471878,51.75871613669336,52.03417727011189,4067900.0,,,,,
2024-06-11,52.28115081787109,52.52811686500712,51.61623721229123,51.88220120512812,3273600.0,,,,,
2024-06-12,52.024681091308594,52.67059671524662,51.71122043991774,52.64209798653727,3006100.0,,,,,
2024-06-13,51.6162338256836,52.24315149872884,51.131798924302565,51.86319985661585,3339800.0,,,,,
2024-06-14,51.595123291015625,51.77743689500888,51.240089994649296,51.47038047754591,2400600.0,,,,,
2024-06-17,51.08656692504883,51.55674551016179,50.952226526043525,51.18252069250816,2255900.0,,,,,
2024-06-18,50.971412658691406,51.21130071254873,50.54921100164695,50.89465038486569,4269000.0,,,,,
2024-06-20,51.36483001708984,51.431998380771645,50.73152568780338,50.85626850338441,3028100.0,,,,,
2024-06-21,51.2113037109375,51.95975697186663,51.04818158175641,51.60471999588173,6889300.0,,,,,
2024-06-24,51.79662704467773,52.13247250915432,51.16332274242036,51.44159375745495,2705300.0,,,,,
2024-06-25,51.56634140014648,51.7678465014754,51.201710506978834,51.70067813436576,2312100.0,,,,,
2024-06-26,51.61431884765625,51.69108112787886,50.97141690633452,51.39362225896417,2662900.0,,,,,
2024-06-27,51.6718864440918,51.9597550432109,51.29766165771852,51.66229253230843,2470800.0,,,,,
2024-06-28,51.24968338012695,51.748650968482046,50.894650087405495,51.69107651814836,3726700.0,,,,,
2024-07-01,50.309326171875,51.61431785415373,50.18458335096268,51.37442978492313,2158400.0,,,,,
2024-07-02,51.04817962646485,51.12494190184472,50.3573008460395,50.53961445291784,2661000.0,,,,,
2024-07-03,50.61638259887695,51.230495470336535,50.57799962931037,50.92343903460674,1178300.0,,,,,
2024-07-05,50.55880737304688,50.90424677307217,50.2229655454675,50.62597573856275,1653000.0,,,,,
2024-07-08,50.00227355957031,50.568409592660814,49.92550761455384,50.36690447759514,2245000.0,,,,,
2024-07-09,50.34770965576172,50.50123787522158,49.86793351239948,50.05984104142319,2240400.0,,,,,
2024-07-10,50.462852478027344,50.59718920604303,49.98307635774201,50.4244695099082,2129100.0,,,,,
2024-07-11,51.89258575439453,52.36276429182441,50.51082821654065,50.66435642514651,3535700.0,,,,,
2024-07-12,52.0844955444336,52.564271674829335,51.58552792957385,52.0653040599696,2353800.0,,,,,
2024-07-15,51.07696533203125,51.55674145237015,50.82748336003159,51.49916700018501,2219600.0,,,,,
2024-07-16,51.748653411865234,51.77743880819063,51.21130283124927,51.40321401435507,2377700.0,,,,,
2024-07-17,53.08243179321289,53.56220793281923,52.06530505950293,52.11328560178473,3242100.0,,,,,
2024-07-18,53.52382659912109,53.84048061793257,52.74659157185941,52.77537696978716,3023900.0,,,,,
2024-07-19,53.6773567199707,53.82129103550173,52.80416423473999,53.54301997768932,3043900.0,,,,,
2024-07-22,53.48543930053711,54.10914601169647,53.360696494144825,53.91723484657012,2545100.0,,,,,
2024-07-23,52.90970993041992,53.46625198663868,52.79456468652688,53.36070065456951,2164900.0,,,,,
2024-07-24,54.08036422729492,54.118747194962005,53.12081199802539,53.41827084644213,2907500.0,,,,,
2024-07-25,54.56973648071289,56.06663933720851,54.13793722783902,54.80962454782044,4932500.0,,,,,
2024-07-26,55.0399169921875,55.337375843498975,54.79043136032484,54.98234254012659,3434900.0,,,,,
