Date,Close,High,Low,Open,Volume,"('Close', 'INSM')","('High', 'INSM')","('Low', 'INSM')","('Open', 'INSM')","('Volume', 'INSM')"
2024-06-03,55.93999862670898,58.2400016784668,54.709999084472656,54.709999084472656,7055600.0,,,,,
2024-06-04,57.0,57.09999847412109,54.72999954223633,56.04999923706055,3588400.0,,,,,
2024-06-05,57.83000183105469,58.27000045776367,55.810001373291016,57.77999877929688,2617000.0,,,,,
2024-06-06,57.16999816894531,58.9900016784668,56.5099983215332,57.59000015258789,2664100.0,,,,,
2024-06-07,56.84999847412109,57.36000061035156,55.7400016784668,57.16999816894531,2186300.0,,,,,
2024-06-10,59.900001525878906,60.7400016784668,56.02999877929688,56.84999847412109,4577700.0,,,,,
2024-06-11,61.869998931884766,62.68999862670898,57.91999816894531,59.68000030517578,4158900.0,,,,,
2024-06-12,61.650001525878906,63.22999954223633,60.81999969482422,62.119998931884766,3660900.0,,,,,
2024-06-13,61.630001068115234,65.0,61.34999847412109,61.34999847412109,4327500.0,,,,,
2024-06-14,63.91999816894531,64.01000213623047,60.84000015258789,60.84000015258789,3300000.0,,,,,
2024-06-17,64.69999694824219,64.9800033569336,61.65999984741211,62.9900016784668,3074100.0,,,,,
2024-06-18,65.58000183105469,65.9800033569336,63.63999938964844,64.80000305175781,3088500.0,,,,,
2024-06-20,64.70999908447266,66.9800033569336,63.79999923706055,65.41000366210938,2365900.0,,,,,
2024-06-21,67.98999786376953,68.08000183105469,64.79000091552734,65.27999877929688,5405300.0,,,,,
2024-06-24,68.43000030517578,69.73999786376953,67.37000274658203,67.37999725341797,3284000.0,,,,,
2024-06-25,69.70999908447266,70.6500015258789,68.75,69.54000091552734,3881800.0,,,,,
2024-06-26,68.9800033569336,70.0,67.75,70.0,2018300.0,,,,,
2024-06-27,66.94999694824219,70.4800033569336,66.69000244140625,69.3499984741211,2382000.0,,,,,
2024-06-28,67.0,67.5,65.13999938964844,67.25,4800000.0,,,,,
2024-07-01,66.33999633789062,67.3499984741211,65.08000183105469,66.44999694824219,3966900.0,,,,,
2024-07-02,64.5,66.87999725341797,63.880001068115234,65.83000183105469,2824800.0,,,,,
2024-07-03,62.0,64.68000030517578,61.52000045776367,64.29000091552734,1993100.0,,,,,
2024-07-05,70.0,70.0,62.84000015258789,63.060001373291016,4139300.0,,,,,
2024-07-08,70.05000305175781,70.75,67.91999816894531,69.58999633789062,2679800.0,,,,,
2024-07-09,70.2699966430664,71.31999969482422,68.75,70.05000305175781,3013100.0,,,,,
2024-07-10,73.0999984741211,73.27999877929688,70.27999877929688,71.25,2283000.0,,,,,
2024-07-11,77.02999877929688,77.26000213623047,73.43000030517578,73.7699966430664,3687400.0,,,,,
2024-07-12,76.70999908447266,77.93000030517578,75.56999969482422,77.0,4877100.0,,,,,
2024-07-15,77.47000122070312,78.02999877929688,75.04000091552734,76.38999938964844,2183500.0,,,,,
2024-07-16,77.9800033569336,78.87000274658203,76.25,78.30000305175781,2077600.0,,,,,
2024-07-17,75.54000091552734,77.73999786376953,74.63999938964844,77.44999694824219,2272000.0,,,,,
2024-07-18,75.05999755859375,77.12000274658203,73.69999694824219,75.56999969482422,2390700.0,,,,,
2024-07-19,75.97000122070312,77.0,74.33999633789062,75.66000366210938,1260700.0,,,,,
2024-07-22,76.27999877929688,77.4000015258789,75.23999786376953,76.54000091552734,1659100.0,,,,,
2024-07-23,75.98999786376953,76.94999694824219,75.5999984741211,75.61000061035156,1218200.0,,,,,
2024-07-24,74.43000030517578,75.86000061035156,73.23999786376953,75.31999969482422,1580300.0,,,,,
2024-07-25,74.5,76.12999725341797,73.62000274658203,74.2699966430664,1718600.0,,,,,
2024-07-26,74.54000091552734,75.27999877929688,72.9000015258789,75.27999877929688,1423800.0,,,,,
2024-07-29,74.55999755859375,75.68000030517578,73.1500015258789,75.0,1206200.0,,,,,
2024-07-30,72.91000366210938,77.0999984741211,72.87999725341797,74.55999755859375,1770400.0,,,,,
2024-07-31,72.75,74.62000274658203,72.05999755859375,73.44999694824219,1577000.0,,,,,
2024-08-01,75.33000183105469,75.63999938964844,72.33000183105469,72.8499984741211,1782600.0,,,,,
2024-08-02,71.80999755859375,74.08000183105469,71.06999969482422,73.44999694824219,1862800.0,,,,,
2024-08-05,71.19000244140625,72.4000015258789,67.22000122070312,67.30999755859375,2129400.0,,,,,
2024-08-06,72.68000030517578,74.19999694824219,71.1500015258789,72.29000091552734,1306200.0,,,,,
2024-08-07,70.98999786376953,73.66999816894531,70.29000091552734,73.66999816894531,1219900.0,,,,,
2024-08-08,71.80999755859375,72.81999969482422,68.25,69.04000091552734,1586900.0,,,,,
2024-08-09,73.9800033569336,74.01000213623047,71.9000015258789,72.80999755859375,1535300.0,,,,,
2024-08-12,74.08999633789062,74.13999938964844,72.19999694824219,73.5,2219100.0,,,,,
