Date,Close,High,Low,Open,Volume,"('Close', 'VICI')","('High', 'VICI')","('Low', 'VICI')","('Open', 'VICI')","('Volume', 'VICI')"
2024-06-03,26.486385345458984,26.76257218138881,26.334481356530425,26.467972421476176,5194800.0,,,,,
2024-06-04,26.43114852905273,26.698130678697247,26.375911508970603,26.375911508970603,6097500.0,,,,,
2024-06-05,26.12734031677246,26.477178848167103,26.118135610746407,26.477178848167103,5713300.0,,,,,
2024-06-06,26.18257713317871,26.35749462985909,25.943214407457567,26.026070803128466,4989800.0,,,,,
2024-06-07,26.11813735961914,26.28384841848028,25.84194874961085,25.860361674802043,6298200.0,,,,,
2024-06-10,25.878774642944336,25.998455144979328,25.5841748632091,25.998455144979328,6332100.0,,,,,
2024-06-11,25.906391143798828,26.01686693435297,25.67623485643472,25.74067833594417,4876400.0,,,,,
2024-06-12,26.11813735961914,26.68432163959932,26.02147038034198,26.394324213674235,4933700.0,,,,,
2024-06-13,26.04448699951172,26.27464329287204,25.906391818732992,26.09051755580252,4586700.0,,,,,
2024-06-14,26.04448699951172,26.04448699951172,25.74528311576203,25.980041762370167,4649700.0,,,,,
2024-06-17,25.96162796020508,26.108927832539187,25.79591516484096,25.934008575660062,9933600.0,,,,,
2024-06-18,26.26530265808105,26.526926725048074,26.01302078020832,26.01302078020832,5399800.0,,,,,
2024-06-20,26.23727226257324,26.41013128570533,26.07842830607391,26.162522270231225,6255800.0,,,,,
2024-06-21,26.255958557128903,26.4054585324232,26.162520627024904,26.33070854477605,9724100.0,,,,,
2024-06-24,26.564302444458008,26.7418343332071,26.26530249425761,26.312020568158815,4847300.0,,,,,
2024-06-25,26.115800857543945,26.50823871275825,25.94761295071208,26.48020680089288,5046200.0,,,,,
2024-06-26,26.15317726135254,26.21858327928568,25.88220921817519,25.98498933970713,4066100.0,,,,,
2024-06-27,26.564302444458008,26.564302444458008,26.05039472064333,26.19989647792381,5834400.0,,,,,
2024-06-28,26.76051902770996,26.81658285193697,26.349395009792985,26.704456985663136,9594600.0,,,,,
2024-07-01,26.06908226013184,26.72314597772069,25.98498830266526,26.713802006648827,7503200.0,,,,,
2024-07-02,25.947614669799805,26.190552575521,25.91023878483641,26.013020686305456,5755500.0,,,,,
2024-07-03,25.928924560546875,26.24661242746672,25.81679869720687,26.115800405386835,2866900.0,,,,,
2024-07-05,25.928924560546875,25.975642630666798,25.72336255696703,25.96630044238692,5528900.0,,,,,
2024-07-08,26.00367546081543,26.190551312258137,25.928925476674387,25.95695738904485,3899400.0,,,,,
2024-07-09,25.826143264770508,25.96630104273101,25.728034245942297,25.92892516002683,5528600.0,,,,,
2024-07-10,26.05973625183105,26.069080222172456,25.77008029996806,25.947612172094463,8415100.0,,,,,
2024-07-11,27.470645904541016,27.50802178891404,26.386770208246958,26.424146092619974,10526300.0,,,,,
2024-07-12,27.51736640930176,27.835054305247525,27.475319429480106,27.68555254640808,8344600.0,,,,,
2024-07-15,28.3022403717041,28.339614472393656,27.50802068252396,27.59211463680069,9542100.0,,,,,
2024-07-16,28.283552169799805,28.4610822652556,27.91914444389648,28.423708164910234,7054800.0,,,,,
2024-07-17,28.84417724609375,28.87220737514078,28.278878620516984,28.283551496811576,7342100.0,,,,,
2024-07-18,28.61058235168457,29.3861140472506,28.61058235168457,28.713362458300747,6279900.0,,,,,
2024-07-19,28.32092666625977,28.66197357926464,28.218146552237325,28.591896471819368,5378900.0,,,,,
2024-07-22,28.43305206298828,28.53116108109722,28.14339610287516,28.264864156412862,4012200.0,,,,,
2024-07-23,28.451740264892575,28.722708286273367,28.20880237341108,28.36764631083436,3706400.0,,,,,
2024-07-24,28.227489471435547,28.73205321256615,28.21814728261186,28.4984592840087,3905500.0,,,,,
2024-07-25,28.47977066040039,28.979661512975127,28.246176737433498,28.30224056211529,5329200.0,,,,,
2024-07-26,28.85352325439453,29.05908706624909,28.60124314866995,28.657305196366483,5112200.0,,,,,
2024-07-29,29.17120742797852,29.236615221129924,28.71336356899945,28.946957483714083,3466900.0,,,,,
2024-07-30,29.358083724975582,29.45152164873717,29.124489806661703,29.18055184804659,5295400.0,,,,,
2024-07-31,29.20858192443848,29.70847273564394,29.16186207440336,29.34873791018374,7495300.0,,,,,
2024-08-01,29.283334732055664,29.95608638013111,28.825490850548885,29.928052685221004,6204000.0,,,,,
2024-08-02,29.43283462524414,30.049522446246264,29.105802772972048,29.143178656514102,6122700.0,,,,,
2024-08-05,28.741395950317383,29.283333770029667,28.59189598502987,28.80680196235815,7951600.0,,,,,
2024-08-06,29.33939743041992,29.666429290849592,28.74139753627213,28.74139753627213,5381700.0,,,,,
2024-08-07,29.414146423339844,29.918710153613983,29.386116293111417,29.488896407582654,6440800.0,,,,,
2024-08-08,29.199241638183597,29.451523513660767,29.129162745379844,29.404803657731502,3644600.0,,,,,
2024-08-09,29.273988723754883,29.311364604793468,28.98900386846601,29.245956812975944,3523100.0,,,,,
2024-08-12,29.2646484375,29.29268035180776,28.788116587350014,29.01236655527113,3117900.0,,,,,
2024-08-13,29.367429733276367,29.45806429393051,29.15252374123924,29.45152369227877,2924100.0,,,,,
2024-08-14,29.53561782836914,29.708476841941486,29.311367863744945,29.34874196675883,2526900.0,,,,,
2024-08-15,29.67577362060547,29.81592962471764,29.49824173156724,29.638397735679405,4802900.0,,,,,
2024-08-16,29.516925811767575,29.89534857731641,29.418816799944565,29.713143835413607,3777100.0,,,,,
2024-08-19,29.98411750793457,29.993459696975023,29.555239387330374,29.58233565634432,3468900.0,,,,,
2024-08-20,29.89067649841309,30.152302319098798,29.843958429302827,29.97477223073573,3240000.0,,,,,
2024-08-21,30.152307510375977,30.16164970006238,29.722493715404784,29.946743693666985,4136100.0,,,,,
2024-08-22,30.2083683013916,30.2177104901378,29.965428621664945,30.133616533980184,5544000.0,,,,,
2024-08-23,30.74096298217773,30.890462956595087,30.227053478530078,30.32983537925961,2679700.0,,,,,
2024-08-26,30.94651985168457,31.07733186951976,30.806365645872653,30.8998017830806,3483400.0,,,,,
2024-08-27,30.97455596923828,31.03061623020777,30.73161629050236,30.78768011583229,4226600.0,,,,,
2024-08-28,30.937179565429688,31.016600643374503,30.633506754296725,30.97455544835444,4313100.0,,,,,
2024-08-29,30.890460968017575,31.06799106234699,30.71292730932785,30.87177302687338,3986700.0,,,,,
2024-08-30,31.282899856567383,31.310929988628157,30.899805939507424,31.02127578570516,5545600.0,,,,,
2024-09-03,31.282899856567383,31.460429966886657,31.14274563190289,31.170775763963665,5740900.0,,,,,
2024-09-04,31.41371154785156,31.6099331632092,31.24552362860821,31.35765128434418,4272200.0,,,,,
2024-09-05,31.38567924499512,31.787461072687588,31.16610038981896,31.647303294893337,4597900.0,,,,,
2024-09-06,31.273555755615234,31.637961707572057,31.091352779636825,31.497803927114624,5246900.0,,,,,
2024-09-09,31.637962341308597,31.745413552699272,31.320274455020535,31.32961664386997,4823500.0,,,,,
2024-09-10,31.824838638305664,31.92761697451483,31.563211010211724,31.750086869032955,4454800.0,,,,,
2024-09-11,31.62861442565918,31.651975242726326,31.00258444909449,31.49780240454777,6807300.0,,,,,
2024-09-12,31.36699485778809,31.754761664510177,31.226837064112875,31.628618937330337,7102800.0,,,,,
2024-09-13,31.731401443481445,31.76877733108226,31.437074348436905,31.54452556983821,3787000.0,,,,,
2024-09-16,31.80614852905273,32.03974244557452,31.72205457653048,31.899584669917328,8744000.0,,,,,
2024-09-17,31.497806549072266,31.92761855052509,31.381009577088733,31.86221253136317,5656000.0,,,,,
2024-09-18,31.292407989501957,31.85086306275445,31.254545771817764,31.519574074127483,6176500.0,,,,,
2024-09-19,31.05577278137207,31.500641176307106,30.866465314442035,31.4533152122595,4973600.0,,,,,
2024-09-20,31.3018741607666,31.311341521290164,30.752886404823087,30.83807459583468,11124300.0,,,,,
2024-09-23,31.481714248657227,31.642626880672477,31.34920008743296,31.481714248657227,3663500.0,,,,,
2024-09-24,31.349199295043945,31.685218369866504,31.255493370652477,31.40599262445029,5255300.0,,,,,
2024-09-25,31.273475646972656,31.45331575776845,31.150425249723074,31.40598979290005,3118000.0,,,,,
2024-09-26,31.13149642944336,31.368129881914943,31.008446023150952,31.29240905470881,2803400.0,,,,,
2024-09-27,31.349199295043945,31.57163532179381,31.169359168033843,31.368130404846063,3886200.0,,,,,
2024-09-30,31.529041290283203,31.57636725680294,31.075651526188956,31.320802704708623,7615600.0,,,,,
2024-10-01,31.017911911010746,31.66155516004237,31.00844455134688,31.614229193942347,5449200.0,,,,,
2024-10-02,31.017911911010746,31.16935716897467,30.74341625259495,30.809673327282933,3511800.0,,,,,
2024-10-03,30.82860374450684,30.98004899907444,30.66296106150159,30.97058525036257,2352300.0,,,,,
2024-10-04,30.686622619628903,30.75288330439332,30.407396894916264,30.610901796774865,3421500.0,,,,,
2024-10-07,30.686622619628903,30.73395219599488,30.44052543192861,30.573039579977976,2483600.0,,,,,
2024-10-08,30.59197235107422,30.847536912233743,30.52571527344841,30.781279834607933,2581600.0,,,,,
2024-10-09,30.51625061035156,30.685677354784435,30.43106242584919,30.601438794853934,4125100.0,,,,,
2024-10-10,30.44999122619629,30.5825089938871,30.26541922570761,30.525715664876756,2941300.0,,,,,
2024-10-11,30.80967712402344,30.819144484853982,30.49732282067942,30.525717681690637,3381900.0,,,,,
2024-10-14,31.02737808227539,31.131497382268,30.6676978232428,30.78128087289835,2654000.0,,,,,
2024-10-15,31.06523895263672,31.42965648677708,30.998981875654817,31.14096338961026,5124700.0,,,,,
2024-10-16,31.37759780883789,31.46278599769611,31.0557761632335,31.159891851180213,3977600.0,,,,,
2024-10-17,31.28294563293457,31.462789390327806,31.169362572455952,31.368133830978632,3045200.0,,,,,
2024-10-18,31.415456771850582,31.415456771850582,31.20722178287006,31.387061912157797,3576600.0,,,,,
2024-10-21,30.84753799438477,31.45805275455977,30.84280431417688,31.330268664127296,3822500.0,,,,,
2024-10-22,31.017911911010746,31.28294020976267,30.828604435870897,30.87593040197092,4203100.0,,,,,
2024-10-23,31.08416748046875,31.259277518372983,30.980048193646752,31.03684151666046,3439300.0,,,,,
2024-10-24,31.05577278137207,31.202484353141536,30.83333677853475,31.046305422118785,3280900.0,,,,,
2024-10-25,30.38373374938965,31.16935854207001,30.326944031863786,31.11256521380423,3824500.0,,,,,
2024-10-28,30.629833221435547,30.748149942092677,30.47838796342401,30.47838796342401,3445200.0,,,,,
2024-10-29,30.56357765197754,30.786013675486235,30.43106349603362,30.5730414013707,5000600.0,,,,,
2024-10-30,30.686622619628903,31.18828796533832,30.62509922538876,30.64876401357175,4583400.0,,,,,
2024-10-31,30.061914443969727,30.70082585790471,30.052448889092545,30.535179550238983,5129600.0,,,,,
2024-11-01,29.75902366638184,30.70555567656142,29.70223033758248,30.166033495927344,6317500.0,,,,,
2024-11-04,29.99565696716309,30.307067038621124,29.89153767026569,29.91046877976885,4448700.0,,,,,
2024-11-05,30.326942443847656,30.326942443847656,29.654902537519064,29.853675565300996,3328600.0,,,,,
2024-11-06,29.446666717529297,30.46892133081554,29.01126023632893,30.393200505372786,9271500.0,,,,,
2024-11-07,29.276290893554688,29.683300718786956,29.21949937072715,29.48452768083563,5265800.0,,,,,
2024-11-08,29.711694717407227,29.849888562354707,29.31415045838285,29.484526827303284,4395800.0,,,,,
2024-11-11,29.60757827758789,29.796883956691065,29.508190855286003,29.792152081995724,5103800.0,,,,,
2024-11-12,29.531856536865234,29.768489996919055,29.37094571181383,29.560251396634875,5025700.0,,,,,
2024-11-13,29.63597297668457,29.86314087360533,29.44666729860225,29.806349350717635,3603100.0,,,,,
2024-11-14,29.62650680541992,29.75807494401652,29.33308183700829,29.598111947251976,4972300.0,,,,,
