Date,Close,High,Low,Open,Volume,"('Close', 'DBI')","('High', 'DBI')","('Low', 'DBI')","('Open', 'DBI')","('Volume', 'DBI')"
2024-06-03,10.380687713623049,10.390082216002703,9.469441588704438,9.469441588704438,3535000.0,,,,,
2024-06-04,8.266974449157715,8.92457449599668,8.032117225578855,8.173031201362488,5436400.0,,,,,
2024-06-05,8.040223121643066,8.266974197675276,7.841815704857712,8.229182351669907,3093400.0,,,,,
2024-06-06,7.43555212020874,7.992982482253367,7.43555212020874,7.992982482253367,3346800.0,,,,,
2024-06-07,7.246593475341797,7.388313123526664,6.98205010202909,7.322177167569901,2459500.0,,,,,
2024-06-10,6.7175068855285645,7.199353127672667,6.689162776925112,7.142665360980086,3157900.0,,,,,
2024-06-11,6.859226703643799,6.906466285176776,6.519099644240434,6.623027444435916,2858200.0,,,,,
2024-06-12,6.887570381164551,7.114321904887337,6.783642580686843,7.029290027177,2496700.0,,,,,
2024-06-13,6.906466007232666,6.925361929188275,6.698610865720967,6.849778241365839,1905100.0,,,,,
2024-06-14,6.764745712280273,6.906465338481833,6.6608183768448335,6.849777578104064,2158700.0,,,,,
2024-06-17,6.670266628265381,6.840329922570157,6.462411490781767,6.736402579085503,3618100.0,,,,,
2024-06-18,6.4151716232299805,6.75529867092592,6.301796090836107,6.660819060597692,3516700.0,,,,,
2024-06-20,6.783641815185547,6.868673683300447,6.3679311107000025,6.434067058179845,3773200.0,,,,,
2024-06-21,7.095425605773926,7.274936637285399,6.774194485252596,6.774194485252596,16327500.0,,,,,
2024-06-24,7.0103936195373535,7.322176548891746,6.953705855156038,7.293832441443936,2491100.0,,,,,
2024-06-25,6.953705787658691,7.067081315320825,6.717506546438763,6.982049444317075,2974100.0,,,,,
2024-06-26,6.868673801422119,6.953705670999326,6.708058248004859,6.8970179081192855,1904000.0,,,,,
2024-06-27,6.660818576812744,6.840329598141071,6.575786708436168,6.774194100971989,2193900.0,,,,,
2024-06-28,6.452962875366211,6.755298051194618,6.358483273705545,6.641922529201819,2868800.0,,,,,
2024-07-01,6.320691585540772,6.547442634997198,6.235659716737468,6.481307137496218,2593600.0,,,,,
2024-07-02,6.093939781188965,6.358483109522298,5.952220607614455,6.330139004498836,3247500.0,,,,,
2024-07-03,6.301795482635498,6.424619189465359,6.084492174595851,6.103388094837808,1495000.0,,,,,
2024-07-05,6.254555702209473,6.4907549397598086,6.235659781226017,6.292347544176383,2549300.0,,,,,
2024-07-08,6.405723571777344,6.641922811215067,6.3584835436840805,6.3584835436840805,2684800.0,,,,,
2024-07-09,6.5002031326293945,6.585234551890945,6.3017957368286215,6.367931235086017,2312200.0,,,,,
2024-07-10,6.4151716232299805,6.566338999755145,6.367931592808708,6.566338999755145,1537400.0,,,,,
2024-07-11,6.821434020996094,6.830882207075679,6.585234775178144,6.604130696823007,2201800.0,,,,,
2024-07-12,6.670266628265381,6.906465873390278,6.613578863497122,6.887569951800859,1689100.0,,,,,
2024-07-15,6.443515777587891,6.69861095255247,6.443515777587891,6.651370921793935,1502100.0,,,,,
2024-07-16,6.982048988342285,7.000944908385277,6.500202801988866,6.556890562117841,2120000.0,,,,,
2024-07-17,6.878121852874756,7.133217006111751,6.774194064366562,6.840329561178272,1456200.0,,,,,
2024-07-18,6.849777221679688,7.085976436220366,6.811985383394319,6.868673140822372,1665400.0,,,,,
2024-07-19,6.897017478942871,7.0670807570005705,6.774193775088512,6.774193775088512,1685300.0,,,,,
2024-07-22,7.0387372970581055,7.09542551211953,6.793090317353921,6.991497718525992,1390400.0,,,,,
2024-07-23,7.199352741241455,7.265488690756726,6.991497607858786,7.029289450291999,1713600.0,,,,,
2024-07-24,7.104873180389404,7.199352787073911,7.000945387779296,7.152113208988808,1247800.0,,,,,
2024-07-25,7.142665386199951,7.341072795581699,6.982049821413362,7.1615613084975305,1624200.0,,,,,
2024-07-26,7.40720796585083,7.444999806450944,7.199352392035925,7.293831993536211,1368000.0,,,,,
2024-07-29,7.359968185424805,7.558375580452835,7.284384501702563,7.426104133938912,1182100.0,,,,,
2024-07-30,7.40720796585083,7.558375328251287,7.237144232636039,7.426103886150887,1601300.0,,,,,
2024-07-31,7.709542274475098,7.983533329292475,7.22769610757753,7.454447138937738,2456500.0,,,,,
2024-08-01,7.473343849182129,7.718991276335458,7.331624664839839,7.718991276335458,1847800.0,,,,,
2024-08-02,6.897017478942871,7.256039954842458,6.755297855304323,7.218248115274081,1675200.0,,,,,
2024-08-05,6.830881595611572,6.897017540705612,6.301795386402059,6.452962746029272,1666500.0,,,,,
2024-08-06,6.887570381164551,7.000945917768776,6.670267044082618,6.859226722270662,924100.0,,,,,
2024-08-07,6.651370525360107,7.057633053715095,6.556890919988517,7.057633053715095,872300.0,,,,,
2024-08-08,6.878121852874756,6.9159136940569566,6.726954037631669,6.802537719996071,1022600.0,,,,,
2024-08-09,6.651370525360107,6.868673842971913,6.641922790080096,6.868673842971913,1165000.0,,,,,
2024-08-12,6.745849609375,6.840329207444683,6.585234067399409,6.623026357141542,1139500.0,,,,,
2024-08-13,6.811985969543457,6.944257414923773,6.736402286468991,6.84977781108069,950000.0,,,,,
2024-08-14,6.679714202880859,6.9442570809174535,6.679714202880859,6.887569321338183,749600.0,,,,,
2024-08-15,7.0387372970581055,7.1710091981823565,6.897018110947459,7.019841375542399,2037200.0,,,,,
2024-08-16,7.227696895599365,7.312728316373128,6.991497653589676,6.991497653589676,1624400.0,,,,,
